"path","expected_sha256","role","sha256","bytes"
"artifacts/10_figures/descriptives/chest_site_profiles.png","b9727d9ff587548f77aa18a5483ab6430c242c721a291b09cfd059541b58f765","accepted_descriptive_supplementary_figure","b9727d9ff587548f77aa18a5483ab6430c242c721a291b09cfd059541b58f765",856373
"artifacts/10_figures/descriptives/near_eye_metric_distributions.png","060d1dcb3ec519ed1d74904c5457cc945346c53e25d08a9ea0f083d29f184d04","accepted_descriptive_supplementary_figure","060d1dcb3ec519ed1d74904c5457cc945346c53e25d08a9ea0f083d29f184d04",932901
"artifacts/10_figures/descriptives/time_series_to_metrics.png","c6f080bd520c85f219749b2911702f6d29c3165bb2097b03e8b8437c2da96a1d","accepted_descriptive_supplementary_figure","c6f080bd520c85f219749b2911702f6d29c3165bb2097b03e8b8437c2da96a1d",348489
"artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.png","b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6","accepted_descriptive_supplementary_figure","b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6",304155
"artifacts/10_figures/H03/H03_reader_temporal_near_eye.png","8455a5824c3b232040a92ee604cc7ce30360c814bf1f5e2293fc5b8ef74c7a00","accepted_h03_temporal_main_figure_component","8455a5824c3b232040a92ee604cc7ce30360c814bf1f5e2293fc5b8ef74c7a00",818350
"artifacts/10_figures/H04/H04_temporal_near_eye.png","8f048e0716e036413f541054a03c521941b4728f661871223b3e4c238991b3d4","accepted_h04_temporal_main_figure_component","8f048e0716e036413f541054a03c521941b4728f661871223b3e4c238991b3d4",871069
"artifacts/10_figures/H06/H06_reader_temporal_day_type.png","7f8de8989621ccd7b51cd7940bc513dc3883d09c098052335efea172bab28c30","accepted_h06_temporal_supplementary_figure","7f8de8989621ccd7b51cd7940bc513dc3883d09c098052335efea172bab28c30",366367
"artifacts/10_figures/H06/H06_reader_temporal_activity.png","718c0917cb0aa58e2308cf8cdf9f2af144f80d55769044cc1cc294a84095c3d0","accepted_h06_temporal_supplementary_figure","718c0917cb0aa58e2308cf8cdf9f2af144f80d55769044cc1cc294a84095c3d0",366674
"artifacts/10_figures/H09/H09_observed_timing_patterns.png","a23cb2a9a90a232ae9bf3f94ec7b1c5ac0e3c83933d056c0920ffd59e8e0eb59","owner_verified_h09_source_ready_candidate","a23cb2a9a90a232ae9bf3f94ec7b1c5ac0e3c83933d056c0920ffd59e8e0eb59",2064948
"audit/manuscript_nature_health/figure_table_selection_assets/brown_adherence_levels.svg","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433","owner_sealed_brown_s4_daytime_typography_continuation","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",7775
"audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.png","513d7dcb12dc99daf54a8b4bd495877bec68824282167313e57de6d06cfe8a27","owner_sealed_brown_s5_raster_composite","513d7dcb12dc99daf54a8b4bd495877bec68824282167313e57de6d06cfe8a27",493422
"audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd","owner_sealed_brown_s5_vector_composite","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149
