"check","pass"
"sealed_owner_package",TRUE
"continued_final_package_008_manifest",TRUE
"models_manifest",TRUE
"chest_b_frames_recovery_001_manifest",TRUE
"chest_estimands_manifest",TRUE
"chest_manifest",TRUE
"input_and_design_exact",TRUE
"input_historical_pin",TRUE
"exact_support",TRUE
"literal_y_n",TRUE
"technical_eligibility",TRUE
"active_sd_only",TRUE
"selected_pass_and_objective",TRUE
"saved_covariance_positive",TRUE
"estimand_model_link",TRUE
"contract_exact",TRUE
"exact_grid",TRUE
"independent_response_mean_quadrature",TRUE
"daytime_extra_one_zero",TRUE
"covariance_block_exact",TRUE
"two_exact_equal_site_contrasts",TRUE
"contrast_1",TRUE
"contrast_2",TRUE
"derivation_gates",TRUE
"primary_comparison_rows",TRUE
"diagnostic_model_link",TRUE
"diagnostic_shape_and_seeds",TRUE
"diagnostic_construct_checks",TRUE
"no_chest_delete_or_sleep",TRUE
"separate_model_not_primary",TRUE
