run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,statistic,df,p_raw,p_adjusted,family_rank,family_observed_tests,comparison_status,diagnostic_status,model_adequacy,specified_limitations,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,metric_display,factor_display,effect_label,q_label
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,0.0070509467030775,0.00957093997271405,-0.01170775094163679,0.02580964434779181,0.4613025681944006,odds_ratio,1.0070758631548813,0.988360518089082,1.0261455972665006,0.02741120608262995,0.03720791250372633,-0.04551496236459118,0.1003373745298511,1.0277903495240288,0.9555053058462436,1.1055438374977586,wald_normal,PASS,0.5829555016238999,1,0.4451561848536253,0.6580569689140546,46,68,PASS,PASS,acceptable,,141,141,,816,9,16.148936170212767,3.88759229603393,Interdaily stability,F2: Spending time outdoors,x1.03,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.02272091602268352,0.01150876315322381,-0.04527767730960381,-1.641547357632278e-4,0.04835588715403789,odds_ratio,0.9775352601361164,0.9557320598768893,0.9998358587368882,-0.07104972769751748,0.03598862331762619,-0.14158613325324318,-5.133221417917886e-4,0.9314155738240322,0.8679804103885551,0.9994868095854784,wald_normal,PASS,4.133902304453471,1,0.04203231947018561,0.2598361567247838,11,68,PASS,PASS,acceptable,,141,141,,816,9,14.00709219858156,3.1270626424825787,Interdaily stability,F3: Using phones and smartwatches in bed before sleep,x0.93,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00589783828377822,0.00884214413830136,-0.02322812234096084,0.01143244577340439,0.5047628764137968,odds_ratio,0.9941195198225656,0.9770395737940852,1.0114980459333278,-0.02509034427153414,0.03761589074741256,-0.0988161353828562,0.04863544683978792,0.9752218023449728,0.9059092573705868,1.049837559370388,wald_normal,PASS,0.478059455969742,1,0.4893026205939236,0.6790322081711593,49,68,PASS,PASS,acceptable,,141,141,,816,9,12.872340425531917,4.254159416432996,Interdaily stability,F4: Controlling and using ambient light before bedtime,x0.98,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,0.0224070863143947,0.00995864942659707,0.00288849210360397,0.04192568052518542,0.02444814786886755,odds_ratio,1.0226600106393116,1.002892667816457,1.0428169742608977,0.08564171303586564,0.03806277105602581,0.01104005261426148,0.1602433734574698,1.0894159348448855,1.0111012188808193,1.1737965071465812,wald_normal,PASS,5.346357809273798,1,0.0207656045869101,0.20172301598712672,7,68,PASS,PASS,acceptable,,141,141,,816,9,12.141843971631207,3.822081632311467,Interdaily stability,F5: Using light in the morning and during daytime,x1.09,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.01479049727401025,0.00879282123031943,-0.03202411020793551,0.002443115659915,0.0925474067926394,difference,-0.01479049727401025,-0.03202411020793551,0.002443115659915,-0.05749942325695309,0.03418290407539343,-0.12449668413171162,0.00949783761780543,-0.05749942325695309,-0.12449668413171162,0.00949783761780543,wald_normal,PASS,3.013063920817288,1,0.08259603097397696,0.3510331316394021,16,68,PASS,PASS,acceptable,,141,141,,816,9,16.148936170212767,3.88759229603393,Intradaily variability,F2: Spending time outdoors,-0.06,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-3.788739588596072e-4,0.01082204126277722,-0.02158968507310933,0.02083193715539012,0.9720721873301164,difference,-3.788739588596072e-4,-0.02158968507310933,0.02083193715539012,-0.00118476260295935,0.03384120094823566,-0.06751229765508396,0.06514277244916523,-0.00118476260295935,-0.06751229765508396,0.06514277244916523,wald_normal,PASS,0.00131921908686649,1,0.9710263609977764,0.9784410087327864,67,68,PASS,PASS,acceptable,,141,141,,816,9,14.00709219858156,3.1270626424825787,Intradaily variability,F3: Using phones and smartwatches in bed before sleep,-0.00,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,2.1378475352448208e-4,0.0082074613159967,-0.01587254383033476,0.01630011333738372,0.9792193638274136,difference,2.1378475352448208e-4,-0.01587254383033476,0.01630011333738372,9.094744222959826e-4,0.03491584884245692,-0.0675243317985641,0.06934328064315605,9.094744222959826e-4,-0.0675243317985641,0.06934328064315605,wald_normal,PASS,7.302683224708062e-4,1,0.9784410087327864,0.9784410087327864,68,68,PASS,PASS,acceptable,,141,141,,816,9,12.872340425531917,4.254159416432996,Intradaily variability,F4: Controlling and using ambient light before bedtime,+0.00,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,0.01486582006307108,0.00931469682334762,-0.0033906502375999,0.03312229036374208,0.1104992458318194,difference,0.01486582006307108,-0.0033906502375999,0.03312229036374208,0.0568183778123113,0.03560153163906693,-0.0129593419947231,0.1265960976193457,0.0568183778123113,-0.0129593419947231,0.1265960976193457,wald_normal,PASS,2.715187801363186,1,0.09939727188494832,0.3622686226212153,18,68,PASS,PASS,acceptable,,141,141,,816,9,12.141843971631207,3.822081632311467,Intradaily variability,F5: Using light in the morning and during daytime,+0.06,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.00979673042476386,0.00701822996077688,-0.00395874753357878,0.0235522083831065,0.16274533064933866,ratio,1.0228141566740474,0.9909260658281436,1.055728409181111,0.03808569372563319,0.02728401672731072,-0.0153899964134842,0.0915613838647506,1.0916557175340216,0.9651837547670424,1.2346998172512262,wald_normal,PASS,2.0754249278129464,1,0.14968824646923518,0.3789681491010109,26,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,16.148936170212767,3.88759229603393,Mean melEDI,F2: Spending time outdoors,x1.09,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01203569263342984,0.0085426460312902,-0.02877897118743267,0.00470758592057298,0.15886617140200524,ratio,0.9726672815146744,0.9358818584759452,1.0108985786622808,-0.03763636481040124,0.02671338927239967,-0.08999364568930322,0.01472091606850073,0.9169879636825734,0.8128424090516311,1.0344771830000583,wald_normal,PASS,2.115006425535057,1,0.14586144162320647,0.3789681491010109,25,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,14.00709219858156,3.1270626424825787,Mean melEDI,F3: Using phones and smartwatches in bed before sleep,x0.92,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.0117679589039111,0.00644664204912339,-0.02440314514141445,8.672273335922406e-4,0.06793464272157627,ratio,0.9732670960109472,0.945359199683696,1.001998859792678,-0.05006277318326996,0.0274250429776512,-0.10381486969392945,0.0036893233273895,0.8911221255014805,0.787381361741444,1.0085311656374183,wald_normal,PASS,3.5433369145647475,1,0.05978507192023467,0.31272191465968907,13,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,12.872340425531917,4.254159416432996,Mean melEDI,F4: Controlling and using ambient light before bedtime,x0.89,
