input_id,path,manifest_id,expected_sha256,observed_sha256,status
near_eye_coverage,artifacts/03_coverage/light_glasses_coverage.rds,coverage,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,PASS
chest_coverage,artifacts/03_coverage/light_chest_coverage.rds,coverage,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,PASS
near_eye_daily_coverage,artifacts/03_coverage/light_glasses_daily_coverage.csv,coverage,d1fdc38d7d8f15b8f978d532341694e5837463a8cf7e298492fca18b60af7860,d1fdc38d7d8f15b8f978d532341694e5837463a8cf7e298492fca18b60af7860,PASS
chest_daily_coverage,artifacts/03_coverage/light_chest_daily_coverage.csv,coverage,ae2d0f890ec7b5db59a61e1687b629bf228fe0ec4a6166b8ffe202f66fb874b4,ae2d0f890ec7b5db59a61e1687b629bf228fe0ec4a6166b8ffe202f66fb874b4,PASS
near_eye_30_minute_metrics,artifacts/05_metrics/metrics_glasses_30_minute.csv,metric_artifacts,4e4a3bc56e8442fc7788c508dd665208ea663d87e25ef3f85180fa1cef3b06ee,4e4a3bc56e8442fc7788c508dd665208ea663d87e25ef3f85180fa1cef3b06ee,PASS
chest_30_minute_metrics,artifacts/05_metrics/metrics_chest_30_minute.csv,metric_artifacts,559408cafb714fd7bea9c9146142a8610e5e4a66b1efc68dc4be789c7c66be79,559408cafb714fd7bea9c9146142a8610e5e4a66b1efc68dc4be789c7c66be79,PASS
near_eye_one_hour_metrics,artifacts/05_metrics/metrics_glasses_one_hour.csv,metric_artifacts,7d4e5b73f0e1f2317dc79ee0020f3513468cfd39ec546fb03aadab89ba677829,7d4e5b73f0e1f2317dc79ee0020f3513468cfd39ec546fb03aadab89ba677829,PASS
chest_one_hour_metrics,artifacts/05_metrics/metrics_chest_one_hour.csv,metric_artifacts,0c334acd9d4fe855bd0f7e9216e6cf9179fd4f4fce41f9269403fa89f9d8b432,0c334acd9d4fe855bd0f7e9216e6cf9179fd4f4fce41f9269403fa89f9d8b432,PASS
near_eye_metric_values_long,artifacts/05_metrics/metrics_glasses_values_long.csv,metric_artifacts,5cfce31f4002fa709d055f963529892afa606dc3cd909f103742b0f7e2759126,5cfce31f4002fa709d055f963529892afa606dc3cd909f103742b0f7e2759126,PASS
chest_metric_values_long,artifacts/05_metrics/metrics_chest_values_long.csv,metric_artifacts,dade5986cbb9f731c4b58b6f1ba109a6d03b13eef8659d1445f5bcac5da7b33c,dade5986cbb9f731c4b58b6f1ba109a6d03b13eef8659d1445f5bcac5da7b33c,PASS
near_eye_participant_day_metrics,artifacts/05_metrics/metrics_glasses_participant_day.csv,metric_artifacts,41e4f47cc67d64fc03fc0163e001283edb1228a5ce9aa55c2f27eb5118f56171,41e4f47cc67d64fc03fc0163e001283edb1228a5ce9aa55c2f27eb5118f56171,PASS
chest_participant_day_metrics,artifacts/05_metrics/metrics_chest_participant_day.csv,metric_artifacts,02517f0b5aa6755c28b5f675b1e5ea96e2b9b651a687cb22762ee11dedd994a6,02517f0b5aa6755c28b5f675b1e5ea96e2b9b651a687cb22762ee11dedd994a6,PASS
near_eye_participant_metrics,artifacts/05_metrics/metrics_glasses_participant.csv,metric_artifacts,3aa00950529521833490b5458f0ca7bd5a5ed01255bfc991227c51406ea97095,3aa00950529521833490b5458f0ca7bd5a5ed01255bfc991227c51406ea97095,PASS
chest_participant_metrics,artifacts/05_metrics/metrics_chest_participant.csv,metric_artifacts,244ee135d82763853894ecb1171c00dc1e041a9724e70cd3de6d5899a5a4fff2,244ee135d82763853894ecb1171c00dc1e041a9724e70cd3de6d5899a5a4fff2,PASS
normalized_demographics,artifacts/06_model_data/normalized_inputs/demographics.rds,normalized_inputs,a11d0ff6615b51dbaa0be8c0790c1ea550750d9f1d4d7e8893609803f269dadf,a11d0ff6615b51dbaa0be8c0790c1ea550750d9f1d4d7e8893609803f269dadf,PASS
normalized_chronotype,artifacts/06_model_data/normalized_inputs/chronotype.rds,normalized_inputs,9266c61e265d445f60ea3862a68c69a24af3f17b3773ff57cf338939fd67eeb6,9266c61e265d445f60ea3862a68c69a24af3f17b3773ff57cf338939fd67eeb6,PASS
normalized_sleepdiaries,artifacts/06_model_data/normalized_inputs/sleepdiaries.rds,normalized_inputs,110819d74503c895170552c1f2214aca83de51cadd23bde7525aa821ee0b0e15,110819d74503c895170552c1f2214aca83de51cadd23bde7525aa821ee0b0e15,PASS
site_solar_context,artifacts/06_model_data/context/site_solar_context.rds,site_solar_context,b0e8de539572ee595cc91027e7a2d919ba01237f780e50a76e5e4468d497c4bf,b0e8de539572ee595cc91027e7a2d919ba01237f780e50a76e5e4468d497c4bf,PASS
prepared_day_showcase,artifacts/11_source_data/prepared_day_showcase.csv,prepared_day_showcase,15e12011effbdf8fdbf7835be235b7b50406838278d411df023e924e81bea1e4,15e12011effbdf8fdbf7835be235b7b50406838278d411df023e924e81bea1e4,PASS
selected_showcase_days,artifacts/08_diagnostics/prepared_day_showcase/selected_days.csv,prepared_day_showcase,36490be48ae13b5da8f7534af35652b90a3ee4b4c83ab595c5deb28c1f4c5481,36490be48ae13b5da8f7534af35652b90a3ee4b4c83ab595c5deb28c1f4c5481,PASS
