"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","classification","status"
"audit/report_harmonization/owner_orders/49a_h06_daily_companion_path_repair_and_rerender.md","b1adf55b97c0232b9b6350d8247e270dce44d437fa3105373c807033586b002c","b1adf55b97c0232b9b6350d8247e270dce44d437fa3105373c807033586b002c",6293,6293,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_order49_stopped_independent_acceptance.md","004f86e988f2527afeb757c91e1f153482ccbf96fe7ce8a6b57dd32f1bc5a901","004f86e988f2527afeb757c91e1f153482ccbf96fe7ce8a6b57dd32f1bc5a901",2793,2793,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_order49_stopped_independent_acceptance_manifest.csv","8e6482a9f1dbedcee8997c8d45ad8728d8744dd62fbf9449f210b09edfd79b9f","8e6482a9f1dbedcee8997c8d45ad8728d8744dd62fbf9449f210b09edfd79b9f",3895,3895,"HARD_PIN","PASS"
"scripts/report_harmonization/check_h06_daily_order49_stop_and_repair.R","4fbcc278fc89a1a5bf28e44866774f6d68962219306a756196829d200954c93e","4fbcc278fc89a1a5bf28e44866774f6d68962219306a756196829d200954c93e",6303,6303,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/report018_order49_companion_render/order49_fail_closed.md","0a15429a58c6e35a5dfd7227fe404d4b8116d181e52b7ae38d72f3945cf61f56","0a15429a58c6e35a5dfd7227fe404d4b8116d181e52b7ae38d72f3945cf61f56",2842,2842,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/report018_order49_companion_render/order49_fail_closed_manifest.csv","929ea51950b7f409a03254106f53dc54becb6023e39edd618fee7bb2aab63ae8","929ea51950b7f409a03254106f53dc54becb6023e39edd618fee7bb2aab63ae8",9403,9403,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/report018_order49_companion_render/figure_path_failure_diagnostic.csv","529eb3d5f5284d8fdfdebb12a8e0ee733000fdd195ece369d11f25b58d216d05","529eb3d5f5284d8fdfdebb12a8e0ee733000fdd195ece369d11f25b58d216d05",783,783,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/report018_order49_companion_render/fail_closed_summary.csv","fce45cf76d0b13d4d08ded4957a9b95f94c58ab684e8331a50593eddd01c63b3","fce45cf76d0b13d4d08ded4957a9b95f94c58ab684e8331a50593eddd01c63b3",758,758,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/report018_order49_companion_render/process_teardown.csv","125654d2010810acfa500d9cb0c2667bae77ffa5ec6927f887c61a5abdcb2067","125654d2010810acfa500d9cb0c2667bae77ffa5ec6927f887c61a5abdcb2067",397,397,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_companion_release.md","dc74e7cab758b27791b72be31d023d5840288af1988fe1f88a986462fd986daa","dc74e7cab758b27791b72be31d023d5840288af1988fe1f88a986462fd986daa",5802,5802,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_companion_release_manifest.csv","dd41e63853350297d7dd9816f08afea3c6cd9878459cf1902ddd90eb4cfc0844","dd41e63853350297d7dd9816f08afea3c6cd9878459cf1902ddd90eb4cfc0844",4771,4771,"HARD_PIN","PASS"
"audit/report_harmonization/owner_orders/49_h06_daily_companion_render.md","67b6fdd1bd35634b6c5283e5af9a321d7590e9517985628b884e6036386163b2","67b6fdd1bd35634b6c5283e5af9a321d7590e9517985628b884e6036386163b2",4049,4049,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_order49_dispatch_manifest.csv","568b6b8095cf5f8839c78826ad98a7e5f953a82d746608f64644dc46c38a98e9","568b6b8095cf5f8839c78826ad98a7e5f953a82d746608f64644dc46c38a98e9",4955,4955,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_result_independent_acceptance.md","eef994b2851d8b150719ce34f158ce46a77c7d49c8e12ed7ceeee6f7f1aac8d6","eef994b2851d8b150719ce34f158ce46a77c7d49c8e12ed7ceeee6f7f1aac8d6",3930,3930,"HARD_PIN","PASS"
"audit/report_harmonization/report018_h06_daily_result_independent_acceptance_manifest.csv","1bdcf80ac0d0adeaafa16a432efcdf3d9331271c20300b6728d0e0dcd9b612da","1bdcf80ac0d0adeaafa16a432efcdf3d9331271c20300b6728d0e0dcd9b612da",4604,4604,"HARD_PIN","PASS"
"notebooks/hypotheses/H06_daily.qmd","8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639","8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639",65349,65349,"HARD_PIN","PASS"
"_build/nathealth/notebooks/hypotheses/H06_daily.html","74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c","74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c",11946551,11946551,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709","ae0d270b18690e01a708f25c73dccbb0b42ac5bc8529db4d5001398255271252",35409,35432,"EXACT_AUTHORIZED_SOURCE_TRANSITION","PASS_AUTHORIZED_TRANSITION"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259",4613650,4613650,"HARD_PIN","PASS"
