placement,model_id,formula,marginal_r_squared,conditional_r_squared,fixed_effect_variance_weighted,participant_intercept_variance,distribution_specific_variance,conventional_unweighted_row_marginal_r_squared,conventional_unweighted_row_conditional_r_squared,conventional_unweighted_row_fixed_effect_variance,convergence_code,converged,warning_count,warnings,positive_definite_hessian,maximum_absolute_gradient,singular,log_likelihood,aic,elapsed_fit_seconds
Near-eye,intercept,geo_medi_1h ~ 1 + (1 | participant),7.645148467804045e-26,0.47562108484053406,1.5412457407688053e-25,0.958842034680419,1.0571367880454465,0,0.47562108484053406,0,0,TRUE,0,,TRUE,7.448649063682301e-4,FALSE,-79935.02850543418,159876.05701086836,1.7160000000000002
Near-eye,site,geo_medi_1h ~ site + (1 | participant),0.13473530009835236,0.4750775044609766,0.27134552347360025,0.6854204765605046,1.0571496054198992,0.13585108880729732,0.47575441014505243,0.273945890452287,0,TRUE,0,,TRUE,0.01199993232402547,FALSE,-79914.76746797205,159851.5349359441,2.9879999999999995
Near-eye,activity,geo_medi_1h ~ activity_named + (1 | participant),0.6573986247350593,0.8294874419884284,3.038988915118138,0.7955234288169473,0.7882367777913146,0.6588233248803647,0.8301965146417055,3.058292788523683,0,TRUE,0,,TRUE,0.007498394475393125,FALSE,-72736.43317785092,145486.86635570184,2.9130000000000003
Near-eye,additive,geo_medi_1h ~ site + activity_named + (1 | participant),0.7137304071550685,0.8290175186395674,3.2903869533221366,0.5314880852937696,0.7882507460450392,0.7163874246929247,0.8306044963102519,3.3335768050002703,0,TRUE,0,,TRUE,0.03699060009911004,FALSE,-72712.04190834319,145454.08381668638,4.140000000000001
Near-eye,full,geo_medi_1h ~ site * activity_named + (1 | participant),0.7662544435686476,0.858048950872999,4.148300020949904,0.49695131919925045,0.7684856446964861,0.7679895130729687,0.8591026390808387,4.1887861647929405,0,TRUE,0,,TRUE,0.008772713335051389,FALSE,-72159.56644922284,144413.13289844568,10.571000000000002
Chest,intercept,geo_medi_1h ~ 1 + (1 | participant),1.5128474879944837e-24,0.45780481402385415,3.0430260908972237e-24,0.9208542200507783,1.0906017363795897,0,0.45780481402385415,0,0,TRUE,0,,TRUE,5.62194409747703e-4,FALSE,-97152.3691503641,194310.7383007282,2.112000000000002
Chest,site,geo_medi_1h ~ site + (1 | participant),0.06625345762613422,0.4575011232569354,0.13319182852059608,0.7865399611872572,1.0906059842418867,0.06726690982619085,0.45808993044948026,0.13537614176232599,0,TRUE,0,,TRUE,0.014194531595054308,FALSE,-97140.97641255136,194301.95282510272,3.5190000000000055
Chest,activity,geo_medi_1h ~ activity_named + (1 | participant),0.6821211335155416,0.82716192620101,3.2199029090758136,0.6846544511759527,0.8158694831168838,0.6844121131661008,0.8284075846944309,3.254170389835628,0,TRUE,0,,TRUE,0.009346253082433423,FALSE,-88240.32862669951,176494.65725339903,3.844999999999999
Chest,additive,geo_medi_1h ~ site + activity_named + (1 | participant),0.7063409404069693,0.8274359827414837,3.3395466125104467,0.5725316419957679,0.8158745250485364,0.7092369060088822,0.829137750290563,3.386636456097949,0,TRUE,0,,TRUE,0.044540657733130234,FALSE,-88227.38947641429,176482.77895282858,6.981000000000002
Chest,full,geo_medi_1h ~ site * activity_named + (1 | participant),0.7678080672783233,0.8593389508973076,4.317281237024416,0.5146658172754823,0.7909181134601094,0.7701886081789712,0.8607810741295493,4.3755266547324565,0,TRUE,0,,TRUE,0.01788802295837347,FALSE,-87378.11290312705,174840.2258062541,14.634
