"analysis_state","state_rows","participants","behavioral_days","valid_minutes","observed_adherence","predicted_adherence","observed_all_zero","predicted_all_zero","observed_all_one","predicted_all_one","observed_mixed","predicted_mixed","mean_pearson_residual","mean_scaled_residual","sd_scaled_residual","grouping","adherence_observed_minus_predicted","all_zero_observed_minus_predicted","all_one_observed_minus_predicted","mixed_observed_minus_predicted","site","day_type","denominator_band","support_band","sample_id"
"Wake outside the three hours before sleep",844,153,844,622509,0.231855282413588,0.230102464216963,0.0272511848341232,0.0252190897769378,0,4.95092494802549e-10,0.972748815165877,0.97478090972797,-0.0125336814121244,0.502731190938184,0.278498567982114,"state",0.00175281819662421,0.00203209505718544,-4.95092494802549e-10,-0.00203209456209297,,,,,"B_chest"
"Pre-sleep",845,153,845,139162,0.659425705293112,0.668693892602,0.0106508875739645,0.00916554136845354,0.114792899408284,0.104501405881271,0.874556213017752,0.886333052750275,-0.0342298669109508,0.494894523068678,0.286255181199098,"state",-0.00926818730888834,0.00148534620551095,0.0102914935270126,-0.0117768397325236,,,,,"B_chest"
,199,20,102,88005,0.35916141128345,0.359676183222526,0.0150753768844221,0.0152990597567752,0.085427135678392,0.0591058588211785,0.899497487437186,0.925595081422046,-0.038376710620156,0.50118285947632,0.299020562497747,"site",-0.000514771939075731,-0.000223682872353092,0.0263212768572135,-0.0260975939848604,"BAUA",,,,"B_chest"
,221,22,112,98431,0.293748920563644,0.293566490673993,0.0226244343891403,0.0187661558692415,0.085972850678733,0.0397126605302474,0.891402714932127,0.941521183600511,0.0079493602002301,0.508539050217222,0.286456921798905,"site",0.000182429889650837,0.00385827851989879,0.0462601901484856,-0.0501184686683843,"FUSPCEU",,,,"B_chest"
,210,17,112,88997,0.236367518006225,0.234725615022321,0.0285714285714286,0.0222258873880279,0.0380952380952381,0.0388404871676189,0.933333333333333,0.938933625444353,-0.0274547323200866,0.495522672434262,0.274170519764163,"site",0.00164190298390429,0.00634554118340071,-0.000745249072380841,-0.00560029211101987,"IZTECH",,,,"B_chest"
,168,15,84,74365,0.250077321320514,0.271477026690864,0.0357142857142857,0.0216139271483007,0.142857142857143,0.098980256163584,0.821428571428571,0.879405816688115,-0.139639976007355,0.489055658833861,0.289354048234016,"site",-0.0213997053703502,0.014100358565985,0.0438768866935589,-0.0579772452595439,"KNUST",,,,"B_chest"
,182,16,91,83357,0.356802668042276,0.352062538353915,0,0.014413520357341,0.0274725274725275,0.0564495756457747,0.972527472527472,0.929136903996884,0.00248626368337826,0.49975696017784,0.28183361675858,"site",0.00474012968836152,-0.014413520357341,-0.0289770481732472,0.0433905685305882,"RISE",,,,"B_chest"
,152,14,78,68060,0.364046429620923,0.365845973815221,0.0328947368421053,0.0157389881408141,0.0592105263157895,0.0527124642638702,0.907894736842105,0.931548547595316,-0.0396450066934819,0.503630576798582,0.294806843579789,"site",-0.00179954419429806,0.0171557487012911,0.00649806205191932,-0.0236538107532104,"THUAS",,,,"B_chest"
,118,10,60,52171,0.3245481206034,0.327056249649111,0.0338983050847458,0.0177281550848643,0.0847457627118644,0.0575140278523721,0.88135593220339,0.924757817062764,-0.0333085615953907,0.490477552469647,0.289823980431704,"site",-0.00250812904571063,0.0161701499998815,0.0272317348594923,-0.0434018848593738,"TUM",,,,"B_chest"
,439,39,222,208285,0.309638236070768,0.304202503270061,0.00683371298405467,0.0146511972084827,0.0113895216400911,0.0407908121686378,0.981776765375854,0.94455799062288,0.0116320118663281,0.498322096807775,0.269193395438807,"site",0.00543573280070736,-0.00781748422442807,-0.0294012905285467,0.0372187747529748,"UCR",,,,"B_chest"
