path,role,pixel_width,pixel_height,bytes,sha256,status
audit/preparation_reports/report017_preparation07_figuretext_desktop_full.jpg,desktop_full_page,1425,7241,199605,c4ce1e8f00e5ad1703d8a2cfcd15e882d831d663512940f260b72caf05d5a816,PASS
audit/preparation_reports/report017_preparation07_figuretext_desktop_figures_1_2.jpg,desktop_figures_1_2,1440,1000,189350,bfcb58891dc4b43d00fee097ec5c1df249222d6f8c389d8eae73dda6114d253e,PASS
audit/preparation_reports/report017_preparation07_figuretext_desktop_figure_3_callout.jpg,desktop_figure_3_and_callout,1440,1000,181202,5389be725de3b5e30e24c30def3f9b9f8878963884c41bad02c4c582949d911f,PASS
audit/preparation_reports/report017_preparation07_figuretext_desktop_tables_3_5.jpg,desktop_tables_3_5,1440,1000,241411,30434fb46d93b7053b77e09ad6091e06da8bf790d156df6c1a742bb7a3518c98,PASS
audit/preparation_reports/report017_preparation07_figuretext_desktop_tables_6_7.jpg,desktop_tables_6_7,1440,1000,232230,bae9cf1c5b59d9ce53104cd720f6db6cd97c96a26534ebab47d4490ace15bd1b,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_full.jpg,narrow_full_page,693,8284,187396,61d68c48d97ddafdc4df04129826061423f0062af6f95d97f0a5904b7eb50c4a,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_mermaid.jpg,narrow_mermaid,708,1000,94257,e3e8b10b42dba3e86ef3db6ac1407956f86b440b0dddb6b97c1edfa8f4d24bc1,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_tables_1_2.jpg,narrow_tables_1_2,708,1000,112540,ac69cb4f3d359578ccc5e9b44bb1e192edda3684a02fe91cabb6e2e9daefbea8,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_figures_1_2.jpg,narrow_figures_1_2,708,1000,118812,bf6a8f067ff33ce5a312daa5b92a79ff1f330ae9ff6f1d0373b51aa2795746a3,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_figure_3_callout.jpg,narrow_figure_3_and_callout,708,1000,108484,b89af713ac8dabbb33d649fe2aad3bf1f145bca1243cceb78a5f0e47a8c77701,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_tables_3_4.jpg,narrow_tables_3_4,708,1000,132266,2170eb37a8f53b628c3fe1cb0d2f8f133cc8733e6ef01cba170b051b68d65eea,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_tables_5_6.jpg,narrow_tables_5_6,708,1000,139509,829024233ee338bce35b7c713135d62b7808e3016a92923ed758b4002438236a,PASS
audit/preparation_reports/report017_preparation07_figuretext_narrow_table_7.jpg,narrow_table_7,708,1000,120704,80aa1ab9f91a0dd4cf6f55b57cebfacf3c9024cbb30b3ac44ff34e21491cf484,PASS
