"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","exists","bytes_match","sha256_match","status"
"preparation03","artifacts/04_reference_profiles/metric_relevance_maps.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",13132035,13132035,"0c6ac170030685d2465f88b470a0dda395fa294300dd70bc10fbdba565b4464b","0c6ac170030685d2465f88b470a0dda395fa294300dd70bc10fbdba565b4464b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/metric_relevance_maps.rds","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",249248,249248,"d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d","d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/reference_profile_input_provenance.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",2083,2083,"e39494d8ab1f1e98ae86251f10f85b1c553d2e60a2a098bb7af25ba307d606ad","e39494d8ab1f1e98ae86251f10f85b1c553d2e60a2a098bb7af25ba307d606ad",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/reference_profile_settings.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",1846,1846,"a19a1752fe8cfa6a068704824c72186ad5400a49d75b5341c144ded38e75acf5","a19a1752fe8cfa6a068704824c72186ad5400a49d75b5341c144ded38e75acf5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/reference_profile_support.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",45444,45444,"bd3a054403599e2f8609da476c512cf7e5766eb892596e81ea727e4e10c3d6eb","bd3a054403599e2f8609da476c512cf7e5766eb892596e81ea727e4e10c3d6eb",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/reference_profiles.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",2972065,2972065,"f0b98823ab13e0aa4d5e51ed04b49b4c1cc2e77ebf9078678619f8f22986b5a7","f0b98823ab13e0aa4d5e51ed04b49b4c1cc2e77ebf9078678619f8f22986b5a7",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/reference_profiles.rds","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",97604,97604,"abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152","abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/relevance_map_support.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",100849,100849,"563dd3faaa8d1e84db89d28e2a5601b87543046587926f9c2cb8aea7d17fb9ca","563dd3faaa8d1e84db89d28e2a5601b87543046587926f9c2cb8aea7d17fb9ca",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/timing_exceedance_distribution_support.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",6641,6641,"1610623d7d3340d13062a85e898ac15c209d051611d13a0fecd9d220e2cbac05","1610623d7d3340d13062a85e898ac15c209d051611d13a0fecd9d220e2cbac05",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/timing_exceedance_distributions.csv","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",821827,821827,"5cbf7b27aa36cd70006d25ac33da8c0082f63ef858a703ee43d3f0e879be2c98","5cbf7b27aa36cd70006d25ac33da8c0082f63ef858a703ee43d3f0e879be2c98",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/04_reference_profiles/timing_exceedance_distributions.rds","accepted_preparation_manifest_member","artifacts/12_manifests/reference_profile_artifacts.csv",43676,43676,"19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5","19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","artifacts/12_manifests/reference_profile_artifacts.csv","accepted_preparation_manifest","artifacts/12_manifests/reference_profile_artifacts.csv",9132,9132,"5e08099602682a4b951b0304764f341932ef2f03ccd4c62f32793ea82084e062","5e08099602682a4b951b0304764f341932ef2f03ccd4c62f32793ea82084e062",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","audit/decisions/mder_mean_of_viable_ratios.md","controlling_mder_decision","audit/decisions/mder_mean_of_viable_ratios.md",7675,7675,"44f93b12c8536574153eb0e0bcca85f4233eda71899353fa0ea350102cd8b83f","44f93b12c8536574153eb0e0bcca85f4233eda71899353fa0ea350102cd8b83f",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","audit/decisions/preparation03_version_specific_verification.md","version_specific_reporting_decision","audit/decisions/preparation03_version_specific_verification.md",2198,2198,"9dfd0ff8d0870561efec416dd27f0fa21944f5d4bd425629de253e85c0eb3583","9dfd0ff8d0870561efec416dd27f0fa21944f5d4bd425629de253e85c0eb3583",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","audit/findings/threshold_timing_zero_relevance_map.md","reported_verification_record","audit/findings/threshold_timing_zero_relevance_map.md",3459,3459,"ce6ba044b4e7a622a7f5f202bd1a9b577de3d2d7bc9e2f8766ef360000833fa4","ce6ba044b4e7a622a7f5f202bd1a9b577de3d2d7bc9e2f8766ef360000833fa4",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","notebooks/preparation/03_reference_profiles.qmd","render_source","notebooks/preparation/03_reference_profiles.qmd",43005,43005,"d63499f95a39e3fbc335aef3a5f98439f14c24a27406e15a49c99ef79fb4119d","d63499f95a39e3fbc335aef3a5f98439f14c24a27406e15a49c99ef79fb4119d",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","scripts/pipeline/build_reference_profiles.R","described_production_script","scripts/pipeline/build_reference_profiles.R",44504,44504,"152cde0df6f69a7ae5de10813f20f76daa4230760a54e862502fd01913f82df7","152cde0df6f69a7ae5de10813f20f76daa4230760a54e862502fd01913f82df7",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","scripts/pipeline/reference_profiles.R","described_function_module","scripts/pipeline/reference_profiles.R",51203,51203,"c1b34e94becdef6d059f2995d6bb61b52dc22d3ee4a761cbb5ae1ef0757ee5a9","c1b34e94becdef6d059f2995d6bb61b52dc22d3ee4a761cbb5ae1ef0757ee5a9",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","scripts/pipeline/verify_reference_profile_artifacts.R","described_verification_module","scripts/pipeline/verify_reference_profile_artifacts.R",82692,82692,"1d59f56a1c49a74640f4115372d2f274152529dd3db798ba2336a8851015c349","1d59f56a1c49a74640f4115372d2f274152529dd3db798ba2336a8851015c349",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation03","tests/test_preparation03_report.R","report_contract","tests/test_preparation03_report.R",9352,9352,"28f8f68e87d391faa6c45269dfc267165fa0cd3299e95603c11f220fba120841","28f8f68e87d391faa6c45269dfc267165fa0cd3299e95603c11f220fba120841",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","_quarto-nathealth.yml","shared_quarto_configuration","_quarto-nathealth.yml",6347,6347,"9101be2d9a865c600232fb44bcfe1c33d1fb0bfe0a98a24e747e85506a4ec67b","9101be2d9a865c600232fb44bcfe1c33d1fb0bfe0a98a24e747e85506a4ec67b",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","_quarto.yml","shared_quarto_configuration","_quarto.yml",2517,2517,"44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",TRUE,TRUE,TRUE,"UNCHANGED"
"shared",".Rprofile","project_environment",".Rprofile",26,26,"3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4","3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","audit/decisions/figure_readability_and_layout.md","shared_reporting_contract","audit/decisions/figure_readability_and_layout.md",10910,10910,"33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","audit/decisions/gap_timing_unaware_dataset_terminology.md","shared_reporting_contract","audit/decisions/gap_timing_unaware_dataset_terminology.md",2153,2153,"c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","audit/decisions/model_reporting.md","shared_reporting_contract","audit/decisions/model_reporting.md",10496,10496,"1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","renv.lock","project_environment","renv.lock",603493,603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",TRUE,TRUE,TRUE,"UNCHANGED"
"shared","renv/activate.R","project_environment","renv/activate.R",39946,39946,"51798a35c2772b94b4a73ae7a7cc928975ff6e628a17bad1bc73d30defca82e6","51798a35c2772b94b4a73ae7a7cc928975ff6e628a17bad1bc73d30defca82e6",TRUE,TRUE,TRUE,"UNCHANGED"
