path,before_bytes,after_bytes,before_sha256,after_sha256,status
_quarto-nathealth.yml,7404,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565,UNCHANGED
artifacts/03_coverage/light_glasses_coverage.rds,19922480,19922480,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,UNCHANGED
artifacts/06_model_data/context/site_solar_context.csv,470213,470213,7dc64cc5026947ef96d6e4ab112bb767414420be97817f022082248db68d7028,7dc64cc5026947ef96d6e4ab112bb767414420be97817f022082248db68d7028,UNCHANGED
artifacts/06_model_data/context/site_solar_context.rds,41068,41068,39ffe488de86f5d7cdc56d65c582c9de31f9054f8565936b4ec74e01491f26d0,39ffe488de86f5d7cdc56d65c582c9de31f9054f8565936b4ec74e01491f26d0,UNCHANGED
artifacts/08_diagnostics/prepared_day_showcase/eligible_day_counts.csv,108,108,c80e41ddc53ad1d5a68d4dafd2adfc6c939b947b875d0286c6ebb6291fd833a4,c80e41ddc53ad1d5a68d4dafd2adfc6c939b947b875d0286c6ebb6291fd833a4,UNCHANGED
artifacts/08_diagnostics/prepared_day_showcase/selected_days.csv,1334,1334,36490be48ae13b5da8f7534af35652b90a3ee4b4c83ab595c5deb28c1f4c5481,36490be48ae13b5da8f7534af35652b90a3ee4b4c83ab595c5deb28c1f4c5481,UNCHANGED
artifacts/08_diagnostics/prepared_day_showcase/selection_settings.csv,544,544,807039893f3a464472ab490fac192d1d8e5b4882fc78129ac29ab4834d926121,807039893f3a464472ab490fac192d1d8e5b4882fc78129ac29ab4834d926121,UNCHANGED
artifacts/10_figures/prepared_day_showcase.png,808132,808132,a35e8189bdbdb450411bfe7f71d52964c17e45a7a26fdb44e82776d201b00ff3,a35e8189bdbdb450411bfe7f71d52964c17e45a7a26fdb44e82776d201b00ff3,UNCHANGED
artifacts/10_figures/prepared_day_showcase.svg,2408619,2408619,5ad003220cb1d5a1d2b223af206f4a1e608b4e1fa0e695d656989dde62b0ea4a,5ad003220cb1d5a1d2b223af206f4a1e608b4e1fa0e695d656989dde62b0ea4a,UNCHANGED
artifacts/11_source_data/prepared_day_showcase.csv,3297558,3297558,15e12011effbdf8fdbf7835be235b7b50406838278d411df023e924e81bea1e4,15e12011effbdf8fdbf7835be235b7b50406838278d411df023e924e81bea1e4,UNCHANGED
artifacts/12_manifests/prepared_day_showcase_artifacts.csv,2674,2674,c5ca66b2a6ec4fabbe57d08135db7f365bcd123365caab6c987bcb2b62f7a322,c5ca66b2a6ec4fabbe57d08135db7f365bcd123365caab6c987bcb2b62f7a322,UNCHANGED
audit/preparation_reports/report014_preparation07_provenance_failed_focused_test_manifest.csv,4082,4082,80bb383ebd86fbc67753cf749da493ab2ac5166241b4a80ae1041e62820015a5,80bb383ebd86fbc67753cf749da493ab2ac5166241b4a80ae1041e62820015a5,UNCHANGED
audit/preparation_reports/report014_preparation07_provenance_failed_focused_test_verification.md,8493,8493,9de292ad59a9b0b8b00f60810fe1d54993a903a3dfa585fb0ac37c91043d3808,9de292ad59a9b0b8b00f60810fe1d54993a903a3dfa585fb0ac37c91043d3808,UNCHANGED
audit/preparation_reports/report014_preparation07_test_classification_failed_focused_test_manifest.csv,4680,4680,9e26c5e2022cfd71e7be5f4e3f59745e45db8e65fe53f33de8d42c7bdc72f3b2,9e26c5e2022cfd71e7be5f4e3f59745e45db8e65fe53f33de8d42c7bdc72f3b2,UNCHANGED
audit/preparation_reports/report014_preparation07_test_classification_failed_focused_test_verification.md,8284,8284,8c784d8e424304b980e73a64088a96b49e0e61e6a20a69b573f00f73e3c34369,8c784d8e424304b980e73a64088a96b49e0e61e6a20a69b573f00f73e3c34369,UNCHANGED
audit/preparation_reports/report014_preparation07_visible_flat_test_repair_manifest.csv,5274,5274,a72b0e09f08aa8d480ad54f9ec9d3a590fcd689bd4cf82fe7492f734413aa7b9,a72b0e09f08aa8d480ad54f9ec9d3a590fcd689bd4cf82fe7492f734413aa7b9,UNCHANGED
audit/preparation_reports/report014_preparation07_visible_flat_test_repair_verification.md,5263,5263,36a2da7b7c30685ff725b93d680a7d61d263249af1afb24dd08157392477aced,36a2da7b7c30685ff725b93d680a7d61d263249af1afb24dd08157392477aced,UNCHANGED
audit/preparation_reports/report017_preparation07_failed_render_manifest.csv,3861,3861,bb05d47604b26e0082c9059a22a5ff2dd091410dc153f60702d55fb9056df591,bb05d47604b26e0082c9059a22a5ff2dd091410dc153f60702d55fb9056df591,UNCHANGED
audit/preparation_reports/report017_preparation07_failed_render_verification.md,8449,8449,1e482a14f95cb23a4bbc80669b4619ad21ee8ce7e957f498fc88ac0d01bfa1ad,1e482a14f95cb23a4bbc80669b4619ad21ee8ce7e957f498fc88ac0d01bfa1ad,UNCHANGED
audit/reconciliation/preparation07/site_solar_context_equivalence_audit.md,9342,9342,870cbb5d5f9414f61ee7db05b61a12eb51d56c9273e9ae7dfd05094984c47164,870cbb5d5f9414f61ee7db05b61a12eb51d56c9273e9ae7dfd05094984c47164,UNCHANGED
audit/reconciliation/preparation07/site_solar_context_equivalence_evidence.csv,4824,4824,0757fc175c44fd33e9d8b06e4f9352699c18bfe50bbcf1c65d141f3f36a1cb97,0757fc175c44fd33e9d8b06e4f9352699c18bfe50bbcf1c65d141f3f36a1cb97,UNCHANGED
audit/reconciliation/preparation07/site_solar_context_equivalence_manifest.csv,538,538,01a07b87799faeb8291bb6187ced96ab7abdcf2399ee77c5dcfd19d608b1194c,01a07b87799faeb8291bb6187ced96ab7abdcf2399ee77c5dcfd19d608b1194c,UNCHANGED
audit/report_harmonization/owner_orders/26_preparation07_provenance_only_implementation.md,9706,9706,cee5cb8654ee3d6a295e646c30db34703a1690d047bfa157069196d1e8168971,cee5cb8654ee3d6a295e646c30db34703a1690d047bfa157069196d1e8168971,UNCHANGED
audit/report_harmonization/owner_orders/26a_preparation07_test_classification_repair.md,3814,3814,2a918717486216f3642fea31fbd9d02da76fbad6d725a2e30d2b4a0354bbb765,2a918717486216f3642fea31fbd9d02da76fbad6d725a2e30d2b4a0354bbb765,UNCHANGED
audit/report_harmonization/owner_orders/26b_preparation07_visible_flat_test_repair.md,3129,3129,3d53cdb732812354e461c825726cef163c6da1c584dc252e58f07456e10bec3a,3d53cdb732812354e461c825726cef163c6da1c584dc252e58f07456e10bec3a,UNCHANGED
audit/report_harmonization/owner_orders/27_preparation07_phase4_render.md,7558,7558,0f0d5570f964d64cdd58897e4e45a5fb96c18f08486b2e29031bb5b1f69fd560,0f0d5570f964d64cdd58897e4e45a5fb96c18f08486b2e29031bb5b1f69fd560,UNCHANGED
audit/report_harmonization/phase4_table_visual_qa_policy.md,1390,1390,589efda97afe0b5d23f0a490dd446b051326ec8f3f7d7cad6d3363b51b4197c2,589efda97afe0b5d23f0a490dd446b051326ec8f3f7d7cad6d3363b51b4197c2,UNCHANGED
audit/report_harmonization/preparation07_provenance_implementation_approval_package.md,8104,8104,ee04570314579b724cb91faec30164b1b455586832caa8c533d5bdf643ea28dc,ee04570314579b724cb91faec30164b1b455586832caa8c533d5bdf643ea28dc,UNCHANGED
audit/report_harmonization/report014_preparation07_source_test_independent_acceptance.md,5580,5580,3708afb4f5600b6c021a93579179a5bf164f5d7b7bcfca0a0c26d1f6b52ca7ce,3708afb4f5600b6c021a93579179a5bf164f5d7b7bcfca0a0c26d1f6b52ca7ce,UNCHANGED
audit/report_harmonization/report014_preparation07_source_test_independent_acceptance_manifest.csv,2355,2355,96481a17ec91de252cbca671cb876466529ace7f8df747b462634985c634c164,96481a17ec91de252cbca671cb876466529ace7f8df747b462634985c634c164,UNCHANGED
config/site_display_registry.csv,295,295,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,UNCHANGED
config/site_metadata.csv,2439,2439,8aa5492ea357fa2e91b5d5fa3c9fd990ba82149632962320b4834e4e5693291b,8aa5492ea357fa2e91b5d5fa3c9fd990ba82149632962320b4834e4e5693291b,UNCHANGED
notebooks/preparation/07_example_days.qmd,39361,39361,37cfe876cf687e874d44d08761cd8f5d18a7c3ad809aa99c9ee449072eb1b9c7,e5b89c62b03af2e7989f76cb9578608b92420978393a7c857fd5edcc335dbcb1,AUTHORIZED_FOUR_LITERAL_REPAIR
renv.lock,603493,603493,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,UNCHANGED
scripts/pipeline/build_prepared_day_showcase.R,967,967,44a5d60a8fd6f97fa9a8f4fce29485e312efbe18fdaaa9d755d58a945a4389cb,44a5d60a8fd6f97fa9a8f4fce29485e312efbe18fdaaa9d755d58a945a4389cb,UNCHANGED
scripts/pipeline/prepared_day_showcase.R,25549,25549,d77ca354f9bc927c293a5160194c481343f8e14cfc014a9e6985f70694db1ba0,d77ca354f9bc927c293a5160194c481343f8e14cfc014a9e6985f70694db1ba0,UNCHANGED
scripts/pipeline/verify_prepared_day_showcase_artifacts.R,18675,18675,9a39ce7ab8e99187fdf14f2b750c3e3f9aa308de127e75a4923639dfb84d49b6,9a39ce7ab8e99187fdf14f2b750c3e3f9aa308de127e75a4923639dfb84d49b6,UNCHANGED
tests/test_preparation07_report.R,11897,11897,958cc944987ffdb062452a06a9ec173af2f78dfa53f962399f53016f9d4ba163,958cc944987ffdb062452a06a9ec173af2f78dfa53f962399f53016f9d4ba163,UNCHANGED
