"page","path","role","source_spec","bytes","sha256"
"preparation06","artifacts/06_model_data/base/base_model_contract.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",847,"93940c2252ef5f9d21628b61d5df9234f3137284019a8ec271c54b82d6491ac1"
"preparation06","artifacts/06_model_data/base/input_provenance.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",6617,"fc3ef21cc6bd3f0fee8a336e07a94aa63752047a90b07fce89fb116499429136"
"preparation06","artifacts/06_model_data/base/metadata_field_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",3764,"e71a6b0711515c221aa334becbea04a18d79018eff857c04e59b4dd0c3327012"
"preparation06","artifacts/06_model_data/base/metric_key_join_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",1673,"ad0a28806a67294ea4d1e9bafa364d6b054cfe86b8a1289a13bd2147a62fb2e5"
"preparation06","artifacts/06_model_data/base/metric_metadata_availability_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",961,"e1474b646af2f1ed1c23589346cd4a38fb0dcf181e3cf9946f7044f245a0900a"
"preparation06","artifacts/06_model_data/base/metric_registry_firewall.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",2013,"688aad00c19320f212bf2e18b6786efa92afa83dca06aa9a9fa92be1a3159b10"
"preparation06","artifacts/06_model_data/base/metrics_chest_30_minute_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",437084,"b2c0290c3eff5ef5ae5e92af6d8c693043f3ad0409392e80652e97ffcac8ef15"
"preparation06","artifacts/06_model_data/base/metrics_chest_one_hour_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",268444,"18134eec529c36e5fd47c7b3bb1e3b909628b97986cd91eff8e59ee9b5343cbb"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_day_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",117824,"497466ccd1a35635cca40bb8f9ce51efb97321ab04b42ee1bb76785e466a2057"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_day_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",129328,"10aebeb5dabb53e8f3ee0747b62c31707da344e11b7068261c2ada2a0b7badc9"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",13908,"2784007a55e778dc02336a7e105b5f788f769acda573e87af48bf5bec0832058"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",6020,"3ee4f38720f2d1566a95df4ff23924ba6e878c5663b2fa804b042585bd88367d"
"preparation06","artifacts/06_model_data/base/metrics_glasses_30_minute_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",399680,"85a927003c54821ae9ed5d9b4266e07f75488c743b570ec67b48a14ecfa88920"
"preparation06","artifacts/06_model_data/base/metrics_glasses_one_hour_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",248236,"7591bcfaae4b49fdde2053160848e170895092b223f96108e538066ce210a951"
"preparation06","artifacts/06_model_data/base/metrics_glasses_participant_day_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",109356,"013afe75e9b75b141b4cb48d04111a9e6c688630085a24c9fe07ca3d142a4e9a"
