path,role,bytes,sha256
audit/report_harmonization/owner_orders/23_preparation05_phase4_render.md,controlling_corrected_order,8098,572280f2b39959ff3a2a859588bf3965e576ef69e892f0a99745514b8e489531
notebooks/preparation/05_model_input_acquisition.qmd,accepted_source,32178,184c40b45f349dc7129a86a2e8a0cf57665df7f9a82a4183ea1128b09954ad1d
_quarto-nathealth.yml,accepted_profile,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565
tests/test_preparation05_report.R,passing_focused_test,7430,c7a38c0b8c66b52776f307640198586a7ed22b95fd87c7c3f123a38e8594b7c2
audit/handoffs/preparation_reports_worker_handoff.md,accepted_owner_handoff,31435,ae882eb5a3079851d29367ad1883c7a4115edaf8774e3271d69ecf7e90dc4640
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,rendered_target_html,287308,53486a2922558b5cf1d550b942533408741d443bee50669da8be0a1bc07e5b91
_build/nathealth/search.json,targeted_render_search_index,1578779,2aa91f42bd4c2ea5598d3600f8967254514fc2e4bf4b8bcc4f5872d00e0ff698
_build/nathealth/sitemap.xml,targeted_render_sitemap,5219,bd9e99a9b748b2e067aeb889960f4fa3b13dd77a94e2f903d7d1e4b412f4d9a3
_build/nathealth/site_libs/bootstrap/bootstrap-a2a938b4dd5711f7a799c87bd16ba44c.min.css,byte_identical_shared_css,498438,b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c
audit/preparation_reports/report017_preparation05_prerender_scoped_readset.csv,reconciled_128_path_preread,44384,e7d2e6ae5441e4d66baf40d9a3cb12fb6d0dab1471c5da65bf6be0edd24c1772
audit/preparation_reports/report017_preparation05_postrender_scoped_verification.csv,postrender_128_path_gate,41202,49f4a2b43b5621c0085fe997a2dca76e565960b0347871e4ab66610b4c62c379
audit/preparation_reports/report017_preparation05_final_scoped_verification.csv,postqa_128_path_gate,40690,051589c54aae26087bdc7d6e822d1c676b429983fb3daa3631ed306bef49abcf
audit/preparation_reports/report017_preparation05_prerender_build_inventory.csv,prerender_829_file_build_inventory,139058,9855e764257510d4ded3f26448d303b49a149696ddc8cc45427eef2f38ed0b38
audit/preparation_reports/report017_preparation05_postrender_build_inventory.csv,postrender_829_file_build_inventory,139058,2278813dbe0365d533ee3a37ff7e6b0546f346408dbd3657d11a446b51ddee73
audit/preparation_reports/report017_preparation05_postqa_build_inventory.csv,postqa_829_file_build_inventory,139058,2278813dbe0365d533ee3a37ff7e6b0546f346408dbd3657d11a446b51ddee73
audit/preparation_reports/report017_preparation05_semantic_table_audit.csv,nine_table_semantic_audit,1516,39944ace58b9d00a1af1b6c5805d5f465b1f0863bb9b69deeae1cb81125008f3
audit/preparation_reports/report017_preparation05_semantic_checks.csv,semantic_html_audit,2220,b5b86ea6bae501991b77d820488acfa7d8cfca25696646bbb93cfaa6b16d7a4d
