"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","exists","bytes_match","sha256_match","status"
"preparation02","artifacts/02_aligned/light_chest_aligned.rds","accepted_preparation_inputs_member","artifacts/12_manifests/coverage_artifacts.csv",11660952,11660952,"be0f7189375a15de597242903254209e10dfe216ee724f3b741dd26886284f8b","be0f7189375a15de597242903254209e10dfe216ee724f3b741dd26886284f8b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/02_aligned/light_glasses_aligned.rds","accepted_preparation_inputs_member","artifacts/12_manifests/coverage_artifacts.csv",11150900,11150900,"d50fb7054d133503965760f633aed7caf42a52e0cbda09cf7d27cd91983d8d59","d50fb7054d133503965760f633aed7caf42a52e0cbda09cf7d27cd91983d8d59",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/coverage_settings.csv","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",1560,1560,"727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e","727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_chest_coverage.rds","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",21201236,21201236,"07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce","07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_chest_daily_coverage.csv","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",157243,157243,"ae2d0f890ec7b5db59a61e1687b629bf228fe0ec4a6166b8ffe202f66fb874b4","ae2d0f890ec7b5db59a61e1687b629bf228fe0ec4a6166b8ffe202f66fb874b4",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_chest_gap_runs.csv","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",471612,471612,"baa327936d9559b9462602a593d09c0c0ed2a2f7f4e97a5997a9b7e596f111d2","baa327936d9559b9462602a593d09c0c0ed2a2f7f4e97a5997a9b7e596f111d2",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_chest_hourly_coverage.csv","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",1720317,1720317,"09ca0d7210de849c2232146b98ce8718c89a554587c61e7e7bbcc49bf3c9c865","09ca0d7210de849c2232146b98ce8718c89a554587c61e7e7bbcc49bf3c9c865",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_glasses_coverage.rds","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",19922480,19922480,"00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee","00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_glasses_daily_coverage.csv","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",144799,144799,"d1fdc38d7d8f15b8f978d532341694e5837463a8cf7e298492fca18b60af7860","d1fdc38d7d8f15b8f978d532341694e5837463a8cf7e298492fca18b60af7860",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation02","artifacts/03_coverage/light_glasses_gap_runs.csv","accepted_preparation_manifest_member","artifacts/12_manifests/coverage_artifacts.csv",432754,432754,"66509c879485c2be0523bd4b77c2d4ebdfb9cdab37751dd65f00dca4e8199d50","66509c879485c2be0523bd4b77c2d4ebdfb9cdab37751dd65f00dca4e8199d50",TRUE,TRUE,TRUE,"UNCHANGED"
