"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","exists","bytes_match","sha256_match","status"
"preparation06","artifacts/06_model_data/base/base_model_contract.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",847,847,"93940c2252ef5f9d21628b61d5df9234f3137284019a8ec271c54b82d6491ac1","93940c2252ef5f9d21628b61d5df9234f3137284019a8ec271c54b82d6491ac1",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/input_provenance.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",6617,6617,"f8a3b168d82b52b59e5ed79c754310691443eb4bce7b0c066e2f20f31da874c8","f8a3b168d82b52b59e5ed79c754310691443eb4bce7b0c066e2f20f31da874c8",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metadata_field_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",3764,3764,"e71a6b0711515c221aa334becbea04a18d79018eff857c04e59b4dd0c3327012","e71a6b0711515c221aa334becbea04a18d79018eff857c04e59b4dd0c3327012",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metric_key_join_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",1673,1673,"ad0a28806a67294ea4d1e9bafa364d6b054cfe86b8a1289a13bd2147a62fb2e5","ad0a28806a67294ea4d1e9bafa364d6b054cfe86b8a1289a13bd2147a62fb2e5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metric_metadata_availability_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",961,961,"e1474b646af2f1ed1c23589346cd4a38fb0dcf181e3cf9946f7044f245a0900a","e1474b646af2f1ed1c23589346cd4a38fb0dcf181e3cf9946f7044f245a0900a",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metric_registry_firewall.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",2013,2013,"d02113ff4c6de20d1f09766df7f3a29977e13e2be58428687dafb07970c87e3a","d02113ff4c6de20d1f09766df7f3a29977e13e2be58428687dafb07970c87e3a",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_30_minute_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",436728,436728,"01a4a85e5ead5b30219f969c64d50b94a2bebf84b60cc4006badbc3c3c9513a2","01a4a85e5ead5b30219f969c64d50b94a2bebf84b60cc4006badbc3c3c9513a2",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_one_hour_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",268104,268104,"50f50ca5d39d621d06f2794037c4b769e01fc7329a70432e79a51203727ed209","50f50ca5d39d621d06f2794037c4b769e01fc7329a70432e79a51203727ed209",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_day_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",121544,121544,"f8106f1c5ecaf7488a59f94f11bee472356be6c39d72564b1e6de3b4c3a5d8d3","f8106f1c5ecaf7488a59f94f11bee472356be6c39d72564b1e6de3b4c3a5d8d3",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_day_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",133036,133036,"ce81c159fe018f35bec9bff44c9cd12f91fd4be1ea2696c56a8e91e628a9e2d3","ce81c159fe018f35bec9bff44c9cd12f91fd4be1ea2696c56a8e91e628a9e2d3",TRUE,TRUE,TRUE,"UNCHANGED"
