"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","exists","bytes_match","sha256_match","status"
"preparation06","artifacts/06_model_data/base/base_model_contract.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",847,847,"93940c2252ef5f9d21628b61d5df9234f3137284019a8ec271c54b82d6491ac1","93940c2252ef5f9d21628b61d5df9234f3137284019a8ec271c54b82d6491ac1",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/input_provenance.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",6617,6617,"d108783a58609d94e7a0ce60c4c7398f965970176268c7cffe793d17fba54bb5","d108783a58609d94e7a0ce60c4c7398f965970176268c7cffe793d17fba54bb5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metadata_field_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",3764,3764,"e71a6b0711515c221aa334becbea04a18d79018eff857c04e59b4dd0c3327012","e71a6b0711515c221aa334becbea04a18d79018eff857c04e59b4dd0c3327012",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metric_key_join_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",1673,1673,"ad0a28806a67294ea4d1e9bafa364d6b054cfe86b8a1289a13bd2147a62fb2e5","ad0a28806a67294ea4d1e9bafa364d6b054cfe86b8a1289a13bd2147a62fb2e5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metric_metadata_availability_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",961,961,"e1474b646af2f1ed1c23589346cd4a38fb0dcf181e3cf9946f7044f245a0900a","e1474b646af2f1ed1c23589346cd4a38fb0dcf181e3cf9946f7044f245a0900a",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metric_registry_firewall.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",2013,2013,"688aad00c19320f212bf2e18b6786efa92afa83dca06aa9a9fa92be1a3159b10","688aad00c19320f212bf2e18b6786efa92afa83dca06aa9a9fa92be1a3159b10",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_30_minute_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",436788,436788,"9a8708fa453e7a7f0fc0c536553c0b5c76c4a4b38e4502f8952d6956b25fcf0e","9a8708fa453e7a7f0fc0c536553c0b5c76c4a4b38e4502f8952d6956b25fcf0e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_one_hour_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",268160,268160,"99885940c952c60ff6981ce029758ac43aec22c41cc27f22176fb3ab4f9c7186","99885940c952c60ff6981ce029758ac43aec22c41cc27f22176fb3ab4f9c7186",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_day_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",116952,116952,"335e4943e1368f95fbb17f4d0ec03609054ebd5ed55a50ec31302b512436e676","335e4943e1368f95fbb17f4d0ec03609054ebd5ed55a50ec31302b512436e676",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_day_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",128436,128436,"f70f93ed59c24c5c75eaa7d87f19be3d57a626c47c788e6d280d0b230ea1db99","f70f93ed59c24c5c75eaa7d87f19be3d57a626c47c788e6d280d0b230ea1db99",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",13608,13608,"def41acd6bb6ed99d86640f55711131b508ffe6bc3894e1cb2e59581e8ddf15f","def41acd6bb6ed99d86640f55711131b508ffe6bc3894e1cb2e59581e8ddf15f",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_chest_participant.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",5720,5720,"c060e523bec2458d6d2e7c136d6341b910d48b337843dda2d662e5199eca729c","c060e523bec2458d6d2e7c136d6341b910d48b337843dda2d662e5199eca729c",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_glasses_30_minute_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",399380,399380,"0ad121f104af7ae885016e4dd82f62e94e94daabd01128ed8c76407bfbc54249","0ad121f104af7ae885016e4dd82f62e94e94daabd01128ed8c76407bfbc54249",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_glasses_one_hour_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",247932,247932,"27b17c0232a90b6982377b1944b30e5574a02e691217a81f671ab14e45916f67","27b17c0232a90b6982377b1944b30e5574a02e691217a81f671ab14e45916f67",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_glasses_participant_day_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",108644,108644,"b2dffc50b43c6c23b81de1a0c4598f3a4cd0523612c718992e15da906cf492fd","b2dffc50b43c6c23b81de1a0c4598f3a4cd0523612c718992e15da906cf492fd",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_glasses_participant_day_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",119808,119808,"fb04a84f49a410f3474cc64ef97e91183db413197f5815f5dd83805a7d40b06e","fb04a84f49a410f3474cc64ef97e91183db413197f5815f5dd83805a7d40b06e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_glasses_participant_enriched.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",13100,13100,"3ccba5825d7fc940dce65e58b5a70d790133a241fd534e376bdaa62635358093","3ccba5825d7fc940dce65e58b5a70d790133a241fd534e376bdaa62635358093",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/metrics_glasses_participant.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",5512,5512,"6b5cbeb8925dcd5cd5626d6a405a6ad2a7526757555f11d14eb0ea823c6daa98","6b5cbeb8925dcd5cd5626d6a405a6ad2a7526757555f11d14eb0ea823c6daa98",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/modality_key_join_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",996,996,"d048502f83b7059ad574be59f48b86bf65d6fee7e653bba39cc0b3c0cc9d8846","d048502f83b7059ad574be59f48b86bf65d6fee7e653bba39cc0b3c0cc9d8846",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/participant_availability_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",19980,19980,"43192fbe0d69207374a649a9b416290b3793a30cddff7744de02141ada2e4761","43192fbe0d69207374a649a9b416290b3793a30cddff7744de02141ada2e4761",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/base/participant_metadata.rds","accepted_preparation_manifest_member","artifacts/12_manifests/base_model_data_artifacts.csv",9896,9896,"5def9161c962e633ecaa3a0f4e557819e42ebef3c0bb29b20ac3834ea782596c","5def9161c962e633ecaa3a0f4e557819e42ebef3c0bb29b20ac3834ea782596c",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/context/site_solar_context_join_audit.csv","accepted_preparation_manifest_member","artifacts/12_manifests/site_solar_context_artifacts.csv",642,642,"a83831aefd7e6ac472684f28fdd11e660ae083b439eada20fde20014cf9dc9e9","a83831aefd7e6ac472684f28fdd11e660ae083b439eada20fde20014cf9dc9e9",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/context/site_solar_context.csv","accepted_preparation_manifest_member","artifacts/12_manifests/site_solar_context_artifacts.csv",470213,470213,"7dc64cc5026947ef96d6e4ab112bb767414420be97817f022082248db68d7028","7dc64cc5026947ef96d6e4ab112bb767414420be97817f022082248db68d7028",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/context/site_solar_context.rds","accepted_preparation_manifest_member","artifacts/12_manifests/site_solar_context_artifacts.csv",41068,41068,"4fcfcab04e70e688abff4d5020693cc006de7faeb4b9fa35b21fda3c3704ee58","4fcfcab04e70e688abff4d5020693cc006de7faeb4b9fa35b21fda3c3704ee58",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/H01.rds","accepted_preparation_manifest_member","artifacts/12_manifests/H01_model_data_artifacts.csv",255244,255244,"2d226a48d92eec7f419e66f4011e8294557034abb4e1a6af6c055d4a0cbc7621","2d226a48d92eec7f419e66f4011e8294557034abb4e1a6af6c055d4a0cbc7621",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation06","artifacts/06_model_data/H01/exclusion_reasons.csv","accepted_preparation_manifest_member","artifacts/12_manifests/H01_model_data_artifacts.csv",26060,26060,"77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e",TRUE,TRUE,TRUE,"UNCHANGED"
