"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","exists","bytes_match","sha256_match","status"
"preparation04","artifacts/02_aligned/state_intervals/BAUA_sleep_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2628,2628,"3aff9fb58c2c9d749e06a4cd7f8e2e7fe7134c31fd93aa9ac7560ed0757d8302","3aff9fb58c2c9d749e06a4cd7f8e2e7fe7134c31fd93aa9ac7560ed0757d8302",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/BAUA_wear_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2444,2444,"3f74bb94f4aa5d0a3ff32deab5afc8af762942b98ee4f559c8377d1876e213ad","3f74bb94f4aa5d0a3ff32deab5afc8af762942b98ee4f559c8377d1876e213ad",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/FUSPCEU_sleep_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2564,2564,"4d7753f5b6989b99803d7cea2ced4c7e199fa16b5737070ee85957e408e40075","4d7753f5b6989b99803d7cea2ced4c7e199fa16b5737070ee85957e408e40075",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/FUSPCEU_wear_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",1960,1960,"abd1c8ad4a21d58873149f244da9862f601944962d153dd25955d54df41f8244","abd1c8ad4a21d58873149f244da9862f601944962d153dd25955d54df41f8244",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/IZTECH_sleep_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2372,2372,"6d98c763f572da795b13432a70eae308744539d0c2eff4deef54d562b9257cf4","6d98c763f572da795b13432a70eae308744539d0c2eff4deef54d562b9257cf4",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/IZTECH_wear_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2244,2244,"51b1c77b626a5c8f19db64ce62bf31dbe043a7df3b5227e123e1a87b0f1a7bd2","51b1c77b626a5c8f19db64ce62bf31dbe043a7df3b5227e123e1a87b0f1a7bd2",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/KNUST_sleep_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2076,2076,"92020418fbe949f59c5fd7d6874ad54cf56574d7ff6b2f943516eb583fb1aebe","92020418fbe949f59c5fd7d6874ad54cf56574d7ff6b2f943516eb583fb1aebe",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/KNUST_wear_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2004,2004,"26b88602458872ef7df156c1ff95115ef15fd2811562aeb4781029adc2db74bc","26b88602458872ef7df156c1ff95115ef15fd2811562aeb4781029adc2db74bc",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/MPI_sleep_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",2732,2732,"558ddc0ee62a466f5023649016e9140ba7b97e462c381e3531aff9332d19cfd7","558ddc0ee62a466f5023649016e9140ba7b97e462c381e3531aff9332d19cfd7",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation04","artifacts/02_aligned/state_intervals/MPI_wear_intervals.rds","accepted_preparation_inputs_member","artifacts/05_metrics/metric_state_interval_inputs.csv",3140,3140,"9c4c30c6f1b59c5d4f43c04ad954b78fe55d52327c522b18aa0a11f852b227b1","9c4c30c6f1b59c5d4f43c04ad954b78fe55d52327c522b18aa0a11f852b227b1",TRUE,TRUE,TRUE,"UNCHANGED"
