path,role,bytes,sha256
notebooks/preparation/04_metric_derivation.qmd,accepted_postrepair_source,80557,6b7239ca32ecc6e75b993115f74fa2a42781ddded98ebf9ce94f2202777086d4
_quarto-nathealth.yml,accepted_profile_configuration,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565
tests/test_preparation04_report.R,passing_focused_test,13456,8a3caf85f230002c43c7efd46af6f6986dc6611d5e2954fa5f0edd20334b2704
_build/nathealth/notebooks/preparation/04_metric_derivation.html,accepted_postrepair_HTML,558230,9dd7797e5c3924aae5348dad0d2f1abdb3d66a281503e3500f73d0f47124479e
_build/nathealth/notebooks/preparation/04_metric_derivation_files/figure-html/fig-mder-availability-1.png,byte_identical_MDER_figure,47303,423cae8946a50bd6e611ff14708b7ff0543546f3fdc9e9fa030ca917838d75ce
_build/nathealth/search.json,targeted_render_search_index,1563220,b77998ae38456050062427344d8d56370543f103868ec792a30be828e9b32506
_build/nathealth/sitemap.xml,targeted_render_sitemap,5219,96094f56658d955c61a4bcb0ed24213473e914f9b89b14ff46928ff5575c1e0f
_build/nathealth/site_libs/bootstrap/bootstrap-a2a938b4dd5711f7a799c87bd16ba44c.min.css,byte_identical_shared_CSS,498438,b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c
audit/preparation_reports/report017_preparation04_failed_visual_verification.md,sealed_failed_visual_record,6141,ea98e02fb9296eb13d517964da013ec952edca99ddcb1dbe5fd336c228ba56bd
audit/preparation_reports/report017_preparation04_failed_visual_manifest.csv,sealed_failed_visual_manifest,2849,bb56e58653d22ba243169c584df838f65f71d0a36f33d134f37a6cb251ab2acf
audit/preparation_reports/report017_preparation04_diagram_postrender_scoped_verification.csv,final_106_path_gate,33020,c94c0947e326ae54fcac6318a5ae72e096cf4f63215f705328e7065a18d7a951
audit/preparation_reports/report017_preparation04_diagram_semantic_table_audit.csv,final_14_table_audit,2124,c6ae743fbc8d550b9de020db85625f94fd91b1b81edcc740a4adf4ece992178b
audit/preparation_reports/report017_preparation04_diagram_semantic_checks.csv,final_semantic_HTML_audit,1104,c26f790eab95a3beed22d085f2c0d11a1a1e966573b683711005f48e896ad5b1
audit/preparation_reports/report017_preparation04_diagram_visual_metrics.csv,final_size_visual_metrics,999,83f9de65860277be1720928fdcc27d97b396b333bbaf3fa539bcf8963d798cd1
audit/preparation_reports/report017_preparation04_diagram_desktop_top.png,desktop_overview_evidence,135756,7fb5a1ffff3844d7b5697c8a54377619f7b05e53aa57c49c2f6b0eba26f5f6c1
audit/preparation_reports/report017_preparation04_diagram_desktop_mder.png,desktop_MDER_evidence,133424,06129853778297e25539fb03dada21c786f2dd0ac07af704e3ead02447b9ce34
audit/preparation_reports/report017_preparation04_diagram_narrow_top.png,narrow_overview_evidence,90019,ddd157f27c9d15e8a8bf62f921ae634b2813b638b7fe2fba46cd3fe0f8add461
audit/preparation_reports/report017_preparation04_diagram_narrow_mder.png,narrow_MDER_evidence,76072,92160fe4ac93bf94c6911c6cca8c5477ec01a3321594537d6cfd44536a77333b
audit/preparation_reports/report017_preparation04_diagram_narrow_table13.png,narrow_table_overflow_evidence,79410,1428d1632b087067c3bf4cbea543d8e9d9347fb89285578dbcc9e77c7679d3e5
audit/preparation_reports/report017_preparation04_diagram_verification.md,final_verification_record,8352,50950da6fabc99d4a91e53977d817b1450db349a64db39bf1820eea93e773685
