path,role,bytes,sha256
audit/report_harmonization/owner_orders/25_preparation07_phase4_render.md,controlling_owner_order,10515,513b676b22deb1b5d31ec47667b731b2cf9b49014ea11f34a1f4371f517b775e
notebooks/preparation/07_example_days.qmd,unchanged_released_source,33032,2293d2520dabaacc7394a39c00b5ac62911da1d34fb489ecf4bf232c55a2998f
_quarto-nathealth.yml,unchanged_released_profile,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565
tests/test_preparation07_report.R,unchanged_focused_test,8317,be2505e1960ffb6ebbe1bdbc675fdd2da37e036a1eeb797e5c709f32f191fd2f
audit/handoffs/preparation_reports_worker_handoff.md,unchanged_owner_handoff,31435,ae882eb5a3079851d29367ad1883c7a4115edaf8774e3271d69ecf7e90dc4640
_build/nathealth/notebooks/preparation/07_example_days.html,unchanged_stale_target_html,271468,e37609f5adab0a5b57ce96d0229e4bac07dae3c713fe28aca3da68066ba12bdc
artifacts/12_manifests/prepared_day_showcase_artifacts.csv,unchanged_sealed_showcase_manifest,2674,c5ca66b2a6ec4fabbe57d08135db7f365bcd123365caab6c987bcb2b62f7a322
artifacts/06_model_data/context/site_solar_context.rds,unchanged_accepted_current_site_context,41068,39ffe488de86f5d7cdc56d65c582c9de31f9054f8565936b4ec74e01491f26d0
artifacts/10_figures/prepared_day_showcase.png,unchanged_durable_figure_png,808132,a35e8189bdbdb450411bfe7f71d52964c17e45a7a26fdb44e82776d201b00ff3
artifacts/10_figures/prepared_day_showcase.svg,unchanged_durable_figure_svg,2408619,5ad003220cb1d5a1d2b223af206f4a1e608b4e1fa0e695d656989dde62b0ea4a
artifacts/11_source_data/prepared_day_showcase.csv,unchanged_paired_source_data,3297558,15e12011effbdf8fdbf7835be235b7b50406838278d411df023e924e81bea1e4
_build/nathealth/notebooks/preparation/07_example_days_files/figure-html/fig-example-days-1-1.png,unchanged_stale_generated_figure_1,434021,ad6ee88b1df7a0b2f17d513825d74887cc009b74317ae23d43bb16a14c2d9ad8
_build/nathealth/notebooks/preparation/07_example_days_files/figure-html/fig-example-days-2-1.png,unchanged_stale_generated_figure_2,352019,837d65b0f35f490e2c76ac4e170ebd633a349c4aff821fe82eae2be7ebb6b53d
_build/nathealth/notebooks/preparation/07_example_days_files/figure-html/fig-example-days-3-1.png,unchanged_stale_generated_figure_3,347347,fd6f1cb73718674fdb6544e89bb684be0723bb33378709c399c4b161e1ec5629
audit/preparation_reports/preparation07_prerender_scoped_readset.csv,older_page_specific_preread,5803,d969d3b04d817ab6de822bef34e38c09eb2f606df172e7796a1996858a9b2da7
audit/preparation_reports/preparation07_final_handoff_scoped_verification.csv,older_page_specific_handoff_comparison,8687,1d1dd1d863d8c051e8be4041e3d4471f96f50eab131ce308700d48777f1cf9c7
audit/decisions/reader_facing_symlog_scale.md,controlling_display_scale_decision,4507,8ddfd61216c57ed9f5a0ec59420df3da71edd95c5c77eb1ebe62f3d986a06d58
scripts/pipeline/prepared_day_showcase.R,accepted_report013_function_module,25549,d77ca354f9bc927c293a5160194c481343f8e14cfc014a9e6985f70694db1ba0
audit/preparation_reports/report017_preparation07_prerender_scoped_readset.csv,fresh_prerender_15_path_inventory,5435,2086d6c1d2bf6afe50b6a93a2612f102d9380c1d41a7eb2ccaeafa2f693e2120
audit/preparation_reports/report017_preparation07_prerender_build_inventory.csv,prerender_829_path_build_inventory,139058,0132c31e5423fc8c43e87d1eb6daea884711e9ed0676a5b793f017f679199590
audit/preparation_reports/report017_preparation07_failed_render_scoped_verification.csv,failed_render_15_path_gate,4519,56bb1ff12edf7a75705fd697d8fefbcd467260d970df62b26ff8ec781f202073
audit/preparation_reports/report017_preparation07_failed_render_build_inventory.csv,failed_render_829_path_build_inventory,139058,0132c31e5423fc8c43e87d1eb6daea884711e9ed0676a5b793f017f679199590
audit/preparation_reports/report017_preparation07_failed_render_verification.md,sealed_stopped_render_record,8449,1e482a14f95cb23a4bbc80669b4619ad21ee8ce7e957f498fc88ac0d01bfa1ad
