"path","role","bytes","sha256"
"artifacts/.DS_Store","scientific_or_preparation_artifact",6148,"6b7ffe13fe6d5fc05b480b00ec0326ee8b4025f712548d5581050ad8f1a2b66e"
"artifacts/01_imported/cache/BAUA_light_chest_a69ff3835c2d.RData","scientific_or_preparation_artifact",29831102,"0dee22b55db716133d23d1ada89bebd600e70733dc85b930fb31f1582447ced6"
"artifacts/01_imported/cache/BAUA_light_glasses_a69ff3835c2d.RData","scientific_or_preparation_artifact",27327915,"ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8"
"artifacts/01_imported/cache/BAUA_sleepdiaries_a69ff3835c2d.RData","scientific_or_preparation_artifact",6635,"6ccb699677a438059de4ec4baac6f83ece121cd7f124d0de61554b4be6852f1a"
"artifacts/01_imported/cache/BAUA_wearlog_a69ff3835c2d.RData","scientific_or_preparation_artifact",5277,"1d737d2349443c11bd661399e4c0ec678dedc17ff826afd9ece03a316497e086"
"artifacts/01_imported/cache/FUSPCEU_light_chest_2badb6e3302e.RData","scientific_or_preparation_artifact",29210982,"ea799a48593827bad7fdc5f43ba698f2e352bb5a990a3d10e521c65df7f66066"
"artifacts/01_imported/cache/FUSPCEU_light_glasses_2badb6e3302e.RData","scientific_or_preparation_artifact",29731666,"5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b"
"artifacts/01_imported/cache/FUSPCEU_sleepdiaries_2badb6e3302e.RData","scientific_or_preparation_artifact",7323,"0d4ab12a552fd2e74b5a63dc204c404e9a0f25dbdf8185cd2c2c83ef51ba38cd"
"artifacts/01_imported/cache/FUSPCEU_wearlog_2badb6e3302e.RData","scientific_or_preparation_artifact",3634,"9d2757d092febb667c045f90d631ffa438f95931ad47525fc49c0391df10c4a0"
"artifacts/01_imported/cache/IZTECH_light_chest_15b1150ce0c6.RData","scientific_or_preparation_artifact",25485763,"9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800"
"artifacts/01_imported/cache/IZTECH_light_glasses_15b1150ce0c6.RData","scientific_or_preparation_artifact",25227820,"e78582d1c1de6be748dbca679a5aae333131c0e08373569300a84058e7537ab5"
"artifacts/01_imported/cache/IZTECH_sleepdiaries_15b1150ce0c6.RData","scientific_or_preparation_artifact",6205,"63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e"
"artifacts/01_imported/cache/IZTECH_wearlog_15b1150ce0c6.RData","scientific_or_preparation_artifact",4554,"d0e025af8e912d6157349849d64e3072bb781b08ffec7fb97c7d67ee6052c0d8"
"artifacts/01_imported/cache/KNUST_light_chest_ea49a38edfb1.RData","scientific_or_preparation_artifact",18214427,"0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377"
"artifacts/01_imported/cache/KNUST_light_glasses_ea49a38edfb1.RData","scientific_or_preparation_artifact",17344087,"405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9"
"artifacts/01_imported/cache/KNUST_sleepdiaries_ea49a38edfb1.RData","scientific_or_preparation_artifact",4025,"e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197"
"artifacts/01_imported/cache/KNUST_wearlog_ea49a38edfb1.RData","scientific_or_preparation_artifact",3495,"75ad3dbb6e519fa8d526b833483b7cb480fc2d94b8ebc99f8f4b33ffd5f27f82"
"artifacts/01_imported/cache/MPI_light_glasses_cd0099b0eed7.RData","scientific_or_preparation_artifact",37617638,"17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787"
"artifacts/01_imported/cache/MPI_sleepdiaries_cd0099b0eed7.RData","scientific_or_preparation_artifact",7757,"868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91"
"artifacts/01_imported/cache/MPI_wearlog_cd0099b0eed7.RData","scientific_or_preparation_artifact",6142,"21bb71c2cef2e70f32f72927c597eb808acb417bce4c91cba80ee30a50abdc5b"
"artifacts/01_imported/cache/RISE_light_chest_12ca7139b789.RData","scientific_or_preparation_artifact",26619740,"070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72"
"artifacts/01_imported/cache/RISE_light_glasses_12ca7139b789.RData","scientific_or_preparation_artifact",23275541,"ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b"
"artifacts/01_imported/cache/RISE_sleepdiaries_12ca7139b789.RData","scientific_or_preparation_artifact",5145,"a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b"
"artifacts/01_imported/cache/RISE_wearlog_12ca7139b789.RData","scientific_or_preparation_artifact",3859,"f17e772770b942d62f6922ef3b786f84131c237e37df1482fb53ab78c55d3586"
"artifacts/01_imported/cache/THUAS_light_chest_19bf83f353e1.RData","scientific_or_preparation_artifact",23817165,"a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d"
"artifacts/01_imported/cache/THUAS_light_glasses_19bf83f353e1.RData","scientific_or_preparation_artifact",19532673,"51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7"
"artifacts/01_imported/cache/THUAS_sleepdiaries_19bf83f353e1.RData","scientific_or_preparation_artifact",6382,"b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305"
"artifacts/01_imported/cache/THUAS_wearlog_19bf83f353e1.RData","scientific_or_preparation_artifact",3434,"7ed4931e81afc0cf24d1cb5d307f80aa48d96d665574879917e1aca557574d68"
"artifacts/01_imported/cache/TUM_light_chest_eeafeea65ee0.RData","scientific_or_preparation_artifact",14119078,"6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091"
"artifacts/01_imported/cache/TUM_light_glasses_eeafeea65ee0.RData","scientific_or_preparation_artifact",14685903,"7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0"
