"path","raw_main_serialized_sha256","main_without_utility_serialized_sha256","main_without_utility_text_sha256","image_source_sequence_sha256","image_count","non_editorial_table_count"
"_build/nathealth/index.html","ff3bd306c467a44cf62d8cf185a71d6b1c705bdd2b9c68afaccbb54c965bc0e9","9e9dfc2f90272ebd023efb3c79c3b118ed187b048b453414375647269033ac2d","78ba459206a0545d54e8ca5989c688a4cf67ac085ca28a9c5dbb674e4aba784c","6be1c7873d53ea12b2af7ea2ef360e33031f233a325135df8df282529088efaa",77,19
"_build/nathealth/supplementary_information.html","ba7017faec5ef784a65ae77b82bb9b6b3081e0ed4c6e2dda7ada51e7d29b2931","90da01fb934eccd38dbe29cbcc627dacd836e63f1ef84b2dc15f85a25013a676","696c52a44274d62c2aa8e9db6f8ded427d3362b082663e33ddda38648e04c2c5","f3bc74810cc16abe0f51415522d6555d4d35ad106c4fba38350236cdc764bc47",37,16
"_build/nathealth/notebooks/preparation/01_import_state_alignment.html","ddeb78f3daa61533e228d9443fbe9156f020206298056d6d86a5e8234618f6d1","ddeb78f3daa61533e228d9443fbe9156f020206298056d6d86a5e8234618f6d1","bf2f222c123ff9acf3f1937a88b5bf378522f8824e7314ec506b1062c0159038","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",0,14
"_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html","ce410cc297570d4cb3bf08f0b2cab62287045fb057621b816b2252bd592975ec","ce410cc297570d4cb3bf08f0b2cab62287045fb057621b816b2252bd592975ec","4fba9780cedb96ab4b6d35e022b90f1efce84a86086cb017c5d1a51dd673bf0c","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",0,11
"_build/nathealth/notebooks/preparation/03_reference_profiles.html","1034f03717c2b6428fa4b65cf94630246b02aaa43865fc8a9ef477498b69c349","1034f03717c2b6428fa4b65cf94630246b02aaa43865fc8a9ef477498b69c349","878905266ce2184dd9e0b7ce38bf4297451c258a146ceac4e3c40ea0c85581a9","0edbaed035f2b95029c9ff9b77325312f7707178fb0c2b0cf6d8314af894fcfe",1,11
"_build/nathealth/notebooks/preparation/04_metric_derivation.html","e3d0ce6a403289c9ae2f596f3668e6c5eb0f811e62b7aea5f9a7c47307fa4e8f","e3d0ce6a403289c9ae2f596f3668e6c5eb0f811e62b7aea5f9a7c47307fa4e8f","1e566015000c24d4869db20532f8d5d481890892f75044b9a7cf32958f7ab82b","6311f7678fef3b476229961aa366289c0138bcea5f1bd12c7d7e8b043dbc735f",1,14
"_build/nathealth/notebooks/preparation/05_model_input_acquisition.html","5c127cfd4207811f859a16239b6ab7c55d537d953f23279662f7a50735262ab5","5c127cfd4207811f859a16239b6ab7c55d537d953f23279662f7a50735262ab5","f37edce16f338fcdb3451ae50701b27ec90270ed9ff2116f8dab6a183841d55c","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",0,9
"_build/nathealth/notebooks/preparation/06_model_ready_datasets.html","aff845deebf9f71a1ec8bf8579f9f637bf2d81c946dbabf8ecfbd9cff2172aad","aff845deebf9f71a1ec8bf8579f9f637bf2d81c946dbabf8ecfbd9cff2172aad","b42b626ac1039488904bba04ed55138aa4c6662938efb17b04dbd150548bf030","0fbba5b767ca87ab33be00787a3ab4a80ff0f7f238d4ca0b13d9007b1d7901b6",1,19
"_build/nathealth/notebooks/preparation/07_example_days.html","c79dab8158f9e66d0d4a568b6acf4f103de0cbe361f08e565f5c4e266e4a94d8","c79dab8158f9e66d0d4a568b6acf4f103de0cbe361f08e565f5c4e266e4a94d8","eb51d9a9a53e2e297800e7dfdd1148c0c49f059ec6487c9aeea237a2e895a934","8c98c17e2f67ede3a7d02072bf22d30516d45d5037d8c105dc6200b86c2c2b85",3,7
"_build/nathealth/notebooks/placement_decision.html","e15fd3435916d57005fafefa04717afc24f35db165afaf0029bfc5fda7716ee9","e15fd3435916d57005fafefa04717afc24f35db165afaf0029bfc5fda7716ee9","284cee6e45927f4cdcfa636e11540a4068976b4d617c2c39c9c754b582738947","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",0,0
"_build/nathealth/notebooks/descriptives.html","0459bcbd0b0f09ce3a434d636fdaa27fdf1cdf4b95ec5f0e8bf84f23320db0a9","0459bcbd0b0f09ce3a434d636fdaa27fdf1cdf4b95ec5f0e8bf84f23320db0a9","52cef2c0dbbf77410fbd75309ef6c427bc9ebc8a8ee10e2354a45eb5ee1ed221","1d7dc921c55de9cb815638d54eba7c40ae6b5b1ed334737b88edb4b258744c17",23,8
