"path","bytes","sha256","observed_sha256","final_sha256","disposition"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_handoff.md",8848,"b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d","b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d","b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d","UNCHANGED"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_manifest.csv",30356,"86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2","86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2","86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2","UNCHANGED"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/deliverables/Nature_Health_manuscript_round2.docx",14372154,"d6dd418054fb8287efe2a4d49fc2d4adaf5a4a56b8a6ded503645ca34c599701","d6dd418054fb8287efe2a4d49fc2d4adaf5a4a56b8a6ded503645ca34c599701","d6dd418054fb8287efe2a4d49fc2d4adaf5a4a56b8a6ded503645ca34c599701","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/code/patch_s9_break.py",5124,"6370bf176b1a10a7dd6fa81e6cd8282158f920d80317d589c4b2215e64affe8c","6370bf176b1a10a7dd6fa81e6cd8282158f920d80317d589c4b2215e64affe8c","df4e9e2d267e2c7b1dfcf178fc8243ce0fcb52e6888870da33fc017faedb4e27","AUTHORIZED_GUARD_ONLY_POSTIMAGE; exact preimage archived"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/code/render_final.py",2166,"0a7e33dadd4d4615579ef4e9d41a7e37f671a378a96b4839d95f6325f89ab3e6","0a7e33dadd4d4615579ef4e9d41a7e37f671a378a96b4839d95f6325f89ab3e6","0a7e33dadd4d4615579ef4e9d41a7e37f671a378a96b4839d95f6325f89ab3e6","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/code/verify_final.R",5588,"4eaa8cf0dff122e2b574045970537818035773bf9fec82a8a1d18f552be620fe","4eaa8cf0dff122e2b574045970537818035773bf9fec82a8a1d18f552be620fe","4eaa8cf0dff122e2b574045970537818035773bf9fec82a8a1d18f552be620fe","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/evidence/dispatch36_preflight.csv",8733,"15daa99d437571467c14fe72d3c9e92445302e3b3714d15a1105225a2142ea06","15daa99d437571467c14fe72d3c9e92445302e3b3714d15a1105225a2142ea06","15daa99d437571467c14fe72d3c9e92445302e3b3714d15a1105225a2142ea06","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/evidence/in_memory_postimage_R.json",251,"2fa9d57733a7e4cbe3e99f6523c55fcb1601288f11ff2a725373db1b26f6cc76","2fa9d57733a7e4cbe3e99f6523c55fcb1601288f11ff2a725373db1b26f6cc76","2fa9d57733a7e4cbe3e99f6523c55fcb1601288f11ff2a725373db1b26f6cc76","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/evidence/initial_patch_preflight_stop.json",694,"fb8fe73875539ce5de087e9c6e8a875713bfbc0b10e1fde141e83b9466102a63","fb8fe73875539ce5de087e9c6e8a875713bfbc0b10e1fde141e83b9466102a63","fb8fe73875539ce5de087e9c6e8a875713bfbc0b10e1fde141e83b9466102a63","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/evidence/preflight_R_session.txt",642,"f7aca043ed64229551b5603e3a0ff9c5be1ac1c1062df26a76582a923dc94c28","f7aca043ed64229551b5603e3a0ff9c5be1ac1c1062df26a76582a923dc94c28","f7aca043ed64229551b5603e3a0ff9c5be1ac1c1062df26a76582a923dc94c28","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/evidence/preflight.json",297,"ca78d44cd2fda00ed6cbd177f54767c05483705bee24dff6de79191bff063f3f","ca78d44cd2fda00ed6cbd177f54767c05483705bee24dff6de79191bff063f3f","ca78d44cd2fda00ed6cbd177f54767c05483705bee24dff6de79191bff063f3f","UNCHANGED"
"audit/manuscript_nature_health/final_pagination_completion_2026_09_14/evidence/prior271_preflight.csv",49894,"e82266032203d80d5f276628536c777147aadac1c97d7f35cc1779765d8168d1","e82266032203d80d5f276628536c777147aadac1c97d7f35cc1779765d8168d1","e82266032203d80d5f276628536c777147aadac1c97d7f35cc1779765d8168d1","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/seal_writer010c_bookmark_guard_recovery.R",3987,"87e1cf65fe19d0250b85172a2bd052b92f6031059d6dd4bede030da9dd375d5d","87e1cf65fe19d0250b85172a2bd052b92f6031059d6dd4bede030da9dd375d5d","87e1cf65fe19d0250b85172a2bd052b92f6031059d6dd4bede030da9dd375d5d","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer_s9_pagination_completion_order_010c_dispatch_manifest.csv",6115,"4aae03a4e5417706673cdee9ff21a7b6a053ffccdb847ac1797e9ded5172df37","4aae03a4e5417706673cdee9ff21a7b6a053ffccdb847ac1797e9ded5172df37","4aae03a4e5417706673cdee9ff21a7b6a053ffccdb847ac1797e9ded5172df37","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer_s9_pagination_completion_order_010c.md",7458,"0046144ea881a1e90007984e9a2ed50dcc44f1ea766101ebb7af1b0ed7b1c9a5","0046144ea881a1e90007984e9a2ed50dcc44f1ea766101ebb7af1b0ed7b1c9a5","0046144ea881a1e90007984e9a2ed50dcc44f1ea766101ebb7af1b0ed7b1c9a5","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010b_independent_completion_disposition.md",4774,"895e13409f819f3c09d7f698432e4e0f45023f8d084acf5cd557cea101c6a245","895e13409f819f3c09d7f698432e4e0f45023f8d084acf5cd557cea101c6a245","895e13409f819f3c09d7f698432e4e0f45023f8d084acf5cd557cea101c6a245","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010b_independent_completion_manifest.csv",4809,"0524a8e2b5ffad60a6a56daa61ce59f9274e46b5f393d56d3f31232b7f0accee","0524a8e2b5ffad60a6a56daa61ce59f9274e46b5f393d56d3f31232b7f0accee","0524a8e2b5ffad60a6a56daa61ce59f9274e46b5f393d56d3f31232b7f0accee","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery.md",4571,"d66c7f928d710debee87c9030ad8eda6efca4efe11770543967d2c099b5d3909","d66c7f928d710debee87c9030ad8eda6efca4efe11770543967d2c099b5d3909","d66c7f928d710debee87c9030ad8eda6efca4efe11770543967d2c099b5d3909","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/new_guard.txt",506,"cf3ed2b8d991ed6c708112712a4012d332b99991300e27624fe7dce9c2ab6865","cf3ed2b8d991ed6c708112712a4012d332b99991300e27624fe7dce9c2ab6865","cf3ed2b8d991ed6c708112712a4012d332b99991300e27624fe7dce9c2ab6865","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/old_guard.txt",45,"d504695316182685fe3ff3fae20781bbbe9911529eb15ec32b12e39a6057a0ab","d504695316182685fe3ff3fae20781bbbe9911529eb15ec32b12e39a6057a0ab","d504695316182685fe3ff3fae20781bbbe9911529eb15ec32b12e39a6057a0ab","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/prewrite_check.json",1020,"4e4e49c083ac8396f045fec96d3b55ef57f2667957fa6c573a0bfd39c1789c41","4e4e49c083ac8396f045fec96d3b55ef57f2667957fa6c573a0bfd39c1789c41","4e4e49c083ac8396f045fec96d3b55ef57f2667957fa6c573a0bfd39c1789c41","UNCHANGED"
