"relative_path","sha256","bytes"
"build_structural_contracts.R","378785e4113819b84c9446abd4e0c2883eda1491ee77b3ed1c63ca837ad21e43",8084
"current_table_part_identity_geometry.csv","afb115ca4a51a670a921c9ae4155170c4d002dc16e19870349feff75ba4f4982",9590
"diffs/capture_word_tables.mjs.diff","df4c7fe75fb48f38376e6668031cb5e7939c0cb9fcdb233b27c40eb2eca44eaf",10632
"diffs/export_editable_tables.py.diff","b3b7945b1bf8e9ca456bbfdccbdd8611c8caabb293b5cd4c95cae2d72e7b4d8d",6436
"diffs/order72k_layout.css.diff","7243736e5234f466e5ab294dbdd2030ecd32de7b4c606fe5fa0c66c3e90e69f7",3547
"diffs/prepare_word_manuscript.py.diff","0876e8fe580c8b0ad6fea21d040f4c1ae8ba384a72fc9f626774d000147d5684",12998
"dispatch_preflight.csv","87346b75a2f6f84f0c4c752aff472a60d722b5b75a602fdc7d96405f79c9162e",9746
"doc_defaults.xml","aa535b99c7dbd3e03cb7ae32e8d87ba4b1419efa609b38cb127a26f0db45e3bd",442
"editable_table_reuse_and_source_bindings.csv","d7a362e7acd8e62dd9f78c910c7c7c5fb5330e5008ec807d49af799a80aaae38",20730
"final_docx_paragraph_geometry.csv","61ebf32a799eddd8cfd8535f630827d03c1dccb399d7765ffa14e50fb141cfaf",114317
"final_docx_styles.csv","e96108622ae438bed66e033384cf7db7fadede4a58bf9fbf90f4945fbe61c0c1",7289
"focused_paragraph_geometry.csv","bc37c50e5232c04f84827838ccedda6f30184f00feb1737bfcf21de448a32531",9720
"input_identity_postflight.csv","fca7b5f86402816d75e062c0493e6a47ff45f9462d2e775327e79a785ff4bfff",75419
"input_identity_preflight.csv","2961e0953e168e191f3f6ad828f8422895ddec3652cf47f6e5a468447dded805",61463
"inspect_layout_attempt1.R","d37efd55bb17331edeaa7896c68072632247b200eca03f87bbc70bcd35df8e74",5333
"inspect_layout.R","ebe58f15eebec48c79c4a765369e3b6d5fac34bea6c8a35dc6aaad1311cbbdda",5410
"inspection_attempt1.md","866c628e503b8cb0718de826aea58851802650a7e56ad7cda71a341be0b47768",426
"layout_change_matrix.md","715a602e4247a871d1847c030a63576095d1727b6c19206aa84596a8c4f1087b",11019
"observed_s2_s7_word_geometry.csv","3f3afd59be9528f7ef9da02d8e9d132edd1d24abd8d18cf651b603a68352906c",445
"old_image_part_dispositions.csv","1653b2a9b2bc4fb9bbb3c7908f7a00a67a0bb043b9deab7a340854cbf5e10bef",10320
"package_manifest.csv","a2b2b8257570dbb95808ade70c522a49a1e9d31f4415b447fb57978408966a9d",4643
"package_seal.json","db6a0ea14c443149be22ff987ef6793e455b9eca021041d4dd7735151a164b6a",687
"part_count_contract_UNRESOLVED.json","8eb3f58df0775cc61b48606d335a45f105954392a79a1718798824555a33d43f",436
"postflight.json","0383c36d34abd638bc5750fdbb71453aaae6b3245086f457ef2ec1af511706f3",575
"preflight.json","bb8e803df637f932a9eace4911233663957d66867f1cf62fb66dcece84c31cda",324
"prospective_changes.diff","d65acfd9cb48c7fcb4ee1b5fc2c78f45c5bc53ee6cb76b61eebc7219305b2737",33613
"prospective_s2_s7_part_map.csv","0bfb3e237713fa1eae5d8655c905624c84970f99213e8b5ed40c95442b6ac427",497
"prospective_section_map.csv","6a6125d1958ec1cd1b9be45a239dcf84d1bae16aca8ea3592df698f6772fa254",1499
"prospective/capture_word_tables.mjs","49273e1b3b630c25fa920cdcdf1ab19e929771017ee98a6739a95f4af2c5c8d3",46111
"prospective/export_editable_tables.py","47128ffe46a59a2990decb84203b56d44c30643cb0ca325335e9d543840e3c2c",20183
"prospective/order72k_layout.css","8cce46acb3627d3f083f895770f17b4373fd3fa882d5f248863772779c5e71a8",3127
"prospective/prepare_word_manuscript.py","6f9ae4dd0f624a18ac53b2996354e2337449a088bf1fe654292a08b1282ff2f9",60547
"s2_mean_sd_part_contract.csv","d31f936d37132a3fc37a3a1b5f7ba7175f384ff931408ab6deff249452510bb6",72
"s2_point_conversion.csv","defd0ff51705384f40ae1c349cfe6c73a15be6d71587dddb0a293b550ae6361c",373
"s2_proposed_column_geometry.csv","9db658f21471449e8e8cc4d9bffe96cf10da087291ef5fbc0429f464cebaba91",636
"s2_protected_mean_sd_units.csv","8e50707d44e7c43742c63dd212adf2397b6c4efe95e1b20e85f1f8afe9266a45",7381
"s7_source_row_map.csv","1196ad39dcb80688cc0a8897848e92162434c94013782ee670219ddf65a90278",700
"scope_and_commands.md","c80578730df5aca3fd05ab62189b73ae50f3b95d8f7465a29ebe10c21b0c2260",2771
"seal_preflight.R","9f7f5b15cc26533ea98c37870b24de72a2cdad3846274fee46e7b6c9490130c5",2858
"section_boundaries.csv","88e46289040d7fc0698fef862812e3fad93116cbede126ce8a23ba7c050b1234",12904
"serial_qa_plan_NOT_EXECUTED.md","f31595b8b5f96b8304001c18677081501d4461361b78a4444082365fb7bd752e",11544
"static_diff_checks.json","5e6a743908b55480bbf007613cf7e9b13e9ac59ddb89049612998288a7068d2a",3007
"structural_session.txt","6984dae9a7c2502fa1d429fea7d04897ead8005a7ff834500e2783608ec9466c",717
"svg_source_bindings_and_dispositions.csv","278b8afc843beeb15ddfffd4e531e9450875ea3cb87be99b98f5a85464566f89",11126
"validate_prospective_diff.py","59fad1d72d8df57b10ff8fe23bdeaf351dd499e9c1b6f59cd375a68d1d090847",4632
"verify_dispatch.R","93f7d784353a5004b8e4daa6185a2b4d5815e38aa7bdb9407ff87ca9dbe0496f",1416
"writer_preflight_return.md","970e4677823ae37bb35f7556afd6227d5484bcaa8544dab2f8b841acd4fe8f61",8446
