run_id,placement,participants,participant_days,observations_30_minute,sites,effect_size_id,estimate,bootstrap_lower_95,bootstrap_upper_95,unit,bootstrap_replicates,bootstrap_seed,bootstrap_failed_replicates,bootstrap_elapsed_seconds,interval_method
main__glasses__all_available,glasses,141,816,37756,9,baseline_in_sample_R2,0.7752582749233108,0.740363760227204,0.7959035498580662,R-squared,50,20302691,0,0.05900000000019645,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__glasses__all_available,glasses,141,816,37756,9,full_in_sample_R2,0.7752797631977262,0.7406547403526726,0.7960283766318935,R-squared,50,20302691,0,0.05900000000019645,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__glasses__all_available,glasses,141,816,37756,9,sex_block_allocated_R2,2.148827441539325e-5,-3.190871329563305e-4,4.993534535323973e-4,R-squared,50,20302691,0,0.05900000000019645,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__glasses__all_available,glasses,141,816,37756,9,sex_block_share_of_full_R2,2.7716800354445614e-5,-4.1158728956466265e-4,6.508409313896518e-4,proportion,50,20302691,0,0.05900000000019645,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__glasses__all_available,glasses,141,816,37756,9,sex_block_partial_R2,9.561319513793333e-5,-0.0014237493915302717,0.0022731154658528056,proportion,50,20302691,0,0.05900000000019645,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__chest__all_available,chest,154,902,41842,8,baseline_in_sample_R2,0.7368874580911877,0.699217640753887,0.7611231769350625,R-squared,50,20296917,0,0.06199999999989814,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__chest__all_available,chest,154,902,41842,8,full_in_sample_R2,0.7368535465221226,0.6992170960784426,0.7610960776762113,R-squared,50,20296917,0,0.06199999999989814,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__chest__all_available,chest,154,902,41842,8,sex_block_allocated_R2,-3.3911569065070424e-5,-9.68127475870717e-5,3.910539553507174e-5,R-squared,50,20296917,0,0.06199999999989814,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__chest__all_available,chest,154,902,41842,8,sex_block_share_of_full_R2,-4.602212912610619e-5,-1.3404128982197965e-4,5.412340694203969e-5,proportion,50,20296917,0,0.06199999999989814,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
main__chest__all_available,chest,154,902,41842,8,sex_block_partial_R2,-1.2888617478684563e-4,-3.349404489072786e-4,1.409304245385968e-4,proportion,50,20296917,0,0.06199999999989814,"Descriptive precision check, not formal inference; 95% percentile hierarchical cluster bootstrap of fixed baseline/full predictions; sites, participants within sites, and participant-days within participants; subset models are not refitted"
