run_id,data_scenario_id,placement,analytical_role,comparison_id,comparison_role,estimand,reduced_model,full_model,family_id,multiplicity_method,planned_n,reduced_AIC,full_AIC,delta_AIC_reduced_minus_full,test_method,covariance_method,test_statistic,test_df,denominator_df,p_raw,log_p_raw,covariance_minimum_eigenvalue,inferential_role,observed_family_n,p_adjusted_BH,AIC_supported,adjusted_p_supported,support_status
main__glasses__all_available,main,glasses,primary_near_eye,complete_sex_curve,global,complete Female-minus-Male 24-hour curve,joint_zero_sex_contribution,mpattern_final_fREML,H11-F1-primary,BH,1,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,20.946397038634764,9.692028131673126,131,0.027760927958443538,-3.584125716004411,-6.646071342080056e-17,primary confirmatory,1,0.027760927958443538,,TRUE,supported
main__glasses__all_available,main,glasses,primary_near_eye,parametric_level_component,decomposition,parametric Female-minus-Male level component,joint_zero_sex_contribution,mpattern_final_fREML,H11-F2-level-shape,BH,2,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,3.212630254204777,1,140,0.07523143608947754,-2.5871861022730838,0.0026594029615772735,primary confirmatory,2,0.07523143608947754,,FALSE,decomposition_component_not_supported
main__glasses__all_available,main,glasses,primary_near_eye,cyclic_shape_component,decomposition,cyclic Female-minus-Male shape component,joint_zero_sex_contribution,mpattern_final_fREML,H11-F2-level-shape,BH,2,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,17.896164933829134,8.692028131673126,132,0.043269002640984766,-3.140318774676238,-9.859583554593626e-17,primary confirmatory,2,0.07523143608947754,,FALSE,decomposition_component_not_supported
main__chest__all_available,main,chest,complementary_chest,complete_sex_curve,global,complete Female-minus-Male 24-hour curve,joint_zero_sex_contribution,mpattern_final_fREML,H11-C1-global,BH,1,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,4.875958359423968,1.0027393243354012,152,0.028839619379992243,-3.546005164294911,-1.8802895618480522e-17,complementary,1,0.028839619379992243,,TRUE,supported
main__chest__all_available,main,chest,complementary_chest,parametric_level_component,decomposition,parametric Female-minus-Male level component,joint_zero_sex_contribution,mpattern_final_fREML,H11-C2-level-shape,BH,2,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,4.877212068297513,1,153,0.028700872037013183,-3.550827772113244,0.0020762708231047266,complementary,2,0.057401744074026366,,FALSE,decomposition_component_not_supported
main__chest__all_available,main,chest,complementary_chest,cyclic_shape_component,decomposition,cyclic Female-minus-Male shape component,joint_zero_sex_contribution,mpattern_final_fREML,H11-C2-level-shape,BH,2,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,2.947091512337913e-4,0.0027393243354012055,153,0.9863262429469921,-0.013768103906839822,-1.5186790875327647e-20,complementary,2,0.9863262429469921,,FALSE,decomposition_component_not_supported
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,alternative_preprocessing_near_eye,complete_sex_curve,global,complete Female-minus-Male 24-hour curve,joint_zero_sex_contribution,mpattern_final_fREML,H11-S-MP-glasses-global,BH,1,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,20.50126670567131,9.613636868492378,131,0.025574188082017835,-3.6661717141970467,-7.811362288134254e-17,diagnostic-only data-preparation sensitivity,1,0.025574188082017835,,TRUE,supported
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,alternative_preprocessing_near_eye,parametric_level_component,decomposition,parametric Female-minus-Male level component,joint_zero_sex_contribution,mpattern_final_fREML,H11-S-MP-glasses-level-shape,BH,2,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,3.0746952620830212,1,140,0.08170804162320779,-2.5046028532793305,0.0026159275596729283,diagnostic-only data-preparation sensitivity,2,0.08170804162320779,,FALSE,decomposition_component_not_supported
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,alternative_preprocessing_near_eye,cyclic_shape_component,decomposition,cyclic Female-minus-Male shape component,joint_zero_sex_contribution,mpattern_final_fREML,H11-S-MP-glasses-level-shape,BH,2,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,17.68213607507412,8.613636868492378,132,0.037183214955354926,-3.2918978304068514,-6.001518056249832e-17,diagnostic-only data-preparation sensitivity,2,0.07436642991070985,,FALSE,decomposition_component_not_supported
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,alternative_preprocessing_chest,complete_sex_curve,global,complete Female-minus-Male 24-hour curve,joint_zero_sex_contribution,mpattern_final_fREML,H11-S-MP-chest-global,BH,1,,,,AR-whitened participant-cluster CR1 Wald test with Vp - Ve smoothing-bias covariance and finite-cluster fractional-rank F reference,Participant-summed AR-whitened scores; CR1 = G/(G-1) * (N-1)/(N-edf); plus mgcv Vp - Ve,4.423294886766588,1.0046730593331494,152,0.03732158719583034,-3.2881833745442566,-2.5504124101109227e-17,diagnostic-only data-preparation sensitivity,1,0.03732158719583034,,TRUE,supported
