"path","sha256","bytes","mtime_utc","mode"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","5ab6587465f01f946fcf133f9f81a69168e08fa866f69830c2378e6c3cf250fe",727310,"2026-08-20T06:50:56.820741Z","0644"
"_build/nathealth/notebooks/hypotheses/H01.html","df78ac3c2ed91515058b6af38e01b85b4baae74118699c008a29ba4dacf4d007",1643915,"2026-08-15T09:30:18.553456Z","0644"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"2026-08-14T14:21:45.336235Z","0644"
".Rprofile","3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4",26,"2026-06-15T23:25:42.551280Z","0644"
"artifacts/06_model_data/H01.rds","0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00",253472,"2026-08-11T22:41:10.138717Z","0644"
"artifacts/06_model_data/H01/exclusion_reasons.csv","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e",26060,"2026-08-11T22:41:10.405083Z","0644"
"artifacts/06_model_data/H01/metric_contract.csv","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307",4215,"2026-08-11T22:41:10.363500Z","0644"
"artifacts/06_model_data/H01/model_rows.csv","cfb1d0c103ed16146aafc51577ddcd7780c844b2273f63117f964ddc35f8454f",26330516,"2026-08-11T22:41:10.324244Z","0644"
"artifacts/06_model_data/H01/sample_flow.csv","cdfbfbda8ca4579f1a4a685120439294f0964407fd2ff91ba625f10bb993ccd4",461140,"2026-08-11T22:41:10.388339Z","0644"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/chest/all_available/duration_below_10_pre_sleep_checkpoint.rds","942bfc06354be931253e387ede2993089ff087861b288a768052e6cf110c4259",832,"2026-08-01T07:54:16.382282Z","0644"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/chest/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds","70d1b68ed14451b8a841e5388e6a05aa9f5cd43a12fe2fc2096d9001f9b9ac56",828,"2026-08-01T07:54:54.138959Z","0644"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/glasses/all_available/duration_below_10_pre_sleep_checkpoint.rds","2b75b018c147a4fba659d84f3ff66ef8a9ca80c3cb9a5ebb87ce53c969c99524",828,"2026-08-01T07:55:32.498233Z","0644"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/glasses/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds","043de4f25ac0e695518f11077f5b6445c49f533761cfdfda541e81159ca3c904",828,"2026-08-01T07:56:10.747597Z","0644"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/manuscript_prepared_data/chest/all_available/duration_below_10_pre_sleep_checkpoint.rds","8cca1e692eaed2fe91d9ae1d9d26d294f1fd07c35bf0a6031c785d3fa998ed57",668,"2026-08-01T07:56:50.388072Z","0644"
