path,sha256,bytes,role,producer,r_version
audit/hypotheses/H01/report016/H01_stage3_deviations_pre_REPORT016.csv,ecbf772d084582c643e1ee4523a8171db419d4e998f5d846ea34228238a6f709,5307,preserved pre-correction display,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_local_id_mapping.csv,3e503b42b4fdfc945687025426b57a6088cb8a434ace76f1d6a21b3c36c951e4,2788,local-to-central ID mapping proposal,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_row_reconciliation.csv,c4f7b1b3514e46045ac0919e7d68879376df44ef4e7027e40fe36e6ffe08e5c8,5775,row-level before/after evidence,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_protected_scientific_artifacts.csv,94130a6de2e9e127b42267aed5e6dae52e2acc961fa3fb62666ffbf61b3789c7,210836,scientific-output preservation inventory,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_pre_correction_identities.csv,9386607f7af001cd6cb75f4dafeaf2c1d560a587ea44022fd721b553665deba1,987,pre-correction identities,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_deviation_reconciliation.md,66032da2fdd13380119b5b14dbb31b4bc1d94e7d50ff5ac12b2ee2c5913f4172,3004,reconciliation handoff,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_deviations.csv,2671fc9af9d6764a8b64c1417c8c84b3eb63a2f0a0c2c4ff4adb4eddeb03a347,5916,reconciled reader display source,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,476fa10db3383b2de82bb1824e9e5d89b8629d1666d080fe79520c5b81800806,22735,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
artifacts/12_manifests/H01_reporting_artifacts.csv,4d39e9b1f76fed6fa56d8f9d210d5fd83b2d744e1e6dc67f60fcefe82b24b6b6,11054,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
notebooks/hypotheses/H01.qmd,8c7ca4e7382b1f9cc5fe07bb9cdf8a1318fd6e311f7df4e86556ae3e390abe96,87441,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
audit/hypotheses/H01/H01_analysis_preparation.qmd,685641fcb163e55b96b34778f25b276d8ce289bacd0ad73ece4351d859ebb4cb,54286,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
_build/nathealth/notebooks/hypotheses/H01.html,53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f,1351940,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,eca3e1e855314838c51172d3dd24922ac8e5db096b6c5e3b505d74853885b28c,68213,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,eecf2edcdab12dcf62a3411d56e4ec013e9ce0790fb72972ca48ecb8119916fc,20832,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
tests/hypotheses/H01/test_h01_report016_deviation_reconciliation.R,55c89eb03f9510ea3bce937a26da04d552d9eb4d6c2f87aec34884af69715765,6617,reconciliation dependency or held report,scripts/hypotheses/H01/reconcile_h01_report016_deviations.R,4.6.1
