site,Id,position,local_date,profile_variant,timing_threshold_observed,first_timing_left_censored,last_timing_right_censored,strict_first_boundary_gap,strict_last_boundary_gap,timing_circular_resultant,longest_bout_censored,longest_bout_observed_h,longest_bout_observed_lower_bound_h,longest_bout_possible_h,longest_bout_possible_upper_bound_h,longest_bout_exact_only_sensitivity_h,longest_bout_exact_identifiable,longest_bout_missing_invalid_breaks_runs,longest_bout_observed_value_interpretation,longest_bout_possible_bound_interpretation,longest_bout_winning_observed_runs,longest_bout_winner_onset_utc,longest_bout_winner_offset_utc,longest_bout_winner_selection_rule,longest_bout_day_boundary_contact,longest_bout_selected_winner_day_boundary_contact,longest_bout_any_winning_run_day_boundary_contact,longest_bout_censor_reason,m10_tied_windows,m10_tie_resultant,l10_tied_windows,l10_tie_resultant,structural_nonexistent_wall_minutes,dst_fold_wall_minutes,maximum_true_minutes_per_wall_minute
BAUA,BAUA_S001,glasses,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.7306512633877169,FALSE,2.25,2.25,2.25,2.25,2.25,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T10:08:00Z,2025-06-11T12:23:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S001,glasses,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7048867997467458,TRUE,1.4,1.4,1.9666666666666666,1.9666666666666666,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T10:41:00Z,2025-06-12T12:05:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S001,glasses,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6732070885632795,FALSE,1.6,1.6,1.6,1.6,1.6,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T10:07:00Z,2025-06-13T11:43:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S001,glasses,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6923353581327182,TRUE,1.0833333333333333,1.0833333333333333,2.8333333333333335,2.8333333333333335,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T11:27:00Z,2025-06-14T12:32:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S001,glasses,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9952836736845158,FALSE,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T09:13:00Z,2025-06-15T09:29:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S001,glasses,2025-06-16,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6957485853716141,FALSE,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T08:50:00Z,2025-06-16T10:07:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S002,glasses,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6874354731290242,FALSE,1.45,1.45,1.45,1.45,1.45,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T12:42:00Z,2025-06-11T14:09:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S002,glasses,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.598956209379733,TRUE,0.7,0.7,0.8,0.8,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T16:53:00Z,2025-06-12T17:35:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S002,glasses,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5646567029481785,FALSE,2.15,2.15,2.15,2.15,2.15,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T09:02:00Z,2025-06-13T11:11:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S002,glasses,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6731145501687428,TRUE,0.7,0.7,1.5666666666666667,1.5666666666666667,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T10:02:00Z,2025-06-14T10:44:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S002,glasses,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.583513811400858,FALSE,1.4,1.4,1.4,1.4,1.4,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T14:28:00Z,2025-06-15T15:52:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S002,glasses,2025-06-16,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.850678084372484,FALSE,1.75,1.75,1.75,1.75,1.75,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T12:19:00Z,2025-06-16T14:04:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S003,glasses,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5952990100640204,FALSE,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T07:12:00Z,2025-06-11T07:34:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S003,glasses,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9997715525207741,FALSE,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T08:28:00Z,2025-06-12T08:45:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S003,glasses,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7534394015158802,FALSE,4.166666666666667,4.166666666666667,4.166666666666667,4.166666666666667,4.166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T13:28:00Z,2025-06-13T17:38:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S003,glasses,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.9860275018114264,FALSE,2.216666666666667,2.216666666666667,2.216666666666667,2.216666666666667,2.216666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T08:41:00Z,2025-06-14T10:54:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,45,0.9983951850369015,0,0,1
BAUA,BAUA_S003,glasses,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE,0.016666666666666666,0.016666666666666666,0.25,0.25,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T15:05:00Z,2025-06-15T15:06:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,48,0.9981740891966931,0,0,1
BAUA,BAUA_S003,glasses,2025-06-16,pooled,TRUE,FALSE,FALSE,TRUE,TRUE,0.9714105711745483,TRUE,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.3333333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T17:26:00Z,2025-06-16T17:42:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S004,glasses,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7003486619668674,TRUE,0.43333333333333335,0.43333333333333335,1.4833333333333334,1.4833333333333334,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T12:46:00Z,2025-06-11T13:12:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,0.9999999999999999,0,0,1
BAUA,BAUA_S004,glasses,2025-06-12,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.7315137810511607,TRUE,0.5166666666666667,0.5166666666666667,2.6333333333333333,2.6333333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T11:35:00Z,2025-06-12T12:06:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S004,glasses,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6828781825999908,TRUE,0.4666666666666667,0.4666666666666667,1.0333333333333334,1.0333333333333334,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T13:56:00Z,2025-06-13T14:24:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S004,glasses,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.5015797405213028,FALSE,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T07:02:00Z,2025-06-14T08:52:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,34,0.9990840194378396,0,0,1
BAUA,BAUA_S004,glasses,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8009097926092129,TRUE,0.6166666666666667,0.6166666666666667,2.2666666666666666,2.2666666666666666,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T09:49:00Z,2025-06-15T10:26:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S004,glasses,2025-06-16,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5947008544367203,TRUE,1.05,1.05,2.3333333333333335,2.3333333333333335,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T11:45:00Z,2025-06-16T12:48:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S005,glasses,2025-06-11,pooled,TRUE,TRUE,TRUE,TRUE,TRUE,0.6938546487866447,FALSE,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.4166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T09:32:00Z,2025-06-11T10:57:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S005,glasses,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5987813890279714,FALSE,1.8666666666666667,1.8666666666666667,1.8666666666666667,1.8666666666666667,1.8666666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T16:44:00Z,2025-06-12T18:36:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S005,glasses,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7359951095124503,TRUE,1.0666666666666667,1.0666666666666667,1.3666666666666667,1.3666666666666667,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T13:13:00Z,2025-06-13T14:17:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S005,glasses,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7084411054366784,FALSE,0.6,0.6,0.6,0.6,0.6,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T08:48:00Z,2025-06-14T09:24:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S005,glasses,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9721952040122843,FALSE,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.18333333333333332,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T18:03:00Z,2025-06-15T18:14:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,0.9999999999999999,0,0,1
BAUA,BAUA_S006,glasses,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6354789139548125,FALSE,0.95,0.95,0.95,0.95,0.95,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T07:59:00Z,2025-06-11T08:56:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S006,glasses,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.696572230460967,FALSE,1.3166666666666667,1.3166666666666667,1.3166666666666667,1.3166666666666667,1.3166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T07:54:00Z,2025-06-12T09:13:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S006,glasses,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.7095012406921377,FALSE,2.783333333333333,2.783333333333333,2.783333333333333,2.783333333333333,2.783333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T08:35:00Z,2025-06-13T11:22:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S006,glasses,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8473122359855518,FALSE,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T09:57:00Z,2025-06-15T10:28:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,118,0.9889917735577388,0,0,1
BAUA,BAUA_S006,glasses,2025-06-16,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8561521813371334,FALSE,1.3166666666666667,1.3166666666666667,1.3166666666666667,1.3166666666666667,1.3166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T16:08:00Z,2025-06-16T17:27:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,90,0.9935876393317866,0,0,1
BAUA,BAUA_S006,glasses,2025-06-17,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.32128491163260003,TRUE,1.1166666666666667,1.1166666666666667,3.9166666666666665,3.9166666666666665,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-17T16:10:00Z,2025-06-17T17:17:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S007,glasses,2025-06-25,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.720470896349409,FALSE,0.85,0.85,0.85,0.85,0.85,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-25T11:07:00Z,2025-06-25T11:58:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S007,glasses,2025-06-26,pooled,TRUE,FALSE,FALSE,TRUE,FALSE,0.7962079918516156,FALSE,1.1166666666666667,1.1166666666666667,1.1166666666666667,1.1166666666666667,1.1166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-26T13:03:00Z,2025-06-26T14:10:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S007,glasses,2025-06-27,pooled,TRUE,FALSE,FALSE,TRUE,FALSE,0.7599854817787433,TRUE,0.7333333333333333,0.7333333333333333,1.4333333333333333,1.4333333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-27T13:59:00Z,2025-06-27T14:43:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S007,glasses,2025-06-28,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5755822721938393,FALSE,1.2166666666666666,1.2166666666666666,1.2166666666666666,1.2166666666666666,1.2166666666666666,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-28T16:42:00Z,2025-06-28T17:55:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S007,glasses,2025-06-29,pooled,TRUE,TRUE,TRUE,TRUE,TRUE,0.892620521046418,FALSE,2.816666666666667,2.816666666666667,2.816666666666667,2.816666666666667,2.816666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-29T10:08:00Z,2025-06-29T12:57:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,33,0.9991371404828079,1,1,0,0,1
