data_scenario,placement,site,Id,local_date,abs_latitude_deg,photoperiod_hours,metric_order,metric_id,source_column,original_value,site_participant,response_value,row_key,run_id
primary,near_eye,RISE,RISE_S001,2025-03-04,57.715675,12.179657288326158,8,longest_bout_above_250,longest_bout_above_250_h,0.9333333333333333,RISE.RISE_S001,0.014240439114610285,RISE__RISE_S001__2025-03-04,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S001,2025-03-05,57.715675,12.261009983155462,8,longest_bout_above_250,longest_bout_above_250_h,0.3,RISE.RISE_S001,-0.3979400086720376,RISE__RISE_S001__2025-03-05,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S001,2025-03-06,57.715675,12.34262978831927,8,longest_bout_above_250,longest_bout_above_250_h,0.95,RISE.RISE_S001,0.021189299069938092,RISE__RISE_S001__2025-03-06,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S001,2025-03-07,57.715675,12.424510966539383,8,longest_bout_above_250,longest_bout_above_250_h,1.3,RISE.RISE_S001,0.14612803567823807,RISE__RISE_S001__2025-03-07,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S001,2025-03-08,57.715675,12.506648212075234,8,longest_bout_above_250,longest_bout_above_250_h,0.4,RISE.RISE_S001,-0.3010299956639812,RISE__RISE_S001__2025-03-08,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S001,2025-03-09,57.715675,12.58903662721316,8,longest_bout_above_250,longest_bout_above_250_h,2.1333333333333333,RISE.RISE_S001,0.348953547981164,RISE__RISE_S001__2025-03-09,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S002,2025-03-18,57.715675,13.341199753284455,8,longest_bout_above_250,longest_bout_above_250_h,0.7,RISE.RISE_S002,-0.09691001300805645,RISE__RISE_S002__2025-03-18,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S002,2025-03-19,57.715675,13.42590415040652,8,longest_bout_above_250,longest_bout_above_250_h,0.45,RISE.RISE_S002,-0.2596373105057561,RISE__RISE_S002__2025-03-19,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S002,2025-03-20,57.715675,13.510826363431082,8,longest_bout_above_250,longest_bout_above_250_h,0.8333333333333334,RISE.RISE_S002,-0.02996322337744321,RISE__RISE_S002__2025-03-20,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S002,2025-03-21,57.715675,13.595964657399389,8,longest_bout_above_250,longest_bout_above_250_h,1,RISE.RISE_S002,0.04139268515822508,RISE__RISE_S002__2025-03-21,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S002,2025-03-22,57.715675,13.68131742046939,8,longest_bout_above_250,longest_bout_above_250_h,0.31666666666666665,RISE.RISE_S002,-0.3802112417116061,RISE__RISE_S002__2025-03-22,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S002,2025-03-23,57.715675,13.766883142524295,8,longest_bout_above_250,longest_bout_above_250_h,0.13333333333333333,RISE.RISE_S002,-0.6320232147054056,RISE__RISE_S002__2025-03-23,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S003,2025-03-18,57.715675,13.341199753284455,8,longest_bout_above_250,longest_bout_above_250_h,0.5666666666666667,RISE.RISE_S003,-0.17609125905568127,RISE__RISE_S003__2025-03-18,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S003,2025-03-19,57.715675,13.42590415040652,8,longest_bout_above_250,longest_bout_above_250_h,0.48333333333333334,RISE.RISE_S003,-0.23408320603336796,RISE__RISE_S003__2025-03-19,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S003,2025-03-20,57.715675,13.510826363431082,8,longest_bout_above_250,longest_bout_above_250_h,0.6166666666666667,RISE.RISE_S003,-0.1446827948040571,RISE__RISE_S003__2025-03-20,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S003,2025-03-21,57.715675,13.595964657399389,8,longest_bout_above_250,longest_bout_above_250_h,0.7666666666666667,RISE.RISE_S003,-0.06214790674884446,RISE__RISE_S003__2025-03-21,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S003,2025-03-22,57.715675,13.68131742046939,8,longest_bout_above_250,longest_bout_above_250_h,0.9166666666666666,RISE.RISE_S003,0.007178584627123376,RISE__RISE_S003__2025-03-22,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S003,2025-03-23,57.715675,13.766883142524295,8,longest_bout_above_250,longest_bout_above_250_h,0.16666666666666666,RISE.RISE_S003,-0.5740312677277188,RISE__RISE_S003__2025-03-23,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S004,2025-03-25,57.715675,13.938647803200615,8,longest_bout_above_250,longest_bout_above_250_h,0.45,RISE.RISE_S004,-0.2596373105057561,RISE__RISE_S004__2025-03-25,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S004,2025-03-26,57.715675,14.024844036764568,8,longest_bout_above_250,longest_bout_above_250_h,3.55,RISE.RISE_S004,0.5622928644564748,RISE__RISE_S004__2025-03-26,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S004,2025-03-27,57.715675,14.111247775289748,8,longest_bout_above_250,longest_bout_above_250_h,0.36666666666666664,RISE.RISE_S004,-0.3309932190414244,RISE__RISE_S004__2025-03-27,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S004,2025-03-28,57.715675,14.19785769297017,8,longest_bout_above_250,longest_bout_above_250_h,0.6333333333333333,RISE.RISE_S004,-0.13469857389745624,RISE__RISE_S004__2025-03-28,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S004,2025-03-29,57.715675,14.284672434462442,8,longest_bout_above_250,longest_bout_above_250_h,1.0166666666666666,RISE.RISE_S004,0.047923552317182816,RISE__RISE_S004__2025-03-29,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S004,2025-03-30,57.715675,14.371690592434671,8,longest_bout_above_250,longest_bout_above_250_h,0.43333333333333335,RISE.RISE_S004,-0.27300127206373764,RISE__RISE_S004__2025-03-30,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S005,2025-04-01,57.715675,14.54633112874296,8,longest_bout_above_250,longest_bout_above_250_h,0.7666666666666667,RISE.RISE_S005,-0.06214790674884446,RISE__RISE_S005__2025-04-01,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S005,2025-04-02,57.715675,14.633950222267044,8,longest_bout_above_250,longest_bout_above_250_h,0.8833333333333333,RISE.RISE_S005,-0.0072992387414994656,RISE__RISE_S005__2025-04-02,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S005,2025-04-03,57.715675,14.721766114168696,8,longest_bout_above_250,longest_bout_above_250_h,0.9,RISE.RISE_S005,0,RISE__RISE_S005__2025-04-03,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S005,2025-04-04,57.715675,14.809776781466272,8,longest_bout_above_250,longest_bout_above_250_h,0.95,RISE.RISE_S005,0.021189299069938092,RISE__RISE_S005__2025-04-04,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S005,2025-04-05,57.715675,14.897980003555615,8,longest_bout_above_250,longest_bout_above_250_h,0.6166666666666667,RISE.RISE_S005,-0.1446827948040571,RISE__RISE_S005__2025-04-05,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S005,2025-04-06,57.715675,14.986373335785336,8,longest_bout_above_250,longest_bout_above_250_h,0.8166666666666667,RISE.RISE_S005,-0.0377885608893998,RISE__RISE_S005__2025-04-06,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S006,2025-04-15,57.715675,15.78991743306319,8,longest_bout_above_250,longest_bout_above_250_h,1.2166666666666666,RISE.RISE_S006,0.11947584090679779,RISE__RISE_S006__2025-04-15,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S006,2025-04-16,57.715675,15.880007472435633,8,longest_bout_above_250,longest_bout_above_250_h,1.3833333333333333,RISE.RISE_S006,0.17123875626126916,RISE__RISE_S006__2025-04-16,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S006,2025-04-17,57.715675,15.970237473911709,8,longest_bout_above_250,longest_bout_above_250_h,1.4166666666666667,RISE.RISE_S006,0.18089014193745,RISE__RISE_S006__2025-04-17,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S006,2025-04-18,57.715675,16.060599889622793,8,longest_bout_above_250,longest_bout_above_250_h,1.9,RISE.RISE_S006,0.3010299956639812,RISE__RISE_S006__2025-04-18,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S006,2025-04-19,57.715675,16.15108650598261,8,longest_bout_above_250,longest_bout_above_250_h,0.4,RISE.RISE_S006,-0.3010299956639812,RISE__RISE_S006__2025-04-19,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S006,2025-04-20,57.715675,16.241688398917518,8,longest_bout_above_250,longest_bout_above_250_h,0.3,RISE.RISE_S006,-0.3979400086720376,RISE__RISE_S006__2025-04-20,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S007,2025-04-15,57.715675,15.78991743306319,8,longest_bout_above_250,longest_bout_above_250_h,3.4833333333333334,RISE.RISE_S007,0.5542872095319618,RISE__RISE_S007__2025-04-15,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S007,2025-04-16,57.715675,15.880007472435633,8,longest_bout_above_250,longest_bout_above_250_h,0.85,RISE.RISE_S007,-0.022276394711152253,RISE__RISE_S007__2025-04-16,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S007,2025-04-17,57.715675,15.970237473911709,8,longest_bout_above_250,longest_bout_above_250_h,1.45,RISE.RISE_S007,0.1903316981702915,RISE__RISE_S007__2025-04-17,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S007,2025-04-18,57.715675,16.060599889622793,8,longest_bout_above_250,longest_bout_above_250_h,4.366666666666666,RISE.RISE_S007,0.6499835436451451,RISE__RISE_S007__2025-04-18,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S007,2025-04-19,57.715675,16.15108650598261,8,longest_bout_above_250,longest_bout_above_250_h,0.55,RISE.RISE_S007,-0.18708664335714442,RISE__RISE_S007__2025-04-19,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S007,2025-04-20,57.715675,16.241688398917518,8,longest_bout_above_250,longest_bout_above_250_h,1.35,RISE.RISE_S007,0.16136800223497494,RISE__RISE_S007__2025-04-20,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S008,2025-04-29,57.715675,17.06040390630563,8,longest_bout_above_250,longest_bout_above_250_h,2.1,RISE.RISE_S008,0.3424226808222063,RISE__RISE_S008__2025-04-29,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S008,2025-04-30,57.715675,17.151474550233946,8,longest_bout_above_250,longest_bout_above_250_h,2.316666666666667,RISE.RISE_S008,0.3832167518513313,RISE__RISE_S008__2025-04-30,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S008,2025-05-01,57.715675,17.242500105102856,8,longest_bout_above_250,longest_bout_above_250_h,5.933333333333334,RISE.RISE_S008,0.7805573201495221,RISE__RISE_S008__2025-05-01,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S008,2025-05-02,57.715675,17.33345867547724,8,longest_bout_above_250,longest_bout_above_250_h,1.8833333333333333,RISE.RISE_S008,0.2973957110088871,RISE__RISE_S008__2025-05-02,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S008,2025-05-03,57.715675,17.424326815075343,8,longest_bout_above_250,longest_bout_above_250_h,1.8666666666666667,RISE.RISE_S008,0.2937307569224818,RISE__RISE_S008__2025-05-03,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S008,2025-05-04,57.715675,17.515079435838594,8,longest_bout_above_250,longest_bout_above_250_h,3.4166666666666665,RISE.RISE_S008,0.546131204914049,RISE__RISE_S008__2025-05-04,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S009,2025-05-27,57.715675,19.47890533533361,8,longest_bout_above_250,longest_bout_above_250_h,0.45,RISE.RISE_S009,-0.2596373105057561,RISE__RISE_S009__2025-05-27,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S009,2025-05-28,57.715675,19.55297898358769,8,longest_bout_above_250,longest_bout_above_250_h,0.95,RISE.RISE_S009,0.021189299069938092,RISE__RISE_S009__2025-05-28,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S009,2025-05-29,57.715675,19.625408908989694,8,longest_bout_above_250,longest_bout_above_250_h,1.75,RISE.RISE_S009,0.26717172840301384,RISE__RISE_S009__2025-05-29,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S009,2025-05-30,57.715675,19.696082001328467,8,longest_bout_above_250,longest_bout_above_250_h,1.0833333333333333,RISE.RISE_S009,0.07310709833543166,RISE__RISE_S009__2025-05-30,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S009,2025-05-31,57.715675,19.76488055811988,8,longest_bout_above_250,longest_bout_above_250_h,0.95,RISE.RISE_S009,0.021189299069938092,RISE__RISE_S009__2025-05-31,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S009,2025-06-01,57.715675,19.831682472030323,8,longest_bout_above_250,longest_bout_above_250_h,1.6333333333333333,RISE.RISE_S009,0.23888208891513674,RISE__RISE_S009__2025-06-01,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S010,2025-06-10,57.715675,20.321251919137108,8,longest_bout_above_250,longest_bout_above_250_h,0.4166666666666667,RISE.RISE_S010,-0.2867895565493709,RISE__RISE_S010__2025-06-10,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S010,2025-06-11,57.715675,20.360735110441844,8,longest_bout_above_250,longest_bout_above_250_h,2.05,RISE.RISE_S010,0.33243845991560533,RISE__RISE_S010__2025-06-11,loso__near_eye__omit_iztech
primary,near_eye,RISE,RISE_S010,2025-06-12,57.715675,20.396744766698944,8,longest_bout_above_250,longest_bout_above_250_h,2.1166666666666667,RISE.RISE_S010,0.3457003905834422,RISE__RISE_S010__2025-06-12,loso__near_eye__omit_iztech
