placement,deletion_type,deletion_id,site_deviation_relative_change_percent,full_deviation_inside_deletion_interval,display_order,site,site_display_name,site_color_hex,category_order,category_code,light_source,short_label,architecture,hours,participants,participant_days,shared_participants,site_present,support_rule_pass,reporting_status,model_cell_mean_lx,model_cell_conf_low_lx,model_cell_conf_high_lx,cell_mean_lx,cell_conf_low_lx,cell_conf_high_lx,site_standardized_category_mean_lx,category_mean_conf_low_lx,category_mean_conf_high_lx,category_ratio_to_indoor,category_ratio_conf_low,category_ratio_conf_high,site_deviation_ratio,site_deviation_conf_low,site_deviation_conf_high,site_deviation_statistic,site_deviation_df,site_deviation_p_raw,within_site_ratio_to_indoor,within_site_ratio_conf_low,within_site_ratio_conf_high,family_id,family_n,site_deviation_p_adjusted,full_site_deviation,full_site_conf_low,full_site_conf_high
Near-eye,site,BAUA,2.9202243196675415,TRUE,1,RISE,Borås (SE),#88CCEE,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,377,13,58,13,TRUE,TRUE,ESTIMABLE,121.60440116285822,87.99521894404599,168.05038455078392,121.60440116285822,87.99521894404599,168.05038455078392,82.69899981387488,69.3178149528509,98.66330285897156,1,1,1,1.470445851056786,1.0559576003583881,2.0476305110700177,2.305310445191084,121,0.022852453946915922,1,1,1,H03-I-site-context-site,47,0.056529754500265705,1.4287239080334875,1.0241178467237304,1.993180776916132
Near-eye,site,BAUA,,,1,RISE,Borås (SE),#88CCEE,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,8,2,4,2,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,4.480265750033886,3.1821483921903684,6.307933734388168,,,,21.884539807568597,15.393756820848079,31.112163727338196,0.26462883295835105,0.1805444095371409,0.387873650657086,,,,,121,,,,,H03-I-site-context-site,,,,,
Near-eye,site,BAUA,6.247782055269568,TRUE,1,RISE,Borås (SE),#88CCEE,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,541,13,76,13,TRUE,TRUE,ESTIMABLE,320.5423979778691,221.22741011826474,464.4425790026445,320.5423979778691,221.22741011826474,464.4425790026445,187.0710469647631,160.05312982003267,218.64974869184007,2.2620714565568076,1.8210758473103095,2.809859502626807,1.7134794677139258,1.199022177998068,2.4486718762610984,2.986262096199303,121,0.0034190262513893593,2.6359440522928432,1.6550757465620478,4.19811664889111,H03-I-site-context-site,47,0.012361094908869222,1.612720223018474,1.120830577209268,2.320481409606614
Near-eye,site,BAUA,5.022081735605188,TRUE,1,RISE,Borås (SE),#88CCEE,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,161,13,51,13,TRUE,TRUE,ESTIMABLE,2946.2179760929407,1822.9364554714095,4761.658222698983,2946.2179760929407,1822.9364554714095,4761.658222698983,913.6834923084995,737.0770804667552,1132.6054577472498,11.048301604189483,8.395136307573555,14.539962648017603,3.224549858779947,2.019462218240714,5.148757772163678,4.953166505413266,121,2.395949590008723e-6,24.2278893520246,15.522369938923918,37.81578616948231,H03-I-site-context-site,47,2.8152407682602498e-5,3.070354163134762,1.9249703132831133,4.897257179515001
Near-eye,site,BAUA,14.03020121171017,TRUE,1,RISE,Borås (SE),#88CCEE,5,display,Emissive display light,Emissive display,full_literal,106,11,42,11,TRUE,TRUE,ESTIMABLE,7.286160177026531,3.965325258993966,13.388089666761955,7.286160177026531,3.965325258993966,13.388089666761955,20.89160025609143,14.78469196805867,29.521004712391683,0.2526221635462431,0.1718856552010874,0.37128146290116415,0.34876027148289335,0.18571014584428042,0.6549654377354935,-3.3091596345193204,121,0.001233078089672498,0.059916911784044465,0.028187378763142746,0.12736325530315812,H03-I-site-context-site,47,0.005268606383146128,0.3058490362876584,0.16457092485065922,0.5684092319647354
Near-eye,site,BAUA,-1.4966624368731751,TRUE,1,RISE,Borås (SE),#88CCEE,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,512,13,76,13,TRUE,TRUE,ESTIMABLE,3.39639943846483,0.7710345746613131,14.96110489036285,3.39639943846483,0.7710345746613131,14.96110489036285,2.2716733149223214,1.4994187534773327,3.4416667377024255,0.027469175202058375,0.01759452598214406,0.0428858149999122,1.4951090969614036,0.3877398689599538,5.76507960817311,0.5899879128546921,121,0.5562989228446593,0.027929905546068317,0.00590887404137177,0.13201831996256244,H03-I-site-context-site,47,0.6862736865948529,1.5178258259556416,0.39030451269647215,5.902558548508295
Near-eye,site,BAUA,32.000186691245666,TRUE,1,RISE,Borås (SE),#88CCEE,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,111,8,33,8,TRUE,TRUE,ESTIMABLE,7.80274392675129,2.0619033293671643,29.527481681277564,7.80274392675129,2.0619033293671643,29.527481681277564,8.46828170091433,6.133553699955504,11.691720407789164,0.10239884061443703,0.07184822339739622,0.14593990029767212,0.9214081678351369,0.2784037397995193,3.0495028995108697,-0.13539754332233567,121,0.8925225521661048,0.06416497965646405,0.014762849410222345,0.2788854983146805,H03-I-site-context-site,47,0.9261021317532397,0.6980355035333031,0.20682053882887974,2.3559244500186627
Near-eye,site,BAUA,2.92022431970429,TRUE,2,THUAS,Delft (NL),#117733,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,374,13,59,13,TRUE,TRUE,ESTIMABLE,155.8156581249246,113.39121229751811,214.1128825151011,155.8156581249246,113.39121229751811,214.1128825151011,82.69899981387488,69.3178149528509,98.66330285897156,1,1,1,1.8841298984946435,1.3586424063634086,2.612862264400644,3.8354415935606196,121,2.005267717072199e-4,1,1,1,H03-I-site-context-site,47,0.0013463940386056195,1.8306702214735873,1.3178264726191735,2.543091620499439
Near-eye,site,BAUA,,,2,THUAS,Delft (NL),#117733,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,13,4,5,4,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,3.9779908824135437,0.921706255409243,17.168605906378655,,,,21.884539807568597,15.393756820848079,31.112163727338196,0.26462883295835105,0.1805444095371409,0.387873650657086,,,,,121,,,,,H03-I-site-context-site,,,,,
Near-eye,site,BAUA,6.247782055303452,TRUE,2,THUAS,Delft (NL),#117733,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,448,12,65,12,TRUE,TRUE,ESTIMABLE,290.66362681127794,180.37789883835777,468.3796878396714,290.66362681127794,180.37789883835777,468.3796878396714,187.0710469647631,160.05312982003267,218.64974869184007,2.2620714565568076,1.8210758473103095,2.809859502626807,1.5537606247856603,0.9990250745654227,2.4165280137583074,1.9753914138862698,121,0.05050010817330693,1.8654327190803859,0.9997486117173927,3.4807142401907303,H03-I-site-context-site,47,0.11302405162597266,1.4623934681073214,0.9327490739918588,2.2927866831434933
Near-eye,site,BAUA,5.022081735621886,TRUE,2,THUAS,Delft (NL),#117733,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,167,13,57,13,TRUE,TRUE,ESTIMABLE,1516.3920792643269,822.9153837335102,2794.266559488979,1516.3920792643269,822.9153837335102,2794.266559488979,913.6834923084995,737.0770804667552,1132.6054577472498,11.048301604189483,8.395136307573555,14.539962648017603,1.6596470134674672,0.9373871456459009,2.938410476509747,1.755682786324215,121,0.08167308922619743,9.731962098754963,4.660647622401419,20.32144327676135,H03-I-site-context-site,47,0.15354540774525116,1.580283866059132,0.8905762526780464,2.8041361868983037
