"check","pass"
"all_52_drawing_ids_and_order_exact",TRUE
"exact_native3_new20_and_png29_partition",TRUE
"three_existing_native_drawings_XML_unchanged",TRUE
"all_29_table_drawings_XML_unchanged",TRUE
"document_XML_exact_reverse_by_only20_extension_removals",TRUE
"relationship_identifiers_unchanged_unique",TRUE
"exact_19_supplemental_image_relationships",TRUE
"other_relationship_unchanged_rId17",TRUE
"other_relationship_unchanged_rId16",TRUE
"other_relationship_unchanged_rId15",TRUE
"other_relationship_unchanged_rId14",TRUE
"other_relationship_unchanged_rId13",TRUE
"other_relationship_unchanged_rId12",TRUE
"other_relationship_unchanged_rId11",TRUE
"other_relationship_unchanged_rId10",TRUE
"other_relationship_unchanged_rId8",TRUE
"other_relationship_unchanged_rId9",TRUE
"other_relationship_unchanged_rId263",TRUE
"other_relationship_unchanged_rId308",TRUE
"other_relationship_unchanged_rId296",TRUE
"other_relationship_unchanged_rId275",TRUE
"other_relationship_unchanged_rId266",TRUE
"other_relationship_unchanged_rId287",TRUE
"other_relationship_unchanged_rId281",TRUE
"other_relationship_unchanged_rId305",TRUE
"other_relationship_unchanged_rId284",TRUE
"other_relationship_unchanged_rId260",TRUE
"other_relationship_unchanged_rId293",TRUE
"other_relationship_unchanged_rId278",TRUE
"other_relationship_unchanged_rId269",TRUE
"other_relationship_unchanged_rId272",TRUE
"other_relationship_unchanged_rId299",TRUE
"other_relationship_unchanged_rId302",TRUE
"other_relationship_unchanged_rId290",TRUE
"other_relationship_unchanged_rId35",TRUE
"other_relationship_unchanged_rId28",TRUE
"other_relationship_unchanged_rId21",TRUE
"other_relationship_unchanged_rId228",TRUE
"other_relationship_unchanged_rId92",TRUE
"other_relationship_unchanged_rId104",TRUE
"other_relationship_unchanged_rId212",TRUE
"other_relationship_unchanged_rId72",TRUE
"other_relationship_unchanged_rId82",TRUE
"other_relationship_unchanged_rId110",TRUE
"other_relationship_unchanged_rId118",TRUE
"other_relationship_unchanged_rId168",TRUE
"other_relationship_unchanged_rId170",TRUE
"other_relationship_unchanged_rId172",TRUE
"other_relationship_unchanged_rId90",TRUE
"other_relationship_unchanged_rId132",TRUE
"other_relationship_unchanged_rId108",TRUE
"other_relationship_unchanged_rId206",TRUE
"other_relationship_unchanged_rId114",TRUE
"other_relationship_unchanged_rId140",TRUE
"other_relationship_unchanged_rId188",TRUE
"other_relationship_unchanged_rId88",TRUE
"other_relationship_unchanged_rId136",TRUE
"other_relationship_unchanged_rId150",TRUE
"other_relationship_unchanged_rId126",TRUE
"other_relationship_unchanged_rId124",TRUE
"other_relationship_unchanged_rId84",TRUE
"other_relationship_unchanged_rId94",TRUE
"other_relationship_unchanged_rId142",TRUE
"other_relationship_unchanged_rId112",TRUE
"other_relationship_unchanged_rId174",TRUE
"other_relationship_unchanged_rId100",TRUE
"other_relationship_unchanged_rId152",TRUE
"other_relationship_unchanged_rId70",TRUE
"other_relationship_unchanged_rId66",TRUE
"other_relationship_unchanged_rId202",TRUE
"other_relationship_unchanged_rId210",TRUE
"other_relationship_unchanged_rId224",TRUE
"other_relationship_unchanged_rId78",TRUE
"other_relationship_unchanged_rId102",TRUE
"other_relationship_unchanged_rId144",TRUE
