"position","site","Id","local_date","primary_mder","gap_mder","primary_finite","gap_finite","common_finite","difference_primary_minus_gap"
"chest","BAUA","BAUA_S001",2025-06-11,0.89507723264486,0.89507723264486,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S001",2025-06-12,0.879558851722288,0.879116105364042,TRUE,TRUE,TRUE,0.000442746358245705
"chest","BAUA","BAUA_S001",2025-06-13,0.928522692525711,0.923913508758857,TRUE,TRUE,TRUE,0.00460918376685382
"chest","BAUA","BAUA_S001",2025-06-14,0.862883868015774,0.862883868015774,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S001",2025-06-15,1.01261469564497,1.01261469564497,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S001",2025-06-16,0.899388136048226,0.899388136048226,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S002",2025-06-11,0.858025184755087,0.858118119170963,TRUE,TRUE,TRUE,-9.29344158758783e-05
"chest","BAUA","BAUA_S002",2025-06-12,0.881470149840649,0.881470149840649,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S002",2025-06-13,0.89766259704115,0.895735053809988,TRUE,TRUE,TRUE,0.00192754323116207
"chest","BAUA","BAUA_S002",2025-06-14,0.728303359962109,0.728303359962109,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S002",2025-06-15,0.885315562896058,0.885315562896058,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S002",2025-06-16,0.866339718767987,0.866339718767987,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S003",2025-06-11,0.742440412297139,0.742440412297139,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S003",2025-06-12,0.783066392385801,0.783066392385801,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S003",2025-06-13,0.718744684787952,0.718744684787952,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S003",2025-06-14,0.657154435439932,0.657154435439932,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S003",2025-06-15,0.633443698152722,0.633443698152722,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S003",2025-06-16,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S004",2025-06-11,0.873184087346062,0.873184087346062,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S004",2025-06-12,0.846608880861629,0.846608880861629,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S004",2025-06-13,0.84743513895781,0.848201001377282,TRUE,TRUE,TRUE,-0.000765862419471519
"chest","BAUA","BAUA_S004",2025-06-14,0.915825852028107,0.918799743194515,TRUE,TRUE,TRUE,-0.00297389116640767
"chest","BAUA","BAUA_S004",2025-06-15,0.796745554900076,0.796745554900076,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S004",2025-06-16,0.890514044987842,0.89093326036789,TRUE,TRUE,TRUE,-0.0004192153800473
"chest","BAUA","BAUA_S005",2025-06-11,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S005",2025-06-12,0.786655343905119,0.786655343905119,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S005",2025-06-13,0.685525494565625,0.685645165307501,TRUE,TRUE,TRUE,-0.000119670741876021
"chest","BAUA","BAUA_S005",2025-06-14,0.670291858592486,0.670291858592486,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S005",2025-06-15,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S006",2025-06-11,0.89388323457093,0.893936694202377,TRUE,TRUE,TRUE,-5.34596314474278e-05
"chest","BAUA","BAUA_S006",2025-06-12,0.933922568018871,0.933922568018871,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S006",2025-06-13,0.942558196787124,0.942930144470074,TRUE,TRUE,TRUE,-0.000371947682950124
"chest","BAUA","BAUA_S006",2025-06-15,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S006",2025-06-16,0.875755581673265,0.875755581673265,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S008",2025-06-25,0.630090578256766,0.630090578256766,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S008",2025-06-26,0.69790813057446,0.69790813057446,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S008",2025-06-27,0.550906227897052,0.550906227897052,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S008",2025-06-28,0.528875930560513,0.528875930560513,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S008",2025-06-29,0.590214379224195,0.590214379224195,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S008",2025-06-30,0.655720120144763,0.655720120144763,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S009",2025-06-25,1.00559680527262,1.00639252411934,TRUE,TRUE,TRUE,-0.000795718846720916
"chest","BAUA","BAUA_S009",2025-06-26,0.848362153703531,0.848362153703531,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S009",2025-06-27,0.856278142991975,0.856278142991975,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S009",2025-06-28,0.868989138350211,0.868989138350211,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S009",2025-06-29,0.956471016154573,0.956471016154573,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S009",2025-06-30,0.973334147648656,0.973334147648656,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S010",2025-06-28,0.834756666352215,0.83169156565002,TRUE,TRUE,TRUE,0.00306510070219468
"chest","BAUA","BAUA_S010",2025-06-29,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S012",2025-07-16,0.926706590381982,0.927255151201869,TRUE,TRUE,TRUE,-0.000548560819886634
"chest","BAUA","BAUA_S012",2025-07-17,0.965219635261047,0.965306639309732,TRUE,TRUE,TRUE,-8.70040486853352e-05
"chest","BAUA","BAUA_S012",2025-07-18,0.893432140330466,0.893432140330466,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S012",2025-07-19,0.793168839375351,0.793168839375351,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S012",2025-07-20,0.82390110655587,0.843621796062702,TRUE,TRUE,TRUE,-0.0197206895068315
"chest","BAUA","BAUA_S012",2025-07-21,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S013",2025-07-16,0.730471090660444,0.730471090660444,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S013",2025-07-17,0.76113104853567,0.76113104853567,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S013",2025-07-18,0.792304700980754,0.792304700980754,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S013",2025-07-19,,,FALSE,FALSE,FALSE,
"chest","BAUA","BAUA_S013",2025-07-20,0.77314203250475,0.77314203250475,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S013",2025-07-21,0.69929323424129,0.701560488517482,TRUE,TRUE,TRUE,-0.00226725427619245
"chest","BAUA","BAUA_S014",2025-07-16,0.800746430766399,0.800746430766399,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S014",2025-07-17,0.854790659809714,0.854790659809714,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S014",2025-07-18,0.806471110621167,0.806471110621167,TRUE,TRUE,TRUE,0
"chest","BAUA","BAUA_S014",2025-07-19,,,FALSE,FALSE,FALSE,
