"scenario_id","model_implementation_id","position","position_role","site","Id","local_date","metric_id","old_value","new_value","viable_ratio_minutes","expected_minutes","viable_ratio_fraction","raw_source_rows","observed_local_minutes","duplicated_local_minutes","duplicate_source_rows","estimable","failure_reason","old_finite","new_finite","finite_value_changed","availability_changed"
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S001",2025-06-11,"mder_mean_of_viable_ratios",0.888846996686775,0.89507723264486,856,1440,0.594444444444444,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S001",2025-06-12,"mder_mean_of_viable_ratios",0.877984681805015,0.879116105364042,776,1440,0.538888888888889,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S001",2025-06-13,"mder_mean_of_viable_ratios",0.921597936055201,0.923913508758857,796,1440,0.552777777777778,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S001",2025-06-14,"mder_mean_of_viable_ratios",0.819852913967743,0.862883868015774,724,1440,0.502777777777778,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S001",2025-06-15,"mder_mean_of_viable_ratios",,1.01261469564497,725,1440,0.503472222222222,1440,1440,0,0,TRUE,,FALSE,TRUE,FALSE,TRUE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S001",2025-06-16,"mder_mean_of_viable_ratios",,0.899388136048226,808,1440,0.561111111111111,1440,1440,0,0,TRUE,,FALSE,TRUE,FALSE,TRUE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S002",2025-06-11,"mder_mean_of_viable_ratios",0.854043484227132,0.858118119170963,1048,1440,0.727777777777778,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S002",2025-06-12,"mder_mean_of_viable_ratios",0.867666366733524,0.881470149840649,880,1440,0.611111111111111,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S002",2025-06-13,"mder_mean_of_viable_ratios",0.894724066164604,0.895735053809988,885,1440,0.614583333333333,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S002",2025-06-14,"mder_mean_of_viable_ratios",0.70693102659979,0.728303359962109,860,1440,0.597222222222222,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
"manuscript_prepared_data","new_h01_h11","chest","complementary_chest","BAUA","BAUA_S002",2025-06-15,"mder_mean_of_viable_ratios",0.878819536753215,0.885315562896058,947,1440,0.657638888888889,1440,1440,0,0,TRUE,,TRUE,TRUE,TRUE,FALSE
