"path","sha256","bytes","observed_sha256","observed_bytes","status"
"audit/report_harmonization/report018_h09_order56b_result_independent_acceptance.md","4748b3b18e6ca0589e00e629490cca97aa72507589be6165e1893640d08b5288",4049,"4748b3b18e6ca0589e00e629490cca97aa72507589be6165e1893640d08b5288",4049,"PASS"
"scripts/report_harmonization/check_report018_h09_order56b_result_acceptance.R","b0fd0d497930875605e48c9d5aa2b60c8645562ab56235fc1d43b1ee8d5c1828",14529,"b0fd0d497930875605e48c9d5aa2b60c8645562ab56235fc1d43b1ee8d5c1828",14529,"PASS"
"audit/report_harmonization/report018_h09_order56b_result_independent_verification.csv","03ee9fb855190c7efcfa4a230e4c3db4a0d845dfe06f6e4b2cb84fbbbfa6928a",1226,"03ee9fb855190c7efcfa4a230e4c3db4a0d845dfe06f6e4b2cb84fbbbfa6928a",1226,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/ORDER56B_ACCEPTANCE.md","a44988f7e9afae9ca4064ae3f7ec971a7e48a3dc47bb5056aef6992b3b845cdd",1201,"a44988f7e9afae9ca4064ae3f7ec971a7e48a3dc47bb5056aef6992b3b845cdd",1201,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/order56b_evidence_manifest.csv","2b4e45d93120364f4b9589184e93d92f2e247a749226667c75ce00e46779ce2a",27931,"2b4e45d93120364f4b9589184e93d92f2e247a749226667c75ce00e46779ce2a",27931,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/verify_order56b_h09_result.R","fbe3d789ce587f5ad3616fc9091cd4c7d8732b9da8e47632c8c76900c0dc3965",1806,"fbe3d789ce587f5ad3616fc9091cd4c7d8732b9da8e47632c8c76900c0dc3965",1806,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/render_execution.csv","b4d3ea2275037e0f2c9bf7aeee163e28840069652ee976754a7c98c10cc6f2f9",547,"b4d3ea2275037e0f2c9bf7aeee163e28840069652ee976754a7c98c10cc6f2f9",547,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/gt_html_semantic_post_render_summary.csv","766fdd39d908b2395a4a953e8cd73d59473869db27e7344effedc34d9c55c81a",454,"766fdd39d908b2395a4a953e8cd73d59473869db27e7344effedc34d9c55c81a",454,"PASS"
"/private/tmp/h09_order56b_semantic.T2wS51/001__build__nathealth__notebooks__hypotheses__H09.html_gt_semantic_ledger.csv","47ce3ee4425f071ec581c18b55733af8acd7bac86c26eaf080335462bb3d153a",98930,"47ce3ee4425f071ec581c18b55733af8acd7bac86c26eaf080335462bb3d153a",98930,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/semantic_reverse_audit.csv","83a5f44b406b74f4fd44c63be8796e484cb19fef433a493f8b6152ef8925184f",748,"83a5f44b406b74f4fd44c63be8796e484cb19fef433a493f8b6152ef8925184f",748,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/table_endpoint_audit.csv","1601fd56859053d81e5d882c1f195b4df63112a59e466c1eafdd0294f3e7d6e7",1492,"1601fd56859053d81e5d882c1f195b4df63112a59e466c1eafdd0294f3e7d6e7",1492,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/figure_endpoint_audit.csv","a16c3ebe28a6858f181f0a099ed13f5385b50cd575fbecc9a5eabeaf64859f4e",4140,"a16c3ebe28a6858f181f0a099ed13f5385b50cd575fbecc9a5eabeaf64859f4e",4140,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/nonvisual_status.csv","a4a1edc96012ad92cdb453f58d744e66504d1f174bd43eb1042412bd71f38e46",727,"a4a1edc96012ad92cdb453f58d744e66504d1f174bd43eb1042412bd71f38e46",727,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_qa_status.csv","c5bccfcf407ada79bb2126c77be9102224acc29a0e49ecdeb52fc505c7c0b088",1653,"c5bccfcf407ada79bb2126c77be9102224acc29a0e49ecdeb52fc505c7c0b088",1653,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_screenshot_manifest.csv","3491edc6554c176dc894734ec98e7ca161bcb25410064696067bfada00f5f62f",9226,"3491edc6554c176dc894734ec98e7ca161bcb25410064696067bfada00f5f62f",9226,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/postqa_rehash_reconciliation.csv","3d6d8398f78331a362043450cfe7049d6f3cf594a1969dd1e607066f4c08b31e",139,"3d6d8398f78331a362043450cfe7049d6f3cf594a1969dd1e607066f4c08b31e",139,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/loopback_lifecycle.csv","63dea4dd58fba0f67aaa18e43a55d68a911193d1ad8b1a1d677787c7108e9263",186,"63dea4dd58fba0f67aaa18e43a55d68a911193d1ad8b1a1d677787c7108e9263",186,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/process_probe_postqa.csv","5cdc06e5f6b5f0a873c2a1299b98727283c9b60412679f6250d43eb727eef3b1",300,"5cdc06e5f6b5f0a873c2a1299b98727283c9b60412679f6250d43eb727eef3b1",300,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/sass_cache_transition.csv","b60c25fc3af8abc9289d1bc44ca33512304dd8da12f36934196b0bd0afc73b8e",5482,"b60c25fc3af8abc9289d1bc44ca33512304dd8da12f36934196b0bd0afc73b8e",5482,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/final_source_freeze_audit.csv","a96716aa5d00d50fa9d4249e1a9aa1c73c22e929e4d216de2b3be7faa623d500",1172,"a96716aa5d00d50fa9d4249e1a9aa1c73c22e929e4d216de2b3be7faa623d500",1172,"PASS"
"audit/hypotheses/H09/report018_order56b_environment_retry/current_display_manifest.csv","53a3981a7de6684444025e2d763efc4ef2884ca4ec385e93a87a89d18ee73e27",3416,"53a3981a7de6684444025e2d763efc4ef2884ca4ec385e93a87a89d18ee73e27",3416,"PASS"
"notebooks/hypotheses/H09.qmd","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,"c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,"PASS"
"_build/nathealth/notebooks/hypotheses/H09.html","901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16",244127,"901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16",244127,"PASS"
"audit/hypotheses/H09/H09_analysis_preparation.qmd","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,"7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,"PASS"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"PASS"
"scripts/hypotheses/H09/refresh_h09_order56_figures.R","ceaf4771c8a8e3248f690930325cd7ecc2522e2bee464a321e783395029f1ffe",19346,"ceaf4771c8a8e3248f690930325cd7ecc2522e2bee464a321e783395029f1ffe",19346,"PASS"
"tests/hypotheses/H09/test_h09_order56_display_repair.R","eefa3e278abdb2208181cdc1e70529dbb5295b1a58cf0d1d5b4fcbe98b925642",21431,"eefa3e278abdb2208181cdc1e70529dbb5295b1a58cf0d1d5b4fcbe98b925642",21431,"PASS"
"scripts/hypotheses/H09/run_h09_stage2.R","4711057eacebdfc7ee9295d9f895e8ab73f60c0f7a51d0b03ea61459b7ac611c",92080,"4711057eacebdfc7ee9295d9f895e8ab73f60c0f7a51d0b03ea61459b7ac611c",92080,"PASS"
"artifacts/12_manifests/H09/H09_figure_manifest.csv","74c0f444f5670ec86b319f09836e2fb670ebba768f81b0bbdeeaf989159f15ce",4360,"74c0f444f5670ec86b319f09836e2fb670ebba768f81b0bbdeeaf989159f15ce",4360,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,"28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,"PASS"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,"7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"PASS"
"audit/report_harmonization/owner_orders/56b_h09_sass_cache_environment_retry.md","a5b6b95e163f40827ab812de3e6590af8c230bf197c86372138dce99eef4d891",8127,"a5b6b95e163f40827ab812de3e6590af8c230bf197c86372138dce99eef4d891",8127,"PASS"
"audit/report_harmonization/report018_h09_order56b_dispatch_manifest.csv","527753b66a42417e9b8db3fa7cb80b04d4b0ce229ed7a857a4ac7de0790645ba",5668,"527753b66a42417e9b8db3fa7cb80b04d4b0ce229ed7a857a4ac7de0790645ba",5668,"PASS"
"audit/report_harmonization/report018_h09_order56a_stopped_independent_acceptance.md","a09a0c38a5cf431a0f66e6085ac1848a36dde487883a5896a4fe884b2127c617",4570,"a09a0c38a5cf431a0f66e6085ac1848a36dde487883a5896a4fe884b2127c617",4570,"PASS"
"audit/report_harmonization/report018_h09_order56a_stopped_independent_acceptance_manifest.csv","453623e678787ba863564751fde0553ece60425d247b4240870ebaa18ef11334",5530,"453623e678787ba863564751fde0553ece60425d247b4240870ebaa18ef11334",5530,"PASS"
