run_id,summary_id,definition,estimate,lower_95,upper_95,unit,confidence_interval_method,bootstrap_seed,bootstrap_replicates
main__glasses__all_available,site_curve_variation,Mean across 48 clock bins of the sample variance across equal-weight site fitted curves,0.10037885207245859,0.040728059843983644,0.13886836690956042,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20302601,2000
main__glasses__all_available,participant_curve_variation,Equal-site mean across 48 clock bins of within-site sample variance among fitted participant deviation curves,0.1803993482406322,0.125849559425054,0.2136054380499614,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20302601,2000
main__glasses__all_available,participant_day_intercept_variation,Equal-site mean of participant-specific sample variance among fitted participant-day intercept contributions,0.019462399927889392,0.009758322792828166,0.024440585528142114,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20302601,2000
main__glasses__all_available,participant_plus_day_variation,Sum of fitted participant-curve and participant-day-intercept variation summaries,0.1998617481685216,0.13991172144635045,0.22998838384823742,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20302601,2000
main__glasses__all_available,participant_to_site_ratio,Participant-curve variation divided by site-curve variation,1.7971848105058097,1.1568824552481103,4.331978823778607,ratio,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20302601,2000
main__glasses__all_available,participant_plus_day_to_site_ratio,Participant-curve plus participant-day-intercept variation divided by site-curve variation,1.991074255603672,1.2905352826592558,4.766976308778517,ratio,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20302601,2000
manuscript_prepared_data__glasses__all_available,site_curve_variation,Mean across 48 clock bins of the sample variance across equal-weight site fitted curves,0.09931329645104531,0.04027321676450386,0.13719385647350799,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20382342,2000
manuscript_prepared_data__glasses__all_available,participant_curve_variation,Equal-site mean across 48 clock bins of within-site sample variance among fitted participant deviation curves,0.16935095757436272,0.11886991564731854,0.2008538016541973,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20382342,2000
manuscript_prepared_data__glasses__all_available,participant_day_intercept_variation,Equal-site mean of participant-specific sample variance among fitted participant-day intercept contributions,0.020992106915497875,0.010611817838889462,0.026546892590957053,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20382342,2000
manuscript_prepared_data__glasses__all_available,participant_plus_day_variation,Sum of fitted participant-curve and participant-day-intercept variation summaries,0.1903430644898606,0.1335748439635561,0.2169734593728081,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20382342,2000
manuscript_prepared_data__glasses__all_available,participant_to_site_ratio,Participant-curve variation divided by site-curve variation,1.705219377727948,1.068379478359936,4.028950103183723,ratio,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20382342,2000
manuscript_prepared_data__glasses__all_available,participant_plus_day_to_site_ratio,Participant-curve plus participant-day-intercept variation divided by site-curve variation,1.9165919498371176,1.201279335115732,4.488673837071566,ratio,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20382342,2000
main__chest__all_available,site_curve_variation,Mean across 48 clock bins of the sample variance across equal-weight site fitted curves,0.10124897437575295,0.04880140162649698,0.11600978351715252,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20296827,2000
main__chest__all_available,participant_curve_variation,Equal-site mean across 48 clock bins of within-site sample variance among fitted participant deviation curves,0.14835703694047772,0.09997115044945977,0.19939155484750926,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20296827,2000
main__chest__all_available,participant_day_intercept_variation,Equal-site mean of participant-specific sample variance among fitted participant-day intercept contributions,0.03480698341910808,0.019672735143123968,0.03912931341402646,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20296827,2000
main__chest__all_available,participant_plus_day_variation,Sum of fitted participant-curve and participant-day-intercept variation summaries,0.1831640203595858,0.12651891891186962,0.22755703718867892,squared log10(melEDI + 0.1 lx) prediction units,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20296827,2000
main__chest__all_available,participant_to_site_ratio,Participant-curve variation divided by site-curve variation,1.465269528458613,0.9730330723816549,3.178540500126376,ratio,"percentile hierarchical cluster bootstrap of fitted contributions; sites, participants within sites, and days within participants; 2000 replicates; conditional on fitted smoothing structure",20296827,2000
