"manifest","path","expected_sha256","observed_sha256","expected_bytes","observed_bytes"
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Applications/Google Chrome.app/Contents/Info.plist","a98f139aaefb99fb6680295fb276d1fefe22fbf5d2fa679d02debf323e5e1053","a98f139aaefb99fb6680295fb276d1fefe22fbf5d2fa679d02debf323e5e1053",18858,18858
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Applications/Google Chrome.app/Contents/MacOS/Google Chrome","a97ff272354d5132343322bd88223b35030ec4d731cc95ca08b4b3f8dee7e4a6","a97ff272354d5132343322bd88223b35030ec4d731cc95ca08b4b3f8dee7e4a6",367696,367696
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/node/bin/node","27db838bb204ef7c21df2931f5656e4c8fb32e6e947f363a402b49714d32b5b1","27db838bb204ef7c21df2931f5656e4c8fb32e6e947f363a402b49714d32b5b1",121306800,121306800
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/node/node_modules/playwright/package.json","ca170ec143a88ed3043ac953eb3b2377b2b97304104f4e1e23316684ce2c35af","ca170ec143a88ed3043ac953eb3b2377b2b97304104f4e1e23316684ce2c35af",1416,1416
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/0e0618520fed_combined_accepted_svg_manifest.json","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2",5539,5539
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/30ff83aac8a9_selection_asset_manifest.csv","30ff83aac8a932d9702e7b7ec9c8c561729703da1a390c022099508067960640","30ff83aac8a932d9702e7b7ec9c8c561729703da1a390c022099508067960640",7553,7553
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/3d1f52ae56b7_report018_final_corpus_independent_acceptance.md","3d1f52ae56b7961a3249bf3a764992ba1da3084aaa68d80845a4b35364dbf8fb","3d1f52ae56b7961a3249bf3a764992ba1da3084aaa68d80845a4b35364dbf8fb",3959,3959
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/6321a3e31aca_planning_source_inventory.csv","6321a3e31acaba62f82330ebc48d8551d7482e77cbdb7532ac13e9b7aefdb270","6321a3e31acaba62f82330ebc48d8551d7482e77cbdb7532ac13e9b7aefdb270",4310,4310
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/e35cf371377c_additional_figure_inventory.csv","e35cf371377c12646de817bd8f47dc0d47b9d90be703242d28f80a7ef1e9af15","e35cf371377c12646de817bd8f47dc0d47b9d90be703242d28f80a7ef1e9af15",3121,3121
"audit/report_harmonization/report018_order72k_s2_capture_recovery_001/input_pins.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/e52f8a9b5382_additional_descriptive_table_inventory.csv","e52f8a9b53827cd0e796d37179baa90e21983ae186b0bfb20b43f37e10e7c530","e52f8a9b53827cd0e796d37179baa90e21983ae186b0bfb20b43f37e10e7c530",946,946
