"path","sha256","bytes","role","original_reference"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-participant-site-manuscript.html","551b4a68b443b3cc8c91c710960a7b03947654fe0dccc1b71277b0fa611e424c",66624,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-participant-site-manuscript.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-brown-main-adherence.html","71eb7e25da5ec7f44e2324cb9da14a667d5411cf7e354ea5920a2f5b84a26334",16953,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-plan-brown-main-adherence.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-descriptive-sample-flow.html","5f856811303db236267269216d61176ff54283174bc824c7f82744f67c2f62c7",19555,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-plan-descriptive-sample-flow.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-recommendation-context.html","acecb8a1860d917ca1a349ad5b71b651285c046e2add21f363fa13f89d3da889",50617,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-recommendation-context.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-brown-cross-window-associations.html","9dc92f253ecb1f0d83256a14db5002a3850c8c1f11c3840e628b7feea1e6a1a6",18615,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-plan-brown-cross-window-associations.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h01-primary-publication-summary.html","ed6f48b284557044d175d17d70d7fb0e9f82c0f28cfadeb6c83338ea531908d0",42964,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h01-primary-publication-summary.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h07-near-results.html","91b2d42d9e92ffa6eda43e84f698057ed4201f69ac1aeecdfd864f773918d863",19651,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h07-near-results.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h06-primary-effects.html","d8eb61fd5f7544325d6ad0e1461b7582da946e91a88505c9dcb16671c7c6ba5c",11191,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h06-primary-effects.html"
"audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html","6831c15b00f9e89b676f9aec846ce2c866bc28b51b541f0080c49d250e7bdcf2",41495,"frozen_selection_table_fragment","figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h05-near-results-a.html","37ba60ddf9becb8f46ebdc4d8159a2cfdf55709cf46e0db3b3affff07a626c4d",20213,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h05-near-results-a.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h05-near-results-b.html","92390b30a8a9218a63bea2e85208d435b99e0cf74ebd50bccad04fcb99ad673b",17466,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h05-near-results-b.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h08-near-eye-results.html","0691c6c8c61428eec8c3448bea5d095db7c22bbcf38ab39097b8b63064c09c88",15982,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h08-near-eye-results.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h09-near-eye-results.html","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9",16973,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h09-near-eye-results.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h10-main-results.html","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193",18766,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h10-main-results.html"
"audit/manuscript_nature_health/figure_table_selection_assets/tbl-h11-global-tests.html","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",14527,"frozen_selection_table_fragment","figure_table_selection_assets/tbl-h11-global-tests.html"
"audit/manuscript_nature_health/figure_table_selection_assets/accepted_output_inventory.csv","fcbf7cfdf6498612e97816dc14f99ea52bac28aba2576b7cf13ff609ce7bd8e2",21159,"linked_provenance_metadata","figure_table_selection_assets/accepted_output_inventory.csv"
"audit/manuscript_nature_health/figure_table_selection_assets/additional_descriptive_table_inventory.csv","e52f8a9b53827cd0e796d37179baa90e21983ae186b0bfb20b43f37e10e7c530",946,"linked_provenance_metadata","figure_table_selection_assets/additional_descriptive_table_inventory.csv"
"audit/manuscript_nature_health/figure_table_selection_assets/additional_figure_inventory.csv","e35cf371377c12646de817bd8f47dc0d47b9d90be703242d28f80a7ef1e9af15",3121,"linked_provenance_metadata","figure_table_selection_assets/additional_figure_inventory.csv"
"audit/manuscript_nature_health/figure_table_selection_assets/planning_source_inventory.csv","6321a3e31acaba62f82330ebc48d8551d7482e77cbdb7532ac13e9b7aefdb270",4310,"linked_provenance_metadata","figure_table_selection_assets/planning_source_inventory.csv"
"audit/manuscript_nature_health/figure_table_selection_assets/selection_asset_manifest.csv","30ff83aac8a932d9702e7b7ec9c8c561729703da1a390c022099508067960640",7553,"linked_provenance_metadata","figure_table_selection_assets/selection_asset_manifest.csv"
"audit/report_harmonization/report018_final_corpus_independent_acceptance.md","3d1f52ae56b7961a3249bf3a764992ba1da3084aaa68d80845a4b35364dbf8fb",3959,"linked_provenance_metadata","../report_harmonization/report018_final_corpus_independent_acceptance.md"
