"check","pass"
"eight_completed_capture_files_match_owner_pins",TRUE
"244_exact_body_cells_in_completed_parts",TRUE
"original_fragment_whitespace_only",TRUE
"17_exact_image_payloads",TRUE
"17_metrics_six_groups_all_14_columns",TRUE
"three_exact_headers_and_final_notes",TRUE
"original_partition_ranges_and_full_column_sets",TRUE
"visible_text_and_image_containment_gates_pass",TRUE
"runtime_7_5_5_description_counts",TRUE
"all_17_runtime_proofs_exact",TRUE
"all_17_hidden_span_texts_and_inline_styles_preserved",TRUE
"source_and_intended_size_dimensions_exact",TRUE
"approved_Table3_and_guard_helper_exact",TRUE
