"path","sha256","actual_bytes","actual_sha256","pass"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/4304aa487b3c_4304aa487b3c_descriptive_overview.svg","4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,"4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/2f9493540f12_2f9493540f12_figure4_exact_layout_replication.svg","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,"2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/012453debcd7_012453debcd7_H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,"012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/63c21b0d084b_63c21b0d084b_near_eye_metric_distributions.svg","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",6313499,"63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/61de5a9df7dd_61de5a9df7dd_time_series_to_metrics.svg","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",150676,"61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/58b7263ac915_58b7263ac915_latitude_photoperiod_diagnostic.svg","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",177168,"58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/11b008bda0e8_main_adherence_levels.svg","11b008bda0e8cfce327a943e23107ec26d31bc7c434184f6636aec4d48861353",8145,"11b008bda0e8cfce327a943e23107ec26d31bc7c434184f6636aec4d48861353",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/ecca6b953916_main_site_workday.svg","ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86",28784,"ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/62414031116e_main_site_free_work.svg","62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5",29691,"62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/200e85cb494e_200e85cb494e_brown_participant_state_raincloud.svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",108600,"200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",TRUE
