role,path,sha256,bytes
native SVG candidate,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/candidate/H05_reader_near_eye_effects.svg,e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3,66573
minimal exporter,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/export_h05_reader_near_eye_effects_svg.R,d3260f625ae8664136de91daacff97cd329456ac0a09100e2f29f95204a9dabd,24295
static exporter review,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/static_exporter_review.csv,cbedcefbd2b564d4963d650aa8aa3227c7a568bb452b6cab6425371608dd5ecc,192
pre-export sealed-pin checks,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/pre_export_pin_checks.csv,9e5e2d697d3ca47f4a1992540f5cb6308e4f4cbde5fbb524a9d681a081687ff4,54396
H05 input-pin checks,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/h05_input_pin_checks.csv,aa94ab2aae19b375c8dd01f6d099228a7f0dd812ec6891ec09159e6883d26a5c,1185
frozen display-source checks,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/source_display_checks.csv,0573f495a8f70d7894216effb301ac663e40ed6486a5c3bd265e11b6517fbb5c,460
native SVG and privacy checks,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/native_svg_checks.csv,35abd00ec59d1ff95aaafe100658d2de8bf8a5d9f14ca2126f639392463fc561,921
visible-label checks,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/visible_label_checks.csv,55be8dee965f4ec38f391f947102ecd0db46aa2afe4f4cc3a96a114f1cf6ce99,2851
post-export protected-pin checks,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/checks/post_export_pin_checks.csv,9e5e2d697d3ca47f4a1992540f5cb6308e4f4cbde5fbb524a9d681a081687ff4,54396
package versions,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/records/package_versions.csv,f1c5fe67b5583d48ebf3c6216c0efef0cc214c43d094384210ac903e236b979d,112
R session information,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/records/session_info.txt,959ad6dd7f7ecf7e02db72308ecbd8fe3ee32604028d899afcdeea1a9311e8d8,1316
execution command record,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/records/execution_command.txt,b6ac2a837c0cc34ed44fc4652e50b3f8b4b6681046e0bfecfe6a6c2f4813d65f,336
candidate-ready completion record,audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/completion_record.md,fb76b120a2a2d02f9ffceca7b255e235916e879859b56396e64127dc169f82cf,1103
accepted PNG input,artifacts/10_figures/H05/H05_reader_near_eye_effects.png,70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5,487117
accepted PDF input,artifacts/10_figures/H05/H05_reader_near_eye_effects.pdf,81977488d595dd660202ea3e498f6db26bbf27bb79bf4955cd8d5796a8851337,7628
frozen near-eye plotting source,artifacts/11_source_data/H05/H05_reader_near_eye_effect_figure_data.csv,e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1,66722
frozen chest common-scale source,artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv,c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb,68557
accepted builder reference,scripts/hypotheses/H05/build_h05_reader_artifacts.R,7cecc2ec14b23085c50da300f04a1506f161df755e21ff636ed92ac1a84a6177,23678
original 71-row release manifest,audit/report_harmonization/report018_order72_release/release_manifest.csv,8e25aa779f0115a3a5da9ffcdc3913b81cd6fb06df0c17c9f6d5825356263526,9379
Order 72b recovery release manifest,audit/report_harmonization/report018_order72_qa_recovery/recovery_release_manifest.csv,8b24d41c73774717532ddb8c21289302c1ef5d4d37e82cff155df418d915e8f2,24080
Order 72b controlling order,audit/report_harmonization/owner_orders/72b_consolidated_svg_qa_and_unstarted_h05_export.md,91921b32f5550df23755eb0105dc19fa23394497cc39b42e962b32e64b4d4ae5,9614
