"target","path","resolved_path","exists"
"../../artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","../../artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv",TRUE
"../preregistration_deviations.qmd#dev-003","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-042","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-001","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-019","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-057","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-044","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-045","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-043","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-044","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-045","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-047","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../preregistration_deviations.qmd#dev-048","../preregistration_deviations.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/notebooks/preregistration_deviations.qmd",TRUE
"../../audit/hypotheses/H11/H11_analysis_preparation.qmd","../../audit/hypotheses/H11/H11_analysis_preparation.qmd","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H11/H11_analysis_preparation.qmd",TRUE
"../../artifacts/09_tables/H11/stage3/H11_reader_samples.csv","../../artifacts/09_tables/H11/stage3/H11_reader_samples.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H11/stage3/H11_reader_samples.csv",TRUE
"../../artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv","../../artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv",TRUE
"../../artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv","../../artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv",TRUE
"../../artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv","../../artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv",TRUE
"../../artifacts/11_source_data/H11/stage3/H11_reader_sex_specific_curves.csv","../../artifacts/11_source_data/H11/stage3/H11_reader_sex_specific_curves.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/11_source_data/H11/stage3/H11_reader_sex_specific_curves.csv",TRUE
"../../artifacts/11_source_data/H11/stage3/H11_reader_female_minus_male_contrasts.csv","../../artifacts/11_source_data/H11/stage3/H11_reader_female_minus_male_contrasts.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/11_source_data/H11/stage3/H11_reader_female_minus_male_contrasts.csv",TRUE
"../../artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv","../../artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv",TRUE
"../../artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv","../../artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv",TRUE
"../../artifacts/11_source_data/H11/stage3/H11_reader_activity_female_minus_male_contrasts.csv","../../artifacts/11_source_data/H11/stage3/H11_reader_activity_female_minus_male_contrasts.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/11_source_data/H11/stage3/H11_reader_activity_female_minus_male_contrasts.csv",TRUE
"../../artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","../../artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv",TRUE
"../../artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","../../artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv",TRUE
"../../artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","../../artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv",TRUE
