"path","role","sealed_sha256","live_sha256","sealed_bytes","live_bytes","exact"
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/browser_link_inventory.json","order60c_completion_evidence","6e3609a2eea3167d5baf0a60f704165defbdc2a4f160536d65e680b3853f9926","6e3609a2eea3167d5baf0a60f704165defbdc2a4f160536d65e680b3853f9926",58576,58576,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/browser_qa_raw.json","order60c_completion_evidence","6107baf7617d8b177476b4be42996f35ed74a06c73937d2373ffa08d937109aa","6107baf7617d8b177476b4be42996f35ed74a06c73937d2373ffa08d937109aa",32248,32248,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/browser_viewport_qa.csv","order60c_completion_evidence","84f621e0bdbf17e525707a1978d2c530fe5c5a1b0a2bd572e7fd5f3cd7ff83bd","84f621e0bdbf17e525707a1978d2c530fe5c5a1b0a2bd572e7fd5f3cd7ff83bd",749,749,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/build_inventory_postqa.csv","order60c_completion_evidence","01ef9869c63d67c42610c55d01832fb78a6b378da6c10b875f422d20825e179d","01ef9869c63d67c42610c55d01832fb78a6b378da6c10b875f422d20825e179d",172992,172992,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/build_inventory_preqa.csv","order60c_completion_evidence","01ef9869c63d67c42610c55d01832fb78a6b378da6c10b875f422d20825e179d","01ef9869c63d67c42610c55d01832fb78a6b378da6c10b875f422d20825e179d",172992,172992,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/check_report018_h11_order60c_no_rerender_completion.R","order60c_completion_evidence","4338fd078c73de265a7d25bd50afbc251c3289c1e5a01124490abc51b84c3af8","4338fd078c73de265a7d25bd50afbc251c3289c1e5a01124490abc51b84c3af8",32103,32103,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/complete_verifier_execution.csv","order60c_completion_evidence","05bda4493b675bcb512bd5506e404c657c6811a9e8d9ef4c9b65c21b3c0afe03","05bda4493b675bcb512bd5506e404c657c6811a9e8d9ef4c9b65c21b3c0afe03",708,708,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/complete_verifier_output.txt","order60c_completion_evidence","938e4ee995cbdaeb8a9dd8a78932a4d64e9510900cbc846c6859590a313dd9af","938e4ee995cbdaeb8a9dd8a78932a4d64e9510900cbc846c6859590a313dd9af",241,241,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/completion_contract_audit.csv","order60c_completion_evidence","4ec04cbb230ab9cb9b071d1f66a78522ce45c5cd1ea3d6cd7829037241b887b6","4ec04cbb230ab9cb9b071d1f66a78522ce45c5cd1ea3d6cd7829037241b887b6",870,870,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/critical_identities_postqa.csv","order60c_completion_evidence","f2796f7b39d6742519e78e68bf227173cb079bc6a2f597cb63b2f8e30b3a4ecb","f2796f7b39d6742519e78e68bf227173cb079bc6a2f597cb63b2f8e30b3a4ecb",5869,5869,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/critical_identities_preqa.csv","order60c_completion_evidence","f2796f7b39d6742519e78e68bf227173cb079bc6a2f597cb63b2f8e30b3a4ecb","f2796f7b39d6742519e78e68bf227173cb079bc6a2f597cb63b2f8e30b3a4ecb",5869,5869,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/execution_boundary_audit.csv","order60c_completion_evidence","27a56f79e7e2cf50ce072b8013bc00558fbccabf4371f4909f5e609461479ea5","27a56f79e7e2cf50ce072b8013bc00558fbccabf4371f4909f5e609461479ea5",630,630,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/execution_notes.md","order60c_completion_evidence","a31e549aefc452f6209a33c0c84303838c51d331a27a8c6c361d85fdb10d64c7","a31e549aefc452f6209a33c0c84303838c51d331a27a8c6c361d85fdb10d64c7",1504,1504,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figure_170mm_qa.csv","order60c_completion_evidence","c4a0c24586ad73052241e217e322e14d93548ef738b705ad9e8fb4f1d1897460","c4a0c24586ad73052241e217e322e14d93548ef738b705ad9e8fb4f1d1897460",2643,2643,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_activity_context_female_to_male_curves.png","order60c_completion_evidence","ecdb1c779142ad4e616b16caa6cff6c8195d7acecbef67e7d04c5ef988a3fad1","ecdb1c779142ad4e616b16caa6cff6c8195d7acecbef67e7d04c5ef988a3fad1",83252,83252,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_chest_residual_dependence.png","order60c_completion_evidence","170b2f2a467cd8d26bb6b4c73cd6a1cb105cd4aa51ba9a9f5130e5fe7b741587","170b2f2a467cd8d26bb6b4c73cd6a1cb105cd4aa51ba9a9f5130e5fe7b741587",39503,39503,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_complementary_chest_curves.png","order60c_completion_evidence","82d1777a3036b4928a7af871c08e5f8d7e2aaf042fa694d74a62447f34731d6e","82d1777a3036b4928a7af871c08e5f8d7e2aaf042fa694d74a62447f34731d6e",95492,95492,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_gap_timing_unaware_chest_curves.png","order60c_completion_evidence","6ae7f8ff75299cced0c2ab08372d54a15564d2e2b6157b689fce378f605e9240","6ae7f8ff75299cced0c2ab08372d54a15564d2e2b6157b689fce378f605e9240",98137,98137,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_gap_timing_unaware_near_eye_curves.png","order60c_completion_evidence","6a94809666a47b875996fe9a0437b7cb4495944ac995d45df380d1e6b72e05e2","6a94809666a47b875996fe9a0437b7cb4495944ac995d45df380d1e6b72e05e2",117991,117991,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_near_eye_residual_dependence.png","order60c_completion_evidence","0259bf7c54caaed8a628ea72e72c644a708d5ad38ede2496957914087e402304","0259bf7c54caaed8a628ea72e72c644a708d5ad38ede2496957914087e402304",40043,40043,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_primary_near_eye_curves.png","order60c_completion_evidence","494a2a7a20a728366149e4581e284e9f7f956b815782cfef9453d69276762ec3","494a2a7a20a728366149e4581e284e9f7f956b815782cfef9453d69276762ec3",115465,115465,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/figures_170mm_642px/H11_reader_primary_residual_summary.png","order60c_completion_evidence","20ddad4cd942c5f174c371d535a379b83f34dbb13d9a4cf3105429db83804e58","20ddad4cd942c5f174c371d535a379b83f34dbb13d9a4cf3105429db83804e58",60806,60806,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_1440x1000_fullpage.png","order60c_completion_evidence","064d1a16e2c0c9606b9a07e207abd8944564fd5fd26f48b00d4b84fce130da56","064d1a16e2c0c9606b9a07e207abd8944564fd5fd26f48b00d4b84fce130da56",1747816,1747816,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_708px_sidebar_open.png","order60c_completion_evidence","93ced91f3932f0ffb9e42fc226d9e4c31661cd71ba934b892e9e59bc3bc2d138","93ced91f3932f0ffb9e42fc226d9e4c31661cd71ba934b892e9e59bc3bc2d138",83731,83731,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_708px_table4_viewport.png","order60c_completion_evidence","dce6ff515fce6c41f3f82c10a1f61f92c6653c557b2bdfa5d62f3af04d5bbefa","dce6ff515fce6c41f3f82c10a1f61f92c6653c557b2bdfa5d62f3af04d5bbefa",116920,116920,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_708px_tabset_1_chest.png","order60c_completion_evidence","4cf683cfb9986d2dcebfcee66b3d753c2c37c5d2e11ecc6d99cc4d10297409a1","4cf683cfb9986d2dcebfcee66b3d753c2c37c5d2e11ecc6d99cc4d10297409a1",85801,85801,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_708px_tabset_2_chest.png","order60c_completion_evidence","db04e962e1792015e96e95819aecc016c167c1ff1b2dee0f339872f9fea1ed7b","db04e962e1792015e96e95819aecc016c167c1ff1b2dee0f339872f9fea1ed7b",87835,87835,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_708x1000_fullpage.png","order60c_completion_evidence","926fd8d68697d8c979755f578b2a8fb8c928cd3790fe9b4ee5f4ffe729917413","926fd8d68697d8c979755f578b2a8fb8c928cd3790fe9b4ee5f4ffe729917413",1381875,1381875,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_720x500_fullpage.png","order60c_completion_evidence","be5a7b1223675d00a0f919dbd50937f78450ec10f08af4fc93bff59488c4f9ef","be5a7b1223675d00a0f919dbd50937f78450ec10f08af4fc93bff59488c4f9ef",1376698,1376698,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_720x500_viewport.png","order60c_completion_evidence","fe67e5f78478e41f40ee6a1b176aa7b2cb4702f2926999c4765927f8a44fe5df","fe67e5f78478e41f40ee6a1b176aa7b2cb4702f2926999c4765927f8a44fe5df",38989,38989,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_deviation_anchor_DEV003.png","order60c_completion_evidence","39f1f4b4e397009db9d1b2c0e3d6d85633780c26f679972601345b80ac4480cf","39f1f4b4e397009db9d1b2c0e3d6d85633780c26f679972601345b80ac4480cf",107018,107018,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/h11_fixed_identities_postrender.csv","order60c_completion_evidence","d991000f9480524e3e92870a03d77ab86e38fb4d20b6867ef03beff6f4208204","d991000f9480524e3e92870a03d77ab86e38fb4d20b6867ef03beff6f4208204",1713,1713,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/h11_held_preparation_manifest_transitions_postrender.csv","order60c_completion_evidence","babcb5d8f046f2505cdc95793bbaede9acd6f87dcbe7c8d0255d4d90a7bc2784","babcb5d8f046f2505cdc95793bbaede9acd6f87dcbe7c8d0255d4d90a7bc2784",1338,1338,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_live_642px_170mm_figure.png","order60c_completion_evidence","e6b15ff3502b0e5093a2beac194a3f9b271f8fd5aa168f458026cf574b12428f","e6b15ff3502b0e5093a2beac194a3f9b271f8fd5aa168f458026cf574b12428f",86597,86597,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/H11_preparation_reciprocal_link.png","order60c_completion_evidence","9b09eaee2d88a84becc8fd8dd7e7b601631ddf537a9ffa85ba868ca48dceac41","9b09eaee2d88a84becc8fd8dd7e7b601631ddf537a9ffa85ba868ca48dceac41",153048,153048,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/h11_source_link_audit.csv","order60c_completion_evidence","3b5f0ac962a1d7d8009e5898c1ce8464ef5a930de137f438bdded1c98f5e9dda","3b5f0ac962a1d7d8009e5898c1ce8464ef5a930de137f438bdded1c98f5e9dda",7261,7261,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/h11_stage3_transitions_postrender.csv","order60c_completion_evidence","895c03f8a13e6572cc8dcace83e34d6342444ac99e18547196d157a62eaac585","895c03f8a13e6572cc8dcace83e34d6342444ac99e18547196d157a62eaac585",921,921,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/h11_transition_test_execution_postrender.csv","order60c_completion_evidence","b1aef623af745ce424669a307fd2837b3b084b45d1dff2e8160e51bb809bd885","b1aef623af745ce424669a307fd2837b3b084b45d1dff2e8160e51bb809bd885",786,786,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/link_qa.csv","order60c_completion_evidence","34b35f7282a6055b93dfe42180da931ce0092baf0ef2d6110829fd18c127f792","34b35f7282a6055b93dfe42180da931ce0092baf0ef2d6110829fd18c127f792",548,548,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/no_drift_audit.csv","order60c_completion_evidence","870991f15a7327d69d876862779ac97802241bb9958f1e640c77df86011a5c6e","870991f15a7327d69d876862779ac97802241bb9958f1e640c77df86011a5c6e",595,595,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/order60c_completion.md","order60c_completion_evidence","1171ec8d8538f529dfe0eec46d432fdda34e9d5cc8258ff2a27fe5d22429cc29","1171ec8d8538f529dfe0eec46d432fdda34e9d5cc8258ff2a27fe5d22429cc29",3133,3133,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/protected_inventory_postqa.csv","order60c_completion_evidence","63985bdd32ed38e93760fd85375acc6f7beb79bc31255751afba5485086af30a","63985bdd32ed38e93760fd85375acc6f7beb79bc31255751afba5485086af30a",50129,50129,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/protected_inventory_preqa.csv","order60c_completion_evidence","63985bdd32ed38e93760fd85375acc6f7beb79bc31255751afba5485086af30a","63985bdd32ed38e93760fd85375acc6f7beb79bc31255751afba5485086af30a",50129,50129,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/qa_preflight.csv","order60c_completion_evidence","4c82a6d3f7fb8d863b240304d24b57559e2ce5878cf690a02d1bb2535d6b48f4","4c82a6d3f7fb8d863b240304d24b57559e2ce5878cf690a02d1bb2535d6b48f4",272,272,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/report018_h10_h11_checks_postrender.csv","order60c_completion_evidence","1a5096b0c5723570b13ce40acc698ae825d51e0a9ceac080bc18beefc5ea01ad","1a5096b0c5723570b13ce40acc698ae825d51e0a9ceac080bc18beefc5ea01ad",1482,1482,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/runtime_versions.csv","order60c_completion_evidence","fffde4d063a0e61ccf1480bb03d25c740666e3748b5a8da3212576f5acf339ea","fffde4d063a0e61ccf1480bb03d25c740666e3748b5a8da3212576f5acf339ea",283,283,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/scientific_inventory_postqa.csv","order60c_completion_evidence","69c13e1ce14fcf3269ec8dfc8bf82c17bae83ae3a5456b0df84a5fbfe6e126e5","69c13e1ce14fcf3269ec8dfc8bf82c17bae83ae3a5456b0df84a5fbfe6e126e5",29331,29331,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/scientific_inventory_preqa.csv","order60c_completion_evidence","69c13e1ce14fcf3269ec8dfc8bf82c17bae83ae3a5456b0df84a5fbfe6e126e5","69c13e1ce14fcf3269ec8dfc8bf82c17bae83ae3a5456b0df84a5fbfe6e126e5",29331,29331,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/server_lifecycle.csv","order60c_completion_evidence","c6ab2f7a42dd78dab102f7d0c6b079793be8f459f2972d88040916257ee91747","c6ab2f7a42dd78dab102f7d0c6b079793be8f459f2972d88040916257ee91747",1479,1479,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/stage3_test_transition_audit.csv","order60c_completion_evidence","b402ded4a70982c60a4a7578dfd02a204d6a1c14ad5cfbce3dc998482ba9fe03","b402ded4a70982c60a4a7578dfd02a204d6a1c14ad5cfbce3dc998482ba9fe03",899,899,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_01.png","order60c_completion_evidence","b12a7d57a7f7fa41ef0a875145431a1ccdbfaebc202fdfd96264e50db9d8e888","b12a7d57a7f7fa41ef0a875145431a1ccdbfaebc202fdfd96264e50db9d8e888",13313,13313,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_02.png","order60c_completion_evidence","11a487dc2534b46b7f0c9063227c2ccead4147c5d5a72daaad9c4f10fe2b73ac","11a487dc2534b46b7f0c9063227c2ccead4147c5d5a72daaad9c4f10fe2b73ac",20979,20979,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_03.png","order60c_completion_evidence","7af37bd2cc65c339de31a2ce56c0120cd12a1ae6af80a7af5300212b20bdb750","7af37bd2cc65c339de31a2ce56c0120cd12a1ae6af80a7af5300212b20bdb750",17123,17123,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_04.png","order60c_completion_evidence","72968c80b0a78613519b57affd2e85ddfb7862109906eb772e4fcc2080db90d7","72968c80b0a78613519b57affd2e85ddfb7862109906eb772e4fcc2080db90d7",19300,19300,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_05.png","order60c_completion_evidence","2bf8d760e620ebbc0e78d6c4fe4145b49e8fc7a2926580dc361ff1f3f25f35ab","2bf8d760e620ebbc0e78d6c4fe4145b49e8fc7a2926580dc361ff1f3f25f35ab",20803,20803,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_06.png","order60c_completion_evidence","229bdb979da0f505ba661c744c59cbac1fa96914d9b5772ef0c164116df80745","229bdb979da0f505ba661c744c59cbac1fa96914d9b5772ef0c164116df80745",21519,21519,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_07.png","order60c_completion_evidence","a4a82049424d239284745781c3e631fcc0bd2e411c9acadd007917b1c9b96b9d","a4a82049424d239284745781c3e631fcc0bd2e411c9acadd007917b1c9b96b9d",16226,16226,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_08.png","order60c_completion_evidence","1a1649ad31454e6c417c4926dc1a859ce77678497bcb615bdc7ad460ed09acc1","1a1649ad31454e6c417c4926dc1a859ce77678497bcb615bdc7ad460ed09acc1",44878,44878,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_09.png","order60c_completion_evidence","6aeed1471f752cbcddf09854bd056d207951dbcc365bca6ec52fb5470186b51f","6aeed1471f752cbcddf09854bd056d207951dbcc365bca6ec52fb5470186b51f",28580,28580,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_10.png","order60c_completion_evidence","87c1e3b4c853ff5fca8f77723a33d668d5545872d263ad1e059503db67c04fb2","87c1e3b4c853ff5fca8f77723a33d668d5545872d263ad1e059503db67c04fb2",11894,11894,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_11.png","order60c_completion_evidence","926361276ed02e205b991873ad0fa8954be3ca0d03f7832b55f9b1d6c9f1bb6a","926361276ed02e205b991873ad0fa8954be3ca0d03f7832b55f9b1d6c9f1bb6a",14799,14799,TRUE
