run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,converged,positive_definite_hessian,singular,max_gradient,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,participants_with_lag1,median_participant_lag1,pooled_within_participant_lag1,serial_dependence_status,fit_error,fit_warnings,diagnostic_status,model_adequacy,specified_limitations
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.12613097262276007,1.6495312789088683,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.11937959273349134,2.2910562794682385,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.12098124998281999,1.7007995614626203,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.0501847072754442,1.7227349960391645,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.03213737755235326,2.4456806398510085,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.009894492858807741,1.1671786337052241,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.02152668669972233,1.4554699807738363,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.04129888066241252,1.2673917586511336,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,0,,,NOT_APPLICABLE,,,PASS,acceptable,
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,TRUE,TRUE,FALSE,2.460183168295771e-6,,,,,,,,,NOT_APPLICABLE,7.570181459730828e-17,2.5840894851888305,0.014492753623188406,0.006688963210702341,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,153,-0.020158766694987423,0.0012785369092824322,PASS_DESCRIPTIVE_CHECK,,,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,TRUE,TRUE,FALSE,5.683773451892193e-6,,,,,,,,,NOT_APPLICABLE,5.79989717919634e-17,2.562839025655306,0.014492753623188406,0.006688963210702341,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,153,-0.020158766694987423,6.698568074815433e-4,PASS_DESCRIPTIVE_CHECK,,,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC
