path,artifact_type,sha256,bytes,producer,r_version,main_input_manifest_sha256,manuscript_prepared_input_manifest_sha256,model_implementation_id
artifacts/07_models/H01/H01_fit_results.rds,rds,726013287e9bfff06e12905f1fd87a784297ab39d55921ed1e80bb1ee76d7d13,18284,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,12cf24f427feab75783024ff9038085bc616b06ee5761ef642209dc0f3607b06,20140,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_models.rds,rds,d30ad1e7e85ce99f8f6c2c351aa3794e0492afac6eb5d569d439f3f7459c77f5,227012,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,rds,37ce1761efee329412f2e7f2f9d5aaea57f9eb2c6c4e06f10ad506756384fba6,15768,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,rds,e2c66d98010979bc9bff7e892050b97e6df4e60cde49ed052b3fa0bb5697f676,197280,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,68d5eeeec97488ac7ed2a88882f1939e42b611b67b2e0f6b8f7f7fcef43955d7,19620,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_models.rds,rds,5df6d48b81b19ef8d9601e21cf5398e9dd8d61233e72ecfcd54a014dc82c8769,228456,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,rds,e9e711046f1a11294bafd96e0fe89325d6c184f454b86d2cb45ade4e5a399591,15672,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,rds,7d3d9b4b8f272709bd30a8c2f662f42465e8015a7ebfbd2fc912f0306e55f032,197220,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,015da567235e0f4c73036093847ece8e71e22bc47ce96f9d4d7d46661b08ca0d,16144,scripts/hypotheses/H01/run_h01_models.R,4.6.1,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,new_h01_h11
