"check","pass"
"package_pin",TRUE
"continued_final_package_009_final_manifest.csv",TRUE
"frames_manifest.csv",TRUE
"saved_frame_validation_001_manifest.csv",TRUE
"models_BA-LB-CALENDAR-CHUNKS_manifest.csv",TRUE
"estimands_manifest.csv",TRUE
"original_input_pin_and_flag",TRUE
"frame_unchanged_in_fit",TRUE
"support_and_date_class",TRUE
"explicit_input_and_model_links",TRUE
"certificate_without_author_acceptance",TRUE
"stored_response_exact",TRUE
"stored_technical_eligibility",TRUE
"exact_saved_gradient",TRUE
"boundary_caution_not_hidden",TRUE
"grid_membership_and_factors",TRUE
"fixed_coefficient_design",TRUE
"only_registered_random_groups",TRUE
"participant_diagonal_design",TRUE
"intercept_group_dimensions",TRUE
"every_random_component_integrated",TRUE
"independent_response_means",TRUE
"quadrature_reconciliation",TRUE
"fixed_covariance_retained",TRUE
"full_gradient_and_cell_covariance",TRUE
"complete_equal_site_weight_matrix",TRUE
"all_three_contrasts_no_family",TRUE
"primary_rows_exact",TRUE
"contrast_1",TRUE
"contrast_2",TRUE
"contrast_3",TRUE
"comparison_statuses_exact",TRUE
"owner_export_checks",TRUE
