run_id,metric_id,participants,participant_days,observations,sites,first_date,last_date,photoperiod_min,photoperiod_max,unique_photoperiod,unique_latitude
primary__near_eye,daily_geometric_mean_medi,141,816,816,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,527,9
primary__near_eye,m10_mean_medi,141,816,816,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,527,9
primary__near_eye,l10_mean_medi,141,816,816,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,527,9
primary__near_eye,duration_above_1000,141,816,816,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,527,9
primary__near_eye,duration_above_250_wake,141,737,737,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,489,9
primary__near_eye,duration_below_10_pre_sleep,139,655,655,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,450,9
primary__near_eye,duration_below_1_sleep_environment,141,778,778,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,508,9
primary__near_eye,longest_bout_above_250,141,816,816,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,527,9
primary__near_eye,dose_time_sensitive_corrected_medi,141,761,761,9,2023-08-15,2025-10-19,10.329644992086623,20.52484733098083,508,9
primary__chest,daily_geometric_mean_medi,154,902,902,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,550,8
primary__chest,m10_mean_medi,154,902,902,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,550,8
primary__chest,l10_mean_medi,154,902,902,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,550,8
primary__chest,duration_above_1000,154,902,902,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,550,8
primary__chest,duration_above_250_wake,154,818,818,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,517,8
primary__chest,duration_below_10_pre_sleep,153,743,743,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,474,8
primary__chest,duration_below_1_sleep_environment,154,861,861,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,533,8
primary__chest,longest_bout_above_250,154,902,902,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,550,8
primary__chest,dose_time_sensitive_corrected_medi,154,851,851,8,2024-05-14,2025-10-19,10.329644992086623,20.52484733098083,534,8
