placement,metric_id,omitted_site,run_id,evaluated_grid_points,evaluated_grid_min,evaluated_grid_max,maximum_absolute_difference,median_absolute_difference,maximum_absolute_log_ratio,net_change_loso,net_change_main,direction_agreement,any_full_loso_supported_point,fit_status,concurvity_estimate,smooth_edf,k_index,k_p_value,pooled_consecutive_day_lag1,metric_order,manuscript_name,effect_scale,display_unit,influence_disposition
chest,daily_geometric_mean_medi,BAUA,loso__chest__omit_baua,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.99854999583564,1.887368241494912,0.9251782872777418,0.01,-0.00225902958800973,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,FUSPCEU,loso__chest__omit_fuspceu,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9984433561918606,1.3208417620975612,0.902693475738869,0,-0.06900390970219794,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,IZTECH,loso__chest__omit_iztech,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9985682332309244,1.7016816806070154,0.8855588137546881,0,-0.02687487313725999,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,KNUST,loso__chest__omit_knust,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9986273240100718,2.287663211160176,0.9169982159217916,0.0125,-0.03920623221366076,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,RISE,loso__chest__omit_rise,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9991414494997752,1.645910747486566,0.9243478725170868,0.0125,-0.02380096781899973,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,THUAS,loso__chest__omit_thuas,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.999006413143885,1.673266854620778,0.931437508180236,0.03,-0.00714184924545097,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,TUM,loso__chest__omit_tum,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9986688463323856,1.818440983978621,0.9087448772095864,0.0075,-0.02005439017847277,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,daily_geometric_mean_medi,UCR,loso__chest__omit_ucr,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9985418776759551,1.439401918701979,0.94714984729186,0.06,-0.07557455024682942,1,Mean melEDI,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,BAUA,loso__chest__omit_baua,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.99854999583564,1.0009159075711862,0.9434495685416588,0.0575,-0.00536497909635881,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,FUSPCEU,loso__chest__omit_fuspceu,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9984433561918606,1.0005922820540047,0.9417590590566288,0.05,-0.08989415219274327,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,IZTECH,loso__chest__omit_iztech,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9985682332309244,1.2360419338227688,0.9225234202589138,0.0125,-0.0517360057995593,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,KNUST,loso__chest__omit_knust,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9986273240100718,2.9135373611445905,0.9518535734837236,0.0675,-0.03474841266666833,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,RISE,loso__chest__omit_rise,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9991414494997752,1.5620400372527308,0.960851653392666,0.0875,-0.03022056134708412,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,THUAS,loso__chest__omit_thuas,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.999006413143885,1.0005697602450905,0.9466967019952456,0.0475,0.00437212612059341,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,TUM,loso__chest__omit_tum,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9986688463323856,1.0022392802888846,0.9335853254131872,0.0275,-0.01429096751326688,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,m10_mean_medi,UCR,loso__chest__omit_ucr,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9985418776759551,1.0005108646070804,0.9861941113927712,0.325,-0.06334483270756411,2,Brightest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,l10_mean_medi,BAUA,loso__chest__omit_baua,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.99854999583564,2.7531312912047463,1.023709580412169,0.71,-0.00731103144819297,3,Darkest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,l10_mean_medi,FUSPCEU,loso__chest__omit_fuspceu,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9984433561918606,2.604087637858765,0.9955828981610896,0.4075,-0.01285523018754391,3,Darkest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,l10_mean_medi,IZTECH,loso__chest__omit_iztech,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9985682332309244,2.1322720255623517,0.9767576430211766,0.215,0.01775551539595233,3,Darkest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,l10_mean_medi,KNUST,loso__chest__omit_knust,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9986273240100718,2.761452559996001,1.0163667625836963,0.665,-0.02629365203173981,3,Darkest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
chest,l10_mean_medi,RISE,loso__chest__omit_rise,0,,,,,,,,,FALSE,WARN_CONCURVITY,0.9991414494997752,2.665223682519779,0.9968593997184324,0.4425,-0.004349049342041,3,Darkest 10 h mean,ratio,lx,NO_POOLED_SUPPORT_FOR_NUMERIC_CURVE_INFLUENCE
