run_id,placement,metric_id,metric_order,manuscript_name,photoperiod_hours,link_estimate,link_se,response_estimate,response_lower_pointwise,response_upper_pointwise,sites,participants,participant_days,max_site_share,pooled_eligible,loso_eligible
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.3,0.34701010895419937,0.08865758240194745,2.1233616426316155,1.3901995931439461,3.2172314746753874,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.4,0.358291619003591,0.08565849748494193,2.1818737847526664,1.4502582419891759,3.2587616749969928,1,11,57,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.5,0.36957287082248785,0.08278346076406153,2.241924396671749,1.5118338392075843,3.3027141919434446,1,13,64,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.600000000000001,0.3808531099906093,0.08004713786290667,2.3035497177118858,1.5748025085494495,3.349392520026975,3,28,155,0.4645161290322581,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.700000000000001,0.3921309081602388,0.07746533981201115,2.366782780554763,1.6390082089237312,3.3991308581616724,3,31,164,0.4817073170731707,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.8,0.40340428562794506,0.07505335661944218,2.431653621419901,1.7042736628650719,3.452271582056453,3,33,180,0.5055555555555555,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.9,0.4146708063871548,0.072824504990327,2.498189398605362,1.7704125137341071,3.5091440264951834,3,31,171,0.45614035087719296,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11,0.4259276920180496,0.07078889654488986,2.5664146820993414,1.8372425717268381,3.570044918833969,3,29,162,0.43209876543209874,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.100000000000001,0.43717178721680666,0.06895263435079602,2.6363508886780918,1.9045971438991436,3.6352224155149773,2,28,121,0.5289256198347108,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.200000000000001,0.4483995686053629,0.06731727174051029,2.7080159388488263,1.972335851888754,3.7048627618166257,2,26,116,0.5517241379310345,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.3,0.45960726061208657,0.06587957793415385,2.781424606604063,2.0403542557806547,3.7790811105777236,2,20,111,0.5315315315315315,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.4,0.4707908938601997,0.0646317382012044,2.8565885716838846,2.1085895589926236,3.857917824350699,2,22,97,0.5463917525773195,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.5,0.48194636069543567,0.06356185782797706,2.9335164942758754,2.1770229536316603,3.9413392874968722,2,19,84,0.5952380952380952,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.600000000000001,0.493069477351922,0.06265466089615772,3.0122141815734023,2.245679101235804,4.029242191262934,1,10,46,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.700000000000001,0.5041559978834627,0.06189248438966653,3.0926844563113765,2.3146209120807173,4.1214634962258305,1,10,43,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.8,0.5152015541980588,0.0612567547852108,3.174926475426696,2.383936681765521,4.217800650146828,1,8,34,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.9,0.526201654108044,0.06072929172618675,3.2589354205803023,2.45372677249043,4.3180322190953,2,14,55,0.6727272727272727,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12,0.5371516900484267,0.06029339880701469,3.3447022605401857,2.524090445079215,4.421937757908518,1,6,35,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.100000000000001,0.5480469438468994,0.05993468376609757,3.4322134820187387,2.5951138895878216,4.529315343873296,1,6,32,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.200000000000001,0.5588826205539112,0.059641284138253536,3.5214510599867923,2.666864247923285,4.639989607268615,1,6,26,1,FALSE,FALSE
