run_id,sensitivity,data_scenario,placement,metric_id,metric_order,manuscript_name,photoperiod_hours,response_estimate,response_lower_pointwise,response_upper_pointwise,support_sites,support_participants,support_participant_days,support_max_site_share,pooled_eligible,loso_eligible
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.3,2.1726388940067882,1.3162476833021903,3.546881547237346,0,0,0,,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.4,2.2234615244891875,1.3711644499937647,3.5695241349833458,1,10,53,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.5,2.275421257886666,1.42748008051988,3.594075113895688,1,12,59,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.6,2.3285450657036066,1.4851053102264673,3.6207818925991098,2,18,97,0.6907216494845361,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.7,2.3828614934177668,1.543928981439897,3.649919409594692,2,19,104,0.7115384615384616,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.8,2.4384002554041997,1.6038247443087956,3.681771498599806,2,21,116,0.7413793103448276,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.9,2.495191944854948,1.6646574966816734,3.7166166767799353,2,19,103,0.7087378640776699,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11,2.5532677637993824,1.7262905045277024,3.7547152323050312,2,17,92,0.7065217391304348,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.1,2.612659111489638,1.7885917911421605,3.7962996078139013,1,14,58,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.2,2.6733971599174318,1.8514404921975598,3.8415661596609847,1,12,58,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.3,2.7355127719609804,1.914733297824053,3.8906684863139587,1,10,54,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.4,2.799036431714139,1.9783894470130163,3.9437138691616993,1,12,51,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.5,2.863998423568712,2.0423547599773957,4.000761843482218,1,10,49,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.6,2.9304291694165054,2.1066044540595548,4.06182471396505,1,10,45,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.7,2.9983591783684114,2.1711425650237706,4.12687230032136,1,10,42,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.8,3.0678177270251314,2.235993768300725,4.195845857052304,1,8,33,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.9,3.1388321595854825,2.3011941897020054,4.268673638705997,1,8,36,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12,3.2114271847447897,2.36678053712208,4.345288032254377,1,6,34,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.1,3.2856237727307644,2.4327773507418966,4.42564388540593,1,6,32,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.2,3.361439455635514,2.499191004741703,4.509727828071243,1,6,26,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.3,3.438888227201145,2.5660038931427662,4.597566240182609,0,0,0,,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.4,3.5179795152064988,2.6331671464618984,4.689233541533913,0,0,0,,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.5,3.5987180178235088,2.700599394879481,4.784852507068752,1,15,78,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.6,3.6811023022996947,2.7681836859397273,4.884595195398684,1,15,78,1,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.7,3.7651148258285487,2.835741669192489,4.988701357346893,0,0,0,,FALSE,FALSE
paired__near_eye,paired_common_placement,primary,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.8,3.8507243534158793,2.90306162520009,5.0974367710930215,0,0,0,,FALSE,FALSE
