run_id,placement,metric_order,manuscript_name,metric_id,model_id,measure,supplier_term,target_term,concurvity
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,worst,para,"te(abs_latitude_deg,photoperiod_hours)",3.9273710194166117e-25
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,worst,"te(abs_latitude_deg,photoperiod_hours)","te(abs_latitude_deg,photoperiod_hours)",1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,worst,s(site),"te(abs_latitude_deg,photoperiod_hours)",1.0000000000000004
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,worst,s(site_participant),"te(abs_latitude_deg,photoperiod_hours)",1.0000000000000004
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,observed,para,"te(abs_latitude_deg,photoperiod_hours)",1.2901016069464207e-32
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,observed,"te(abs_latitude_deg,photoperiod_hours)","te(abs_latitude_deg,photoperiod_hours)",1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,observed,s(site),"te(abs_latitude_deg,photoperiod_hours)",0.6872131492253443
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,observed,s(site_participant),"te(abs_latitude_deg,photoperiod_hours)",0.9990640975246294
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,estimate,para,"te(abs_latitude_deg,photoperiod_hours)",5.9007611163897334e-30
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,estimate,"te(abs_latitude_deg,photoperiod_hours)","te(abs_latitude_deg,photoperiod_hours)",1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,estimate,s(site),"te(abs_latitude_deg,photoperiod_hours)",0.4730514793246964
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,registered_tensor,estimate,s(site_participant),"te(abs_latitude_deg,photoperiod_hours)",0.9958672497906838
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,worst,para,s(photoperiod_hours),4.8510725122461986e-29
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,worst,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,worst,s(site),s(photoperiod_hours),0.6647896281559723
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,worst,s(site_participant),s(photoperiod_hours),0.9992810209084715
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,observed,para,s(photoperiod_hours),4.877554577938366e-31
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,observed,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,observed,s(site),s(photoperiod_hours),0.5878861449297846
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,observed,s(site_participant),s(photoperiod_hours),0.9988475010116212
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,estimate,para,s(photoperiod_hours),7.247231709788763e-31
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,estimate,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,estimate,s(site),s(photoperiod_hours),0.5294018361666325
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_smooth,estimate,s(site_participant),s(photoperiod_hours),0.9986315116674476
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,worst,para,s(photoperiod_hours),1.5748459791281237e-23
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,worst,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,worst,s(site),s(photoperiod_hours),0.7266415607527854
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,worst,s(site_participant),s(photoperiod_hours),0.9993743979238597
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,observed,para,s(photoperiod_hours),1.1810937016594934e-30
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,observed,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,observed,s(site),s(photoperiod_hours),0.5882345397646859
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,observed,s(site_participant),s(photoperiod_hours),0.9988497298490553
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,estimate,para,s(photoperiod_hours),1.675480473618332e-26
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,estimate,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,estimate,s(site),s(photoperiod_hours),0.5185080348378521
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_expanded_basis,estimate,s(site_participant),s(photoperiod_hours),0.9984377370536627
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,worst,para,s(photoperiod_hours),4.851072512246154e-29
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,worst,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,worst,s(site_participant),s(photoperiod_hours),0.9992810209084733
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,observed,para,s(photoperiod_hours),5.82085757371435e-31
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,observed,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,observed,s(site_participant),s(photoperiod_hours),0.9987784929942422
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,estimate,para,s(photoperiod_hours),7.247231709788696e-31
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,estimate,s(photoperiod_hours),s(photoperiod_hours),1
primary__near_eye,near_eye,1,Mean melEDI,daily_geometric_mean_medi,adapted_photoperiod_fixed_site,estimate,s(site_participant),s(photoperiod_hours),0.9986315116674476
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,worst,para,"te(abs_latitude_deg,photoperiod_hours)",3.9273710194166117e-25
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,worst,"te(abs_latitude_deg,photoperiod_hours)","te(abs_latitude_deg,photoperiod_hours)",1
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,worst,s(site),"te(abs_latitude_deg,photoperiod_hours)",1.0000000000000004
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,worst,s(site_participant),"te(abs_latitude_deg,photoperiod_hours)",1.0000000000000004
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,observed,para,"te(abs_latitude_deg,photoperiod_hours)",1.8560301053135294e-30
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,observed,"te(abs_latitude_deg,photoperiod_hours)","te(abs_latitude_deg,photoperiod_hours)",1
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,observed,s(site),"te(abs_latitude_deg,photoperiod_hours)",0.6636982705133135
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,observed,s(site_participant),"te(abs_latitude_deg,photoperiod_hours)",0.9982429645180654
primary__near_eye,near_eye,2,Brightest 10 h mean,m10_mean_medi,registered_tensor,estimate,para,"te(abs_latitude_deg,photoperiod_hours)",5.9007611163897334e-30
