run_id,placement,metric_id,metric_order,manuscript_name,photoperiod_hours,sites,participants,participant_days,max_site_share,pooled_eligible,loso_eligible
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.3,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.4,1,11,57,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.5,1,13,64,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.600000000000001,3,28,155,0.4645161290322581,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.700000000000001,3,31,164,0.4817073170731707,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.8,3,33,180,0.5055555555555555,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,10.9,3,31,171,0.45614035087719296,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11,3,29,162,0.43209876543209874,TRUE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.100000000000001,2,28,121,0.5289256198347108,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.200000000000001,2,26,116,0.5517241379310345,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.3,2,20,111,0.5315315315315315,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.4,2,22,97,0.5463917525773195,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.5,2,19,84,0.5952380952380952,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.600000000000001,1,10,46,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.700000000000001,1,10,43,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.8,1,8,34,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,11.9,2,14,55,0.6727272727272727,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12,1,6,35,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.100000000000001,1,6,32,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.200000000000001,1,6,26,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.3,1,5,16,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.4,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.5,1,15,81,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.600000000000001,1,15,81,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.700000000000001,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.8,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,12.9,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.100000000000001,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.200000000000001,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.3,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.4,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.5,1,6,16,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.600000000000001,1,5,19,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.700000000000001,2,10,40,0.55,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.8,1,5,28,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,13.9,1,7,30,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14,1,7,32,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.100000000000001,1,7,34,1,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.200000000000001,2,13,60,0.5666666666666667,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.3,2,13,62,0.5161290322580645,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.400000000000002,2,11,64,0.5625,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.5,2,12,63,0.6031746031746031,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.600000000000001,2,12,62,0.6612903225806451,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.700000000000001,2,12,54,0.6666666666666666,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.8,2,12,49,0.6530612244897959,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,14.900000000000002,2,10,47,0.6382978723404256,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15,2,10,44,0.5454545454545454,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.100000000000001,2,11,40,0.525,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.200000000000001,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.3,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.400000000000002,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.5,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.600000000000001,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.700000000000001,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.8,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,15.900000000000002,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,16,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,16.1,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,16.200000000000003,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,16.3,0,0,0,,FALSE,FALSE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,16.400000000000002,0,0,0,,FALSE,FALSE
