run_id,placement,metric_id,metric_order,manuscript_name,omitted_site,method_id,grid_points,recorded_photoperiod_min,recorded_photoperiod_max,any_pointwise_detected_increase,any_pointwise_detected_decrease,plateau_pattern,last_detected_increase,plateau_transition_lower,plateau_start,plateau_tail_span_hours,plateau_start_fraction_of_recorded_range,derivative_before_transition,derivative_before_lower,derivative_before_upper,derivative_at_plateau_start,derivative_at_plateau_start_lower,derivative_at_plateau_start_upper,derivative_at_recorded_end,derivative_at_recorded_end_lower,derivative_at_recorded_end_upper,disposition,main_plateau_pattern,main_plateau_start,main_disposition,classification_agrees,boundary_difference_hours
loso__near_eye__omit_rise,near_eye,daily_geometric_mean_medi,1,Mean melEDI,RISE,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,18.223782843152684,TRUE,FALSE,TRUE,15.83161985798115,15.83161985798115,15.911358624153536,2.3124242189991477,0.7070707070707073,0.06609502850347972,1.392792976859375e-4,0.13205077770927348,0.06537392549551296,-0.0022639733294458064,0.13301182432047173,0.054938108062266504,-0.061350491933201724,0.17122670805773474,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.2882513509327822
loso__near_eye__omit_thuas,near_eye,daily_geometric_mean_medi,1,Mean melEDI,THUAS,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.096628133279307,16.096628133279307,16.199609975086318,4.325237355894512,0.5757575757575758,0.05503775706681009,8.615120019538833e-4,0.1092140021316663,0.053065362912885175,-0.002037871242759469,0.10816859706852983,0.008676366096071739,-0.11632674924738569,0.13367948143952918,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0
loso__near_eye__omit_baua,near_eye,daily_geometric_mean_medi,1,Mean melEDI,BAUA,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.272773398823208,15.272773398823208,15.37575524063022,5.14909209035061,0.4949494949494949,0.05539488136508846,0.001154654950544183,0.10963510777963273,0.0533610939737753,-7.500635917659787e-4,0.10747225153931658,0.007428303117585418,-0.10613569926324118,0.120992305498412,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.8238547344560985
loso__near_eye__omit_mpi,near_eye,daily_geometric_mean_medi,1,Mean melEDI,MPI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.199609975086318,16.199609975086318,16.30259181689333,4.2222555140875,0.5858585858585859,0.05333870954768996,0.002157765189610507,0.10451965390576942,0.05169794552437864,-8.519257140118947e-4,0.10424781676276917,0.0156554572812072,-0.11586568264596306,0.14717659720837747,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0.10298184180701142
loso__near_eye__omit_tum,near_eye,daily_geometric_mean_medi,1,Mean melEDI,TUM,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.30259181689333,16.30259181689333,16.40557365870034,4.119273672280489,0.5959595959595958,0.05201037415197015,0.002394282957143397,0.1016264653467969,0.05048963277232176,-1.616327485143773e-4,0.1011408982931579,0.011063643983014505,-0.11024945468427909,0.1323767426503081,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0.20596368361402284
loso__near_eye__omit_fuspceu,near_eye,daily_geometric_mean_medi,1,Mean melEDI,FUSPCEU,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.489451321429677,20.52484733098083,TRUE,FALSE,TRUE,16.064671326735873,16.064671326735873,16.166038963195987,4.358808367784842,0.5656565656565659,0.05174182758488957,0.001661410297297751,0.1018222448724814,0.04996297963490463,-7.976083963070688e-4,0.10072356766611634,0.007513935936872945,-0.11841196027275294,0.13343983214649882,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.03357101189033074
loso__near_eye__omit_iztech,near_eye,daily_geometric_mean_medi,1,Mean melEDI,IZTECH,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.993646291472293,15.993646291472293,16.096628133279307,4.428219197701523,0.5656565656565657,0.05325834304377553,0.0014917339725276577,0.10502495211502341,0.05082032254508441,-0.0012683847060494524,0.10290902979621827,-0.001828041508940523,-0.1298272246347734,0.12617114161689233,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.10298184180701142
loso__near_eye__omit_ucr,near_eye,daily_geometric_mean_medi,1,Mean melEDI,UCR,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.096628133279307,16.096628133279307,16.199609975086318,4.325237355894512,0.5757575757575758,0.0505089219992578,3.84732992712071e-4,0.10063311100580352,0.04867631470624736,-0.0022784746092371216,0.09963110402173184,0.00839791983438998,-0.11304165654692204,0.129837496215702,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0
loso__near_eye__omit_knust,near_eye,daily_geometric_mean_medi,1,Mean melEDI,KNUST,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.37575524063022,15.37575524063022,15.478737082437233,5.046110248543597,0.5050505050505051,0.047212301357642275,9.778948483700547e-4,0.0934467078669145,0.04501340946390975,-9.228492641182376e-4,0.09094966819193773,0.0016505289678455672,-0.1017034102062264,0.10500446814191754,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.7208728926490853
loso__near_eye__omit_rise,near_eye,m10_mean_medi,2,Brightest 10 h mean,RISE,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,18.223782843152684,TRUE,FALSE,TRUE,13.997628236016308,13.997628236016308,14.077367002188693,4.146415840963991,0.4747474747474748,0.0902080449438214,0.0013744194037697555,0.17904167048387304,0.0879581002969256,-9.559679810349497e-4,0.17687216857488616,0.03377947523606377,-0.133279749919881,0.20083870039200852,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,15.272773398823208,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-1.1954063966345156
