run_id,metric_id,model_id,fit_status,error,warnings,elapsed_seconds,observations,coefficients,model_edf,edf2_available,design_columns,design_rank,design_condition,target_smooth_design_rank,maximum_hat,maximum_participant_leverage_share,converged,optimizer_message,gradient_max_abs,hessian_min_eigenvalue,smooth_label,smooth_edf,smooth_reference_df,smooth_statistic,smooth_p_raw,k_prime,k_edf,k_index,k_p_value,concurvity_worst,concurvity_observed,concurvity_estimate,consecutive_day_pairs,participants_with_three_pairs,pooled_consecutive_day_lag1,median_participant_lag1,temporal_status,tweedie_power,dispersion,distance_to_lower_power_bound,distance_to_upper_power_bound
paired__near_eye,daily_geometric_mean_medi,registered_null,PASS,,,1.169999999999959,643,121,92.78327512168168,TRUE,121,112,13067115791785812,,0.23959660050886178,0.00940949354368388,TRUE,full convergence,7.804910751474381e-5,2.53742717529502,,,,,,,,,,,,,516,108,0.004313606751702873,-0.05270916649968811,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.09927018669612937,,
paired__near_eye,daily_geometric_mean_medi,adapted_photoperiod_linear,PASS,,,1.197999999999979,643,122,89.64333971289376,TRUE,122,113,936346850977769200,,0.22603604502850844,0.009518286012669514,TRUE,full convergence,4.004740283392039e-6,1.6623840266130387,,,,,,,,,,,,,516,108,0.01477144410014977,-0.0549034528921486,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.09940236182220444,,
paired__near_eye,daily_geometric_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.1790000000000873,643,126,89.25005208670427,TRUE,126,117,76398727953699630,5,0.2236288953378485,0.009544276461235988,TRUE,full convergence,1.4304248452390311e-8,0.316777081539411,s(photoperiod_hours),1.9605837957324712,2.065360364289189,13.994852285688411,1.5344388278881738e-6,5,1.9605837957324712,0.9199325155875381,0.02,0.9994041937741069,0.9991634323917372,0.9987682944714568,516,108,0.016060880696486667,-0.06456878144735367,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.09944029005821689,,
paired__near_eye,m10_mean_medi,registered_null,PASS,,,1.0370000000000346,643,121,84.77133462191792,TRUE,121,112,13067115791785812,,0.20737720599388404,0.009623211894309276,TRUE,full convergence,7.126459422579501e-10,2.3107173234147127,,,,,,,,,,,,,516,108,1.7413956830111355e-4,0.03301428367895813,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.2812395342679307,,
paired__near_eye,m10_mean_medi,adapted_photoperiod_linear,PASS,,,0.75,643,122,81.21989980839753,TRUE,122,113,936346850977769200,,0.19348422236533708,0.009758050676353444,TRUE,full convergence,1.582577624503756e-9,1.5701657040272339,,,,,,,,,,,,,516,108,0.010637795581954166,0.03930526356559611,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.2822463571845335,,
paired__near_eye,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.0299999999999727,643,126,81.22002058731283,TRUE,126,117,76398727953699630,5,0.19348423237677706,0.00975805081708013,TRUE,full convergence,1.2987476141557153e-4,1.298657116456949e-4,s(photoperiod_hours),1.0004571311080215,1.0005781943301084,18.85968503586875,1.7060225632914428e-5,5,1.0004571311080215,0.9510207290147759,0.1075,0.9994041937741069,0.9993065004800854,0.9987682944714568,516,108,0.01063768197575746,0.039305441854452894,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.28224635239134854,,
paired__near_eye,l10_mean_medi,registered_null,PASS,,,1.3830000000000382,643,121,97.37091167847902,TRUE,121,112,13067115791785812,,0.2597016268252347,0.009290675164429784,TRUE,full convergence,1.088465921839088e-6,2.4750262047174547,,,,,,,,,,,,,516,105,-0.03809478802888619,-0.08718870295571304,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.046050638535009944,,
paired__near_eye,l10_mean_medi,adapted_photoperiod_linear,PASS,,,1.1990000000000691,643,122,96.61297498717101,TRUE,122,113,936346850977769200,,0.2558068623396279,0.009332937304878244,TRUE,full convergence,1.9701928977156058e-10,2.0322948674606884,,,,,,,,,,,,,516,108,-0.036782018777030384,-0.05273288260844769,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04581499976010815,,
paired__near_eye,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.3260000000000218,643,126,95.21658135470379,TRUE,126,117,76398727953699630,5,0.2477905072345463,0.009476821141018058,TRUE,full convergence,8.11889778162822e-6,0.7305717469563495,s(photoperiod_hours),3.66120623612026,3.785848646361705,9.293513111215777,6.637947915777431e-7,5,3.66120623612026,1.0310113564240118,0.7725,0.9994041937741069,0.998192183316319,0.9987682944714568,516,108,-0.03684616485765531,-0.07372590089947723,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04544215566652704,,
paired__near_eye,duration_above_1000,registered_null,PASS,,,1.25,643,121,79.89341686656871,TRUE,121,112,13067115791785812,,0.19497601448602048,0.010720657047601438,TRUE,full convergence,4.716479160720155e-4,2.193830604023487,,,,,,,,,,,,,516,108,-0.13096924588649064,-0.16042506648380533,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.517412372435738,0.8533341657316901,0.507412372435738,0.472587627564262
