"analysis_state","state_rows","participants","behavioral_days","valid_minutes","observed_adherence","predicted_adherence","observed_all_zero","predicted_all_zero","observed_all_one","predicted_all_one","observed_mixed","predicted_mixed","mean_pearson_residual","mean_scaled_residual","sd_scaled_residual","grouping","adherence_observed_minus_predicted","all_zero_observed_minus_predicted","all_one_observed_minus_predicted","mixed_observed_minus_predicted","site","day_type","denominator_band","support_band","sample_id"
"Sleep environment",734,140,734,355909,0.873504182248833,0.881132864721586,0.00817438692098093,0.00816955511784638,0.384196185286104,0.37838322309131,0.607629427792916,0.613447221790843,-0.0270958769567574,0.494458835244696,0.289780603404435,"state",-0.00762868247275295,4.83180313454353e-06,0.00581296219479316,-0.0058177939979277,,,,,"support_80"
"Wake outside the three hours before sleep",718,140,718,531695,0.244785074149653,0.24315233064798,0.0348189415041783,0.0355454752411771,0.00139275766016713,6.23501659594072e-08,0.963788300835655,0.964454462408657,0.0033068013283152,0.507617958229047,0.281731897883432,"state",0.00163274350167308,-0.000726533736998838,0.00139269531000117,-0.000666161573002366,,,,,"support_80"
"Pre-sleep",617,138,617,109264,0.627498535656758,0.636506888897609,0.0145867098865478,0.0134461481120131,0.0972447325769854,0.0891256335549456,0.888168557536467,0.897428218333041,-0.0251486738006044,0.495740997800826,0.288225447156391,"state",-0.00900835324085136,0.00114056177453473,0.00811909902203978,-0.00925966079657459,,,,,"support_80"
,246,18,90,117941,0.552411799119899,0.555827456036117,0.024390243902439,0.0152807621991981,0.113821138211382,0.110721206030364,0.861788617886179,0.873998031770438,-0.0223715368911038,0.494172388670444,0.303239995493452,"site",-0.00341565691621792,0.00910948170324089,0.00309993218101828,-0.0122094138842591,"BAUA",,,,"support_80"
,317,23,112,152409,0.557099646346344,0.558788825055825,0.0126182965299685,0.0179399865842568,0.28391167192429,0.255070664366537,0.703470031545741,0.726989349049206,-0.0157623117820099,0.516156929869012,0.290887424062814,"site",-0.00168917870948027,-0.00532169005428832,0.0288410075577534,-0.0235193175034649,"FUSPCEU",,,,"support_80"
,270,17,102,131843,0.446022921201732,0.458040860939811,0.0259259259259259,0.0210418450209512,0.0925925925925926,0.0880329835438345,0.881481481481482,0.890925171435214,-0.0519086392519675,0.487417069720884,0.271811506349949,"site",-0.0120179397380781,0.00488408090497471,0.00455960904875813,-0.00944368995373279,"IZTECH",,,,"support_80"
,206,15,81,102067,0.472346595863501,0.493564805159891,0.0485436893203884,0.0352262281790347,0.359223300970874,0.338460750926686,0.592233009708738,0.62631302089428,-0.167224201340273,0.489265618910685,0.290103522268099,"site",-0.0212182092963893,0.0133174611413537,0.0207625500441883,-0.034080011185542,"KNUST",,,,"support_80"
,412,26,149,195328,0.497737139580603,0.492162899828624,0.0145631067961165,0.018530930655319,0.106796116504854,0.121363079196078,0.878640776699029,0.860105990148603,0.0291343115887546,0.495669747383226,0.29008719558195,"site",0.00557423975197935,-0.00396782385920252,-0.0145669626912233,0.0185347865504258,"MPI",,,,"support_80"
,207,13,75,99173,0.577959726941809,0.571832430854527,0.00483091787439614,0.0144512051284262,0.198067632850242,0.185309055093718,0.797101449275362,0.800239739777856,0.0592619560948061,0.512268414777537,0.275828924284123,"site",0.00612729608728224,-0.00962028725403004,0.0127585777565231,-0.00313829050249315,"RISE",,,,"support_80"
,171,12,64,83391,0.551930064395438,0.547892830135315,0.0116959064327485,0.0144652139603556,0.116959064327485,0.122832142421531,0.871345029239766,0.862702643618114,0.00717139537171787,0.499132858221151,0.29268854503046,"site",0.0040372342601237,-0.00276930752760709,-0.00587307809404544,0.00864238562165254,"THUAS",,,,"support_80"
,160,10,60,76811,0.460181484422804,0.457193238130868,0.0125,0.0177132714521496,0.1,0.0839087010101356,0.8875,0.898378027537715,0.03119369846071,0.506795874282873,0.288222093467527,"site",0.00298824629193595,-0.00521327145214957,0.0160912989898644,-0.0108780275377148,"TUM",,,,"support_80"
,80,6,29,37905,0.438306292045904,0.456338169117654,0.025,0.0187076968110745,0.0625,0.104336966694513,0.9125,0.876955336494412,-0.0569389341466927,0.487507969970126,0.253334984821242,"site",-0.0180318770717496,0.00629230318892546,-0.0418369666945135,0.0355446635055881,"UCR",,,,"support_80"
,1253,137,458,599505,0.523218321782137,0.523668888142465,0.0151636073423783,0.0146418789943776,0.165203511572227,0.161296888804081,0.819632881085395,0.824061232201541,-0.00830738718526837,0.500917559330993,0.283692379997374,"day_type",-0.000450566360327809,0.000521728348000667,0.00390662276814541,-0.00442835111614637,,"Work day",,,"support_80"
,816,128,304,397363,0.493075600898926,0.499521010050591,0.0257352941176471,0.0263089505941438,0.166666666666667,0.160072113662168,0.807598039215686,0.813618935743689,-0.0277226298092662,0.497089427548331,0.290843261493124,"day_type",-0.00644540915166436,-0.000573656476496712,0.0065945530044991,-0.00602089652800231,,"Free day",,,"support_80"
"Sleep environment",434,137,434,202462,0.906273769892622,0.906854191112945,0.00691244239631337,0.00735869145629982,0.407834101382489,0.405174514080838,0.585253456221198,0.587466794462862,0.0110727837511429,0.498020906625362,0.286767954218542,"state_day_type",-0.000580421220322647,-0.000446249059986458,0.00265958730165006,-0.00221333824166359,,"Work day",,,"support_80"
"Sleep environment",300,128,300,153447,0.830267128063762,0.847195471459759,0.01,0.00934260454821707,0.35,0.339625155459793,0.64,0.65103223999199,-0.0823132061141865,0.489305705313999,0.294489301453065,"state_day_type",-0.0169283433959974,0.000657395451782929,0.0103748445402069,-0.0110322399919898,,"Free day",,,"support_80"
"Wake outside the three hours before sleep",431,136,431,328232,0.269781739745058,0.267819176477066,0.0208816705336427,0.0236669748028975,0,2.80171519290016e-08,0.979118329466357,0.976332997179951,-0.000907521430481341,0.509971893355299,0.275961212709952,"state_day_type",0.00196256326799277,-0.00278530426925476,-2.80171519290016e-08,0.00278533228640676,,"Work day",,,"support_80"
"Wake outside the three hours before sleep",287,128,287,203463,0.204459778927864,0.203359109570082,0.0557491289198606,0.0533839201502312,0.00348432055749129,1.13909500618309e-07,0.940766550522648,0.946615965940268,0.00963562749222222,0.504082954607391,0.290634064265673,"state_day_type",0.00110066935778158,0.00236520876962941,0.00348420664799067,-0.00584941541762007,,"Free day",,,"support_80"
"Pre-sleep",388,132,388,68811,0.605063143974074,0.616642391642595,0.0180412371134021,0.0127632374945161,0.077319587628866,0.0676784806315394,0.904639175257732,0.919558281873945,-0.0382051612231956,0.494099851366476,0.28912708118865,"state_day_type",-0.0115792476685213,0.00527799961888599,0.00964110699732655,-0.0149191066162125,,"Work day",,,"support_80"
"Pre-sleep",229,117,229,40453,0.665661384816948,0.670296618228308,0.00873362445414847,0.0146032193765932,0.131004366812227,0.125464041128228,0.860262008733625,0.859932739495179,-0.00302676497979468,0.49852163018741,0.287301818814557,"state_day_type",-0.00463523341135996,-0.00586959492244471,0.00554032568399929,0.000329269238445451,,"Free day",,,"support_80"
,1061,140,741,725548,0.409967362600407,0.413798497014687,0.0235626767200754,0.0264628063202384,0.107445805843544,0.118254933318989,0.868991517436381,0.855282260360773,-0.024116047964588,0.495129449807481,0.28572491474426,"denominator_band",-0.00383113441428024,-0.00290012960016299,-0.0108091274754452,0.0137092570756083,,,"more than 480 valid minutes",,"support_80"
,389,123,388,161769,0.886560465849452,0.880382910329141,0.012853470437018,0.00880806520643502,0.431876606683805,0.390395069898565,0.555269922879177,0.600796864895,0.0276199737870762,0.517033780043224,0.284542333757138,"denominator_band",0.00617755552031063,0.00404540523058298,0.0414815367852393,-0.0455269420158222,,,"181 to 480 valid minutes",,"support_80"
,619,138,617,109551,0.627406413451269,0.636999652851492,0.0161550888529887,0.0134264995051701,0.098546042003231,0.0894857511758531,0.88529886914378,0.897087749318977,-0.0293826574802056,0.49566427792992,0.288984494581057,"denominator_band",-0.00959323940022305,0.00272858934781855,0.00906029082737797,-0.0117888801751965,,,"31 to 180 valid minutes",,"support_80"
