"sample_id","participant_id","site","state_rows","behavioral_days","states","day_types","valid_minutes","mean_absolute_pearson_residual","maximum_absolute_pearson_residual","mean_absolute_quantile_residual","maximum_absolute_quantile_residual","maximum_fixed_linear_predictor_variance","sum_fixed_linear_predictor_variance","valid_minute_share","valid_minute_share_percentile","mean_absolute_pearson_residual_percentile","maximum_absolute_pearson_residual_percentile","mean_absolute_quantile_residual_percentile","maximum_absolute_quantile_residual_percentile","maximum_fixed_linear_predictor_variance_percentile","sum_fixed_linear_predictor_variance_percentile","influence_screen_score","influence_screen_rank","selected_for_bounded_refit"
"support_80","BAUA::BAUA_S012","BAUA",12,5,3,2,6472,1.7326514157227,2.53260787219014,1.64160951373852,4.51501893345152,0.0801784915782017,0.587417135684664,0.00649233399005686,0.242857142857143,0.985714285714286,0.871428571428572,1,1,0.314285714285714,0.321428571428571,1,1,TRUE
"support_80","KNUST::KNUST_S008","KNUST",11,5,3,2,5407,2.95301924167588,9.44834234145669,1.18721553947661,2.52839520543464,0.195238037683427,1.14898732172115,0.00542398793019738,0.15,1,1,0.95,0.892857142857143,0.832142857142857,0.807142857142857,1,2,TRUE
"support_80","RISE::RISE_S012","RISE",21,7,3,2,9951,0.906876648942883,2.84921350853449,0.954415749950891,2.72810085980684,0.231848400558166,1.62667493190356,0.00998226445226449,1,0.785714285714286,0.921428571428571,0.764285714285714,0.935714285714286,0.957142857142857,0.95,1,3,TRUE
"support_80","UCR::UCR_S004","UCR",17,6,3,2,7993,0.543987580790631,0.968385368019775,0.477307481989732,0.95299096115126,0.220896172560694,2.43892219506417,0.00801811272906744,0.65,0.228571428571429,0.0785714285714286,0.0785714285714286,0.0428571428571429,0.896428571428572,1,1,4,TRUE
"support_80","BAUA::BAUA_S011","BAUA",14,5,3,2,7136,1.02458765041314,1.48090119043678,1.36370273385013,3.36659457282886,0.0801784915782017,0.695407125415663,0.00715842017197864,0.4,0.885714285714286,0.521428571428571,0.985714285714286,0.992857142857143,0.314285714285714,0.45,0.992857142857143,5,TRUE
"support_80","FUSPCEU::FUSPCEU_S014","FUSPCEU",13,5,3,2,6571,1.8010393501863,4.80231346789788,1.43024205263796,2.33534857754704,0.0890525707533894,0.702013933612292,0.00659164503224098,0.257142857142857,0.992857142857143,0.992857142857143,0.992857142857143,0.821428571428571,0.45,0.457142857142857,0.992857142857143,6,FALSE
"support_80","IZTECH::IZTECH_S001","IZTECH",21,8,3,2,9760,0.787016436166988,1.40338017442232,0.9072985742119,2.75584636733116,0.0898904912107683,0.859616854560089,0.00979066436077796,0.992857142857143,0.678571428571429,0.471428571428571,0.714285714285714,0.95,0.571428571428571,0.592857142857143,0.992857142857143,7,FALSE
"support_80","UCR::UCR_S006","UCR",17,6,3,2,7849,0.597674066052103,1.35128807908084,0.483089235357451,1.12930290248524,0.220896172560694,2.12603435184431,0.00787366030407236,0.628571428571429,0.371428571428571,0.407142857142857,0.0928571428571429,0.0642857142857143,0.896428571428572,0.992857142857143,0.992857142857143,8,FALSE
"support_80","FUSPCEU::FUSPCEU_S008","FUSPCEU",18,6,3,2,8730,0.93519427040094,3.26316709439651,1.26693978465494,2.33183841449794,0.0890525707533894,0.906032301196029,0.008757428265327,0.985714285714286,0.821428571428571,0.942857142857143,0.964285714285714,0.814285714285714,0.45,0.653571428571429,0.985714285714286,9,FALSE
"support_80","KNUST::KNUST_S002","KNUST",16,6,3,2,7197,0.604694177301852,2.6602692170384,0.896160101519491,2.67227607746585,0.195238037683427,1.82596944870203,0.0072196118242335,0.414285714285714,0.378571428571429,0.914285714285714,0.678571428571429,0.921428571428571,0.832142857142857,0.985714285714286,0.985714285714286,10,FALSE
