run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,overall_site_p_adjusted,inferential_followup_supported
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,BAUA,equally_weighted_overall_site_mean,-0.10196097268207152,0.1011011948474643,-0.30011567337706796,0.09619372801292492,-1.00850413129048,0.31321250541587037,odds_ratio,0.903064795178014,0.7407325326923433,1.1009723325175322,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,FUSPCEU,equally_weighted_overall_site_mean,0.06750546144423192,0.10678106234586984,-0.14178157498459898,0.2767924978730628,0.6321857074766494,0.5272655355049227,odds_ratio,1.0698361024321577,0.8678107873706139,1.3188926696049816,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,IZTECH,equally_weighted_overall_site_mean,-0.03388735948242355,0.09874698874052965,-0.22742790099564383,0.15965318203079673,-0.34317359865491115,0.7314678652214565,odds_ratio,0.9666803858841684,0.7965798520413468,1.1731039469030669,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,KNUST,equally_weighted_overall_site_mean,0.01755518511050169,0.10646169369168416,-0.1911059002583343,0.22621627047933765,0.1648967295348688,0.8690252666163318,odds_ratio,1.0177101830500352,0.8260451051290094,1.2538468060070136,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,RISE,equally_weighted_overall_site_mean,0.05007293126859402,0.10135224565321774,-0.14857381996396893,0.24871968250115695,0.49404856247508616,0.621271883449695,odds_ratio,1.0513477697066267,0.8619363767096563,1.2823825084243192,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,THUAS,equally_weighted_overall_site_mean,-0.0722894832728376,0.10165333159306757,-0.27152635210375764,0.1269473855580824,-0.7111373738562988,0.47699911211258994,odds_ratio,0.9302615616677552,0.7622151972294199,1.1353572800203005,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,TUM,equally_weighted_overall_site_mean,0.03174391753132052,0.13501341543045595,-0.23287751414211744,0.29636534920475854,0.23511676547188373,0.8141181064334777,odds_ratio,1.032253129525851,0.7922506070768395,1.3449614476755676,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,UCR,equally_weighted_overall_site_mean,0.04126032008268465,0.07133017863980826,-0.09854426106214775,0.18106490122751703,0.5784412834718168,0.5629662285598763,odds_ratio,1.042123355876163,0.9061555843180265,1.1984929604334291,0.8690252666163318,8,BH,emmeans_wald_normal,0.920370620707043,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,BAUA,equally_weighted_overall_site_mean,-0.05418756587449552,0.09270717814701168,-0.23589029615097704,0.127515164401986,-0.5845023757336983,0.5588823673536475,difference,-0.05418756587449552,-0.23589029615097704,0.127515164401986,0.873218951039249,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,FUSPCEU,equally_weighted_overall_site_mean,0.01712233808337276,0.09791546959025876,-0.1747884558428612,0.20903313200960671,0.17486856933867176,0.861182907730951,difference,0.01712233808337276,-0.1747884558428612,0.20903313200960671,0.873218951039249,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,IZTECH,equally_weighted_overall_site_mean,0.02458897698052348,0.090548432097772,-0.15288268878768022,0.2020606427487272,0.27155607679625965,0.7859633762497892,difference,0.02458897698052348,-0.15288268878768022,0.2020606427487272,0.873218951039249,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,KNUST,equally_weighted_overall_site_mean,0.13202739613628084,0.0976226168028824,-0.0593094168739233,0.323364209146485,1.3524263173857332,0.1762389751769148,difference,0.13202739613628084,-0.0593094168739233,0.323364209146485,0.7049559007076592,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,RISE,equally_weighted_overall_site_mean,-0.07039108352951445,0.09293738523613712,-0.2525450114096677,0.1117628443506388,-0.757403313539147,0.4488082715711203,difference,-0.07039108352951445,-0.2525450114096677,0.1117628443506388,0.873218951039249,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,THUAS,equally_weighted_overall_site_mean,0.09803871120343428,0.09321347324781026,-0.08465633923616162,0.28073376164303016,1.0517654560816116,0.29290717139153166,difference,0.09803871120343428,-0.08465633923616162,0.28073376164303016,0.7810857903774178,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,TUM,equally_weighted_overall_site_mean,0.019755508796601762,0.1238038064281266,-0.22289549295149472,0.26240651054469827,0.15957109370518974,0.873218951039249,difference,0.019755508796601762,-0.22289549295149472,0.26240651054469827,0.873218951039249,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,UCR,equally_weighted_overall_site_mean,-0.1669542817962027,0.06540792706155375,-0.29515146314027074,-0.03875710045213462,-2.552508377754981,0.0106950337409782,difference,-0.1669542817962027,-0.29515146314027074,-0.03875710045213462,0.08556026992782563,8,BH,emmeans_wald_normal,0.17922015264964822,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.12489804820920364,0.06633307124013207,-0.2549084788237921,0.00511238240538483,-1.88289258848065,0.05971492584514635,ratio,0.7500702696675913,0.5560214182631682,1.0118412545988087,0.1194298516902927,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.03572590666995684,0.07082147944781457,-0.17453345571951698,0.1030816423796033,-0.5044501604387097,0.6139450769532366,ratio,0.9210306722006236,0.6690622770882425,1.2678901922644954,0.6822137389228997,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.1421546214034416,0.06524827537184233,0.01427035162127887,0.2700388911856043,2.178672472081736,0.02935600814790609,ratio,1.387249641978432,1.0334045077460938,1.862253894524453,0.07828268839441625,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.18998614633815553,0.07086848580791706,-0.32888582616056083,-0.05108646651575019,-2.680826945464824,0.00734404842574758,ratio,0.6456748252392952,0.4689366470324675,0.8890240986410474,0.02937619370299032,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,0.04240989134673675,0.06692489620723495,-0.08876049488852497,0.17358027758199848,0.6336937933443072,0.5262806762770486,ratio,1.102579443799109,0.8151537017833845,1.4913524004475451,0.6822137389228997,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,0.05946229700375591,0.06696340853244895,-0.07178357200188615,0.19070816600939797,0.8879819338190025,0.3745504693753844,ratio,1.1467329642159745,0.847649729959747,1.5513441988378878,0.5992807510006151,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,-0.03646184645801487,0.0890520616804744,-0.21100068010078407,0.13807698718475434,-0.4094441585063214,0.6822137389228997,ratio,0.9194712484389695,0.6151759093498363,1.374285572397378,0.6822137389228997,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,0.14304513792139684,0.04720460099478217,0.0505258200670402,0.23556445577575347,3.0303219369910264,0.00244293188148842,ratio,1.3900971019255657,1.1233777557560145,1.7201426171033654,0.0195434550519074,8,BH,emmeans_wald_normal,0.0016027817166894538,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.0932430574826454,0.09706503957606556,-0.2834870392096889,0.09700092424439802,-0.9606245244414182,0.336740993075227,ratio,0.8067833790563682,0.5206105453181507,1.2502616909610234,0.44898799076696927,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,0.05015254956786907,0.1037005113471186,-0.1530967178508705,0.2534018169866087,0.48362875858916976,0.6286493611247814,ratio,1.1224126418919318,0.7029157623511365,1.7922633210912358,0.7109793995795339,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.03533502894255591,0.09536063378458665,-0.15156837881814736,0.2222384367032592,0.3705410455049555,0.7109793995795339,ratio,1.0847634132415682,0.7053937724348003,1.6681628172670906,0.7109793995795339,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.32241634435261857,0.10382300274745532,-0.525905690504434,-0.11892699820080312,-3.1054422991105497,0.00189994685900057,ratio,0.4759744663820718,0.2979163301299952,0.7604540930966848,0.01519957487200461,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,0.219692243457131,0.09782494377967804,0.02795887685930653,0.4114256100549555,2.245769176744157,0.0247187965881097,ratio,1.6584112816217502,1.0664951305255084,2.578847197975569,0.09887518635243885,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,0.1451563947842568,0.09775929989427937,-0.04644831216238102,0.3367611017308946,1.4848346391722778,0.13758763352601355,ratio,1.396871301028481,0.8985695300385911,2.1715063402530466,0.2751752670520271,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,-0.16618997564450314,0.13018176511975052,-0.4213415467230667,0.08896159543406043,-1.2765994952644073,0.20174368016767583,ratio,0.6820402805286409,0.3790167936180251,1.227330693775001,0.32278988826828137,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,0.13151316072795505,0.06902529516935911,-0.00377393182623533,0.2668002532821454,1.905289363924876,0.05674246728230918,ratio,1.3536711112877573,0.9913478480119748,1.848418273373704,0.15131324608615782,8,BH,emmeans_wald_normal,0.004018717799018504,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.1410150558481169,0.05264435581202537,-0.2441960972289985,-0.03783401446723535,-2.67863579434104,0.0073922750909684,ratio,0.7227447475072428,0.5699068838034739,0.9165707326838296,0.01971273357591575,8,BH,emmeans_wald_normal,1.4279780133212504e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.08205592331639912,0.05617539734370634,-0.19215767892729052,0.0280458322944923,-1.4607092641346902,0.144095245594753,ratio,0.8278355579584666,0.6424544195895776,1.0667086880003205,0.2305523929516048,8,BH,emmeans_wald_normal,1.4279780133212504e-5,TRUE
