run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,marginal_r2,0.03366094710469471,0.02536944323689389,0.1662576919333479,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,conditional_r2,0.03366094710469471,0.02536944323689389,0.1662576919333479,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,participant_associated_share,,,,1000,joint_parametric_percentile,NON_ESTIMABLE
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,site_part_r2,0.01648104316645167,0.01588466157060152,0.13470323545627022,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,photoperiod_part_r2,0.00276278169278211,8.994952717262304e-6,0.04475614331924435,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,latitude_model_marginal_r2,0.01867014224956699,0.00122886630435789,0.08787308331801025,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,latitude_part_r2,0.00149023831132394,5.7069776495926e-6,0.03815730923048972,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,unrepresented_share,0.9663390528953052,0.8337423080666522,0.974630556763106,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,marginal_r2,0.1140295175289952,0.07270646316714444,0.25779373222508867,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,conditional_r2,0.1140295175289952,0.07270646316714444,0.25779373222508867,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,participant_associated_share,,,,1000,joint_parametric_percentile,NON_ESTIMABLE
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,site_part_r2,0.06290884622492474,0.03530464874742694,0.1934404249376055,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,photoperiod_part_r2,0.02019802985583433,8.989614607738335e-5,0.08252310376054131,1000,joint_parametric_percentile,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,latitude_model_marginal_r2,0.05940700078603288,0.01313480226542483,0.14575617988289247,1000,joint_parametric_percentile,PASS
