path,sha256,bytes,synthetic_marker
audit/hypotheses/H01/H01_analysis_preparation.qmd,2b31c944b8852a183e7955b9f66dcc8377c3894b3d33d7c03361ad67bd06aab3,139,TRUE
audit/hypotheses/H02/H02_analysis_preparation.qmd,34225b23607fdc3119cd0fe441b3da0ef6ca5a0511d4c8eea39f9759d08e2789,139,TRUE
audit/hypotheses/H03/H03_analysis_preparation.qmd,2730b1061a682374f99012f78b46b5bcbf2d22ed4db37d789c745fc55f6035d3,139,TRUE
audit/hypotheses/H04/H04_analysis_preparation.qmd,ae6e756596aae23b5ccfd646cccf4bfc5efae6e6ee2c936a4649e70b8f9db1b2,139,TRUE
audit/hypotheses/H05/H05_analysis_preparation.qmd,eb0e546ec63adf1611fe6fad1fa42f233431ef2fafc6fd39e11aeeceb8e994d5,139,TRUE
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,063f650dca39c165e4d5e3a964b44a76ef22362bf164c1b3e600ff955edd4cee,152,TRUE
audit/hypotheses/H06/H06_analysis_preparation.qmd,d47cb43d3801ad0eec875dd602d64369ab9a5ebde1ade76f44e02acfb69ac66f,139,TRUE
audit/hypotheses/H07/H07_analysis_preparation.qmd,bda84cba12e8131e0a1f2c7ebbec7d9c1471b64a21037ab194ee01cf4d05301b,139,TRUE
audit/hypotheses/H08/H08_analysis_preparation.qmd,5ac989323a6db6ef2efce855301809cd61485cab85745cfaab75a76dca80faaf,139,TRUE
audit/hypotheses/H09/H09_analysis_preparation.qmd,975775f1e869b383eceb343d29fdc292c0ba1334725f3dfbfd86c229d7e0b489,139,TRUE
audit/hypotheses/H10/H10_analysis_preparation.qmd,de203c09191f229458053793a23f899f29e098ce1f279557a98493a8c95f2f71,139,TRUE
audit/hypotheses/H11/H11_analysis_preparation.qmd,6d633ed550d4033728fd484df101949a02aa76817783c7d2a9ce7fe28e9695a1,139,TRUE
index.qmd,8dd53f81190301478b4d6779d179f4051a3d401e1aed6986e6a6e7927009a5a1,173,TRUE
notebooks/descriptives.qmd,6fca675bc9f42333c7c4772b50089cdfdb4bbb59ea0598d414e536138a4ec2ab,130,TRUE
notebooks/hypotheses/H01.qmd,d626bffeb67366668752c9803bce818e087048f27ef3b04bfda508f3af66aa86,148,TRUE
notebooks/hypotheses/H02.qmd,e4be4489e1ec11b19851b031270a4449cd817bca82be3b305d3ed185721a48d9,150,TRUE
notebooks/hypotheses/H03.qmd,5197b285a8626d47d7d2dfe4366c7248f6dcb0cc803a7cc19903cf70ef5decc4,168,TRUE
notebooks/hypotheses/H04.qmd,3ac0d6f1eb50ee203d1c70902e3925a57e5c6c4435b0242e3f8a23d751b19126,164,TRUE
notebooks/hypotheses/H05.qmd,f2d521060efbbb7b81d0073ec5649cfd80dfb593fb850808337ec3191550a5e4,165,TRUE
notebooks/hypotheses/H06_daily.qmd,b0be83ccb46978fed4502a03a5b9b418af7387d79048b0c35533a2a8e455291e,164,TRUE
notebooks/hypotheses/H06.qmd,8112d8d8792232d49f57da7877da9cf0db1aab1bf6ec4dea545bf8dc20710ca1,159,TRUE
notebooks/hypotheses/H07.qmd,a6e636a46666effbe52f4209a9bbb303df9c4728d1befcb7dd8884fc02ea327f,170,TRUE
notebooks/hypotheses/H08.qmd,9aeebd0800d06bdcb7a848bef98b434e1ef8f1da9c541488f61a34ab0de6cf37,157,TRUE
notebooks/hypotheses/H09.qmd,696589ba1ce0f92548d8a369a7c097b93a0b2372ca13477ceeecc24371a9f515,153,TRUE
notebooks/hypotheses/H10.qmd,a15d5f79c1a9273b5fac75511d71f2d93df43d1e9d3542aee3b4f0f0626fa227,162,TRUE
notebooks/hypotheses/H11.qmd,aae44f634c0e3b89ef7765d235e39bf366c802995dfe87c54c67b5474e0ddf4b,162,TRUE
notebooks/placement_decision.qmd,8ce1b72353eeafd23ea8f965dd1bb40cf0c45f56eaf287736531cdba12562e5f,125,TRUE
notebooks/preparation/01_import_state_alignment.qmd,9ab7cf6c1ef3617a8978fba98c293ff238d2d069b8dc2983d8d929f2534d5da4,160,TRUE
notebooks/preparation/02_coverage_sample_flow.qmd,2b92bd464ca5ff4a2225d980e59868b00fa92529a597503aeabde1aad8a7ae71,156,TRUE
notebooks/preparation/03_reference_profiles.qmd,c14c9f34d081aef47e5e56444a2ffdc80f7b62135355a242d2935c8ee6ed9fe5,158,TRUE
notebooks/preparation/04_metric_derivation.qmd,3b558697340522ac7722be1de554f0405483034ae156f8581af07dc04f4354e8,145,TRUE
notebooks/preparation/05_model_input_acquisition.qmd,353c8a58f037853940acd21fc5eaa29d7e82ee0135a19ecab5a8b12fe34f2d9a,160,TRUE
notebooks/preparation/06_model_ready_datasets.qmd,3824d051e895709a33a110b7403823281fd2e55ddfb122f3e7672e49cc1fd889,142,TRUE
notebooks/preparation/07_example_days.qmd,f04dfe8bbbf4028a5d45787634327c18a90a25c121bb4e2e095f5f333ddd2a1f,157,TRUE
notebooks/preregistration_deviations.qmd,46f679fb3ff887e806bdf851344abe713aedd381dbb39d651acc536fc8f0c62f,157,TRUE
notebooks/sensitivity_battery.qmd,911aa43ed5d02e6c3f266194375f55f9d47fa365258b73b9baa511179ace10f0,126,TRUE
supplementary_information.qmd,89d70264a03233db88905cb3c1a4b6a5ba6de9a7244f0e33d9734577d2d979cd,125,TRUE
