path,sha256,bytes,role
audit/report_harmonization/navigation_integration_2026_08_24/navigation_final_production_boundary_recovery_and_concurrence.md,d44077bc67664ca1d4698903b8e91921efa21714acbe97d41c33a9664fb38014,5688,final_recovery_concurrence
audit/report_harmonization/navigation_integration_2026_08_24/navigation_production_process_predicate_correction.md,a20a62d0bdc38f6ea2047324573895f5b2635cdcf682ea6fd89d05a8aff706bc,3282,process_correction_authority
audit/report_harmonization/navigation_integration_2026_08_24/navigation_production_process_predicate_correction_manifest.csv,8cd69852b48b7c9443a9b788d15d16a088bc676897e0fee4e7fe732b5aec6fc9,647,process_correction_seal
audit/report_harmonization/navigation_integration_2026_08_24/production_seal_process_inventory_overbroad_stop.txt,82a32ae604763a1cf00f5859f9755600ed1d277795f96af51c1dedf7e828af0d,756,original_process_stop
audit/report_harmonization/navigation_integration_2026_08_24/navigation_external_protected_checkpoint.csv,7e633d5c2829ee9fad2cfa167ddb87777160cbba5e9ce8fa4b84737c100c749c,1002,external_protected_checkpoint
audit/report_harmonization/navigation_integration_2026_08_24/h09_unsealed_duplicate_recovery_inventory.csv,8cc9fd7188fd8dc9017b6ad43161e9dcb2e943c06be95fb8e31b255f44464ec1,686,recoverable_duplicate_inventory
audit/report_harmonization/navigation_integration_2026_08_24/run_navigation_production_boundary_check.R,61f2af81883cc090dc0c1502dbee2d1682f39577b258a756a86ef9479ae43320,13242,final_boundary_checker
scripts/report_harmonization/promote_navigation_candidate_once.R,d96b8601b3b67fa4ed97c84ebc241e6ffbffd1a118839d2d0353bc5efa405d06,8567,promotion_script_intended_call_pin
scripts/report_harmonization/build_manuscript_figure_table_selection.R,fb78bcc465897b11f2111e3d110e601e89e86c1005769574a029d1ec0afaf9e1,45886,held_noncorpus_planning_builder
scripts/report_harmonization/check_manuscript_figure_table_selection.R,f6bb5c5fa9eb23656cc3ae85f85e505704e2202c08ffd9f0d5f7b5b7d32cd861,13740,held_noncorpus_planning_verifier
scripts/report_harmonization/check_navigation_integration_postflight.R,349e29c66592a92a08a25f0d2dc29d96348f9ba72b06232918ce32e436cf8bbb,23702,postflight_classification_checker
audit/report_harmonization/navigation_integration_2026_08_24/invalid_diagnostic_boundary_run_2026_08_24T084959Z/INVALID_DIAGNOSTIC_OUTPUT.md,12d2b046d764b151c57421433f90b3f0e9ece9c386b1617b39745ccfdb023a46,1575,invalid_diagnostic_disposition
audit/report_harmonization/navigation_integration_2026_08_24/invalid_diagnostic_boundary_run_2026_08_24T084959Z/invalid_diagnostic_output_manifest.csv,f5a075ab7a7bd0fde46476694281f314ff52fb579c980be7f9961ba8cfb8ea28,1519,invalid_diagnostic_seal
