path,role,sha256,bytes
audit/report_harmonization/navigation_integration_2026_08_24/navigation_production_concurrence_after_h09_source_display_package.md,central_concurrence,a1d5a77c5c601edc8e8ee2f43c53f8e5db27aa568527b8ef273e9683b25083ec,5895
audit/report_harmonization/navigation_integration_2026_08_24/h09_concurrent_package_production_allowlist.csv,h09_production_allowlist,87ce3dccbc73322fb8ce3ff7dcd5df860dd96444b0918e077e39ca3b628e18b5,2161
audit/report_harmonization/navigation_integration_2026_08_24/candidate_promotion_manifest.csv,candidate_promotion_manifest,7ad23be76994e4189c9c589fe0403231f087395eaf37e3815ad5686dd21adbf2,4583
audit/report_harmonization/navigation_integration_2026_08_24/candidate_checks_final.csv,candidate_final_checks,a737669d12d271b2f09c9772de012e7359bc20f5bf947a63d49eebd9a002e83f,867
audit/report_harmonization/navigation_integration_2026_08_24/candidate_browser_route_qa.json,candidate_all_route_browser_qa,d5017ab041fa51655c857ab3334da000e15f29d325f776b7fa28c92378def8a0,32520
audit/report_harmonization/navigation_integration_2026_08_24/candidate_browser_manual_qa.csv,candidate_manual_browser_qa,1f92b6203333ba5fbeaba6bc52618f28589301f5359efcdb81dfdc9807c98c49,1134
audit/report_harmonization/navigation_integration_2026_08_24/authorized_concurrent_source_allowlist.csv,original_source_allowlist,9e538a36fb9b8454fa3fbd870f1aa5911d4480aa10194d612239862f86f333ca,169
artifacts/12_manifests/H09/H09_stage3_observed_figure_source_seal.csv,h09_source_seal,26cecf7b8482850899c3b1f7e399a6c7be2e3695e04dd0eb7093400f489431ab,3666
audit/hypotheses/H09/H09_stage3_observed_figure_source_verification.md,h09_source_verification,48b2e622132a22c37e8d42e15c47a75d74e9b631c666d9dcc1791a052c502eda,5974
notebooks/hypotheses/H09.qmd,h09_concurrent_source,9db9671d61b39a81fa83b234e08832cef516ee91688ac8bc4150385629648df9,39543
audit/report_harmonization/phase4_corpus_manifest.csv,historical_live_manifest_preimage,983b16136c1115d5a6b8dceb135c10de8d347743c694c5027c4ead9b2c7aa605,11937
_quarto-nathealth.yml,navigation_profile_source,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7,10042
styles-nathealth.css,navigation_styles_source,051d9468f636df71e2408687661369a443029407426fef98850ff56def9aac87,4548
_includes/nathealth-mobile-toc.html,mobile_toc_source,926a5fc051f032100714ae01b53c5ba2937c91ff2406ab5354484bf8fd7f553d,1388
