panel_display_name,source_site,time_hour,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx
Borås (SE),BAUA,0.25,0.14220374663233284,0,0.859001642949674
Borås (SE),BAUA,0.75,0.0913395325368976,0,0.5530361428793639
Borås (SE),BAUA,1.25,0.05862932817101238,0,0.37160008579304815
Borås (SE),BAUA,1.75,0.03318040892285298,0,0.24885957323634975
Borås (SE),BAUA,2.25,0.01170736230849366,0,0.1601219285178376
Borås (SE),BAUA,2.75,0,0,0.1002582397419084
Borås (SE),BAUA,3.25,0,0,0.06863108873458937
Borås (SE),BAUA,3.75,0,0,0.064565935218484
Borås (SE),BAUA,4.25,0.01328052624378418,0,0.09171506181958675
Borås (SE),BAUA,4.75,0.06186039227017864,0,0.16619101487587398
Borås (SE),BAUA,5.25,0.16660462123448558,0.06315181454100252,0.33565573734836107
Borås (SE),BAUA,5.75,0.39115954412158904,0.19548669411095174,0.7164079892245344
Borås (SE),BAUA,6.25,0.885635233640643,0.47345699906289807,1.5940708987445649
Borås (SE),BAUA,6.75,2.04267239980706,1.0978570737415987,3.7327151991134166
Borås (SE),BAUA,7.25,4.728406563189213,2.486942741287449,8.911993024571617
Borås (SE),BAUA,7.75,10.506958844659035,5.331816314574302,20.612698923639464
Borås (SE),BAUA,8.25,21.69111223681661,10.560545900824614,44.44298841120396
Borås (SE),BAUA,8.75,39.95880015385962,18.69468650991288,85.28091172313478
Borås (SE),BAUA,9.25,64.16562177457483,28.995834587716487,141.84712750450947
Borås (SE),BAUA,9.75,93.71525388313104,41.076318696603096,213.64669081047342
Borås (SE),BAUA,10.25,127.7427175009701,54.49961061146078,299.23840617175017
Borås (SE),BAUA,10.75,164.19502349623346,68.56015306563998,393.03711869856147
Borås (SE),BAUA,11.25,201.1056003996872,82.83930276697421,488.01229756706965
Borås (SE),BAUA,11.75,232.18626640733677,95.03372809199354,567.0690854928373
Borås (SE),BAUA,12.25,250.8146464311156,102.52610126144262,613.371222425806
Borås (SE),BAUA,12.75,256.7183553805386,105.34531289377966,625.3964383936636
Borås (SE),BAUA,13.25,253.8208366816004,105.32212001292918,611.4964210658686
Borås (SE),BAUA,13.75,247.4773984218297,104.65799770736906,585.006336038816
Borås (SE),BAUA,14.25,242.92773668417755,105.26139781202602,560.4703988780273
Borås (SE),BAUA,14.75,241.2556923603695,107.48724676398749,541.3449387532065
Borås (SE),BAUA,15.25,241.19357860464413,111.00344464988491,523.9394774375331
Borås (SE),BAUA,15.75,241.10933305927847,115.34541400794654,503.8779436444054
Borås (SE),BAUA,16.25,236.85854492894083,118.25879836914142,474.2994767479843
Borås (SE),BAUA,16.75,225.232601764146,117.32885463577898,432.2876067367246
Borås (SE),BAUA,17.25,205.18140778985753,111.26966830838555,378.2836032221785
Borås (SE),BAUA,17.75,176.38580808355212,99.3907356005417,312.96674201265813
Borås (SE),BAUA,18.25,141.71979642190703,82.53082424231604,243.30619667752455
Borås (SE),BAUA,18.75,106.68249662746264,63.2691774146683,179.83766135513525
Borås (SE),BAUA,19.25,75.00122920507128,44.3389775451623,126.81999095570204
Borås (SE),BAUA,19.75,49.338113379477065,28.47828479400284,85.42392392124711
Borås (SE),BAUA,20.25,30.71343146779921,16.980748752001873,55.486998708676715
Borås (SE),BAUA,20.75,17.92313747236688,9.272006201445418,34.55997326140661
Borås (SE),BAUA,21.25,9.776749269856657,4.608502888581253,20.617875394360716
Borås (SE),BAUA,21.75,5.012927340037688,2.0975378511319587,11.796052653217794
Borås (SE),BAUA,22.25,2.407838896361207,0.862161686612605,6.436589450203747
Borås (SE),BAUA,22.75,1.09300442283768,0.30471509128630814,3.416695036962206
Borås (SE),BAUA,23.25,0.47533961636589295,0.07047676324393445,1.8417055313656086
Borås (SE),BAUA,23.75,0.1896805974467395,0,1.0321015064413128
Borås (SE),FUSPCEU,0.25,0.11532491525083376,0,0.6391893744072501
Borås (SE),FUSPCEU,0.75,0.05418486940710507,0,0.3626963241154596
Borås (SE),FUSPCEU,1.25,0.02181970371005952,0,0.2229824746600799
Borås (SE),FUSPCEU,1.75,0.00688785700297572,0,0.1531051258771526
Borås (SE),FUSPCEU,2.25,0.00327178604098513,0,0.12010628760157477
Borås (SE),FUSPCEU,2.75,0.00734184128390651,0,0.10759444505237581
Borås (SE),FUSPCEU,3.25,0.0157063358585275,0,0.10606530571980144
Borås (SE),FUSPCEU,3.75,0.02351449289582775,0,0.10681170922723343
Borås (SE),FUSPCEU,4.25,0.02550090241076402,0,0.10150045318723983
Borås (SE),FUSPCEU,4.75,0.02003706656354224,0,0.08791370820161634
Borås (SE),FUSPCEU,5.25,0.01251771393589283,0,0.07512726300900766
Borås (SE),FUSPCEU,5.75,0.01138873203427306,0,0.07607210460281694
Borås (SE),FUSPCEU,6.25,0.02823963633209778,0,0.10892643845366479
Borås (SE),FUSPCEU,6.75,0.08922186762387177,0.012086817110062542,0.21943912861677353
Borås (SE),FUSPCEU,7.25,0.2613523591829564,0.10615292278462748,0.5333915897156767
Borås (SE),FUSPCEU,7.75,0.7357704742117999,0.3580559241440374,1.424949790507604
Borås (SE),FUSPCEU,8.25,2.0297598119035927,1.0206084136758997,3.947691237227749
Borås (SE),FUSPCEU,8.75,5.199478336142424,2.5867505828989543,10.352950420481621
Borås (SE),FUSPCEU,9.25,11.58322269401972,5.640311975195823,23.678793401451134
Borås (SE),FUSPCEU,9.75,22.584039838077853,10.745290390098464,47.34600143167134
Borås (SE),FUSPCEU,10.25,39.01642529917918,18.15362228376043,83.72416949360979
Borås (SE),FUSPCEU,10.75,60.80932875613991,27.777727375527974,132.9792241257173
Borås (SE),FUSPCEU,11.25,87.78737418078188,39.6413985456243,194.26131648777198
Borås (SE),FUSPCEU,11.75,117.43263260166974,52.75102152648295,261.27469678532333
Borås (SE),FUSPCEU,12.25,144.4948283705406,64.84235673586963,321.8418795739233
Borås (SE),FUSPCEU,12.75,164.18850483206904,73.9264396723058,364.50909020394676
Borås (SE),FUSPCEU,13.25,173.9220570257715,79.08748587646603,382.3300771301662
Borås (SE),FUSPCEU,13.75,174.65332270917398,80.79121617958174,377.42830579403716
Borås (SE),FUSPCEU,14.25,170.42201732195815,80.57633334786212,360.3248877570081
Borås (SE),FUSPCEU,14.75,163.52469750729765,79.2553640309886,337.2816245603723
Borås (SE),FUSPCEU,15.25,153.81271948089895,76.7229702712778,308.25992326715175
Borås (SE),FUSPCEU,15.75,139.58203244068065,72.05931041494466,270.2888115693312
Borås (SE),FUSPCEU,16.25,117.88498420146024,63.20479190693951,219.7957784662246
Borås (SE),FUSPCEU,16.75,89.67764800291292,49.90423190731666,161.08687906004187
Borås (SE),FUSPCEU,17.25,60.763207889570545,35.01933448714002,105.37836764861048
Borås (SE),FUSPCEU,17.75,37.18651366193307,22.162607912602446,62.349291948159745
Borås (SE),FUSPCEU,18.25,21.648289029571423,13.278931579683862,35.25320237619104
Borås (SE),FUSPCEU,18.75,13.041279549889149,8.119490944492568,20.910209680204957
Borås (SE),FUSPCEU,19.25,8.757064539079636,5.424005369918048,14.101215783862594
Borås (SE),FUSPCEU,19.75,6.864611332483385,4.154113545777186,11.302095992643384
Borås (SE),FUSPCEU,20.25,6.2824118414172725,3.658744465099352,10.737443537781623
Borås (SE),FUSPCEU,20.75,6.190424293859552,3.4032058357067947,11.195207776106896
Borås (SE),FUSPCEU,21.25,5.852058611818074,2.9689090901061914,11.443842022798998
Borås (SE),FUSPCEU,21.75,4.747803354900489,2.178510190165906,10.214282318866095
Borås (SE),FUSPCEU,22.25,3.034533356485684,1.2312438978985139,7.280540394161813
Borås (SE),FUSPCEU,22.75,1.5094479742722566,0.5124988387207451,4.129106437653296
Borås (SE),FUSPCEU,23.25,0.6146659857911402,0.14091415771486213,2.020039254194955
Borås (SE),FUSPCEU,23.75,0.20595196609042607,0,0.9362695038687349
Borås (SE),IZTECH,0.25,0.8003074525251361,0.14300538963520476,3.2355371676697717
Borås (SE),IZTECH,0.75,0.4415504946317512,0.06750164097489114,1.6508899407132211
Borås (SE),IZTECH,1.25,0.2527772545625184,0.02432297265447385,0.9010361615351016
Borås (SE),IZTECH,1.75,0.14659165807879765,0,0.5197914357660087
Borås (SE),IZTECH,2.25,0.08318453422399599,0,0.3118421844320891
Borås (SE),IZTECH,2.75,0.04420199555314172,0,0.19309507424202663
Borås (SE),IZTECH,3.25,0.02061279900905288,0,0.12490807405589818
Borås (SE),IZTECH,3.75,0.00735284826425466,0,0.08720721442014961
Borås (SE),IZTECH,4.25,0.00181033098167238,0,0.06941609331471568
Borås (SE),IZTECH,4.75,0.00383295941705065,0,0.06810114201045422
Borås (SE),IZTECH,5.25,0.0176071057296559,0,0.08924820992229782
Borås (SE),IZTECH,5.75,0.05381869539471368,0,0.15127717184691372
Borås (SE),IZTECH,6.25,0.14216645487914145,0.04383845016076385,0.3077115110958577
Borås (SE),IZTECH,6.75,0.37632792187853514,0.17262916525708252,0.7322231003684946
Borås (SE),IZTECH,7.25,1.0234378323609945,0.5176503364697781,1.9434094966962356
Borås (SE),IZTECH,7.75,2.782614384075357,1.4187539807451037,5.371238786943959
Borås (SE),IZTECH,8.25,7.172872709603047,3.571474664648257,14.306929716660948
Borås (SE),IZTECH,8.75,16.15193228216243,7.787490717340223,33.38660713138187
Borås (SE),IZTECH,9.25,30.034638835361825,14.035910499434069,64.14039383766988
Borås (SE),IZTECH,9.75,47.811669819473025,21.718488875795572,105.11022413411753
Borås (SE),IZTECH,10.25,68.2328148793237,30.22755380075985,153.86472857678808
Borås (SE),IZTECH,10.75,91.29657201890616,39.643988788799504,210.07853595915876
Borås (SE),IZTECH,11.25,119.33475773393766,51.154911110437766,278.20818639463926
Borås (SE),IZTECH,11.75,152.623751160401,65.01509453219495,358.10487301867767
Borås (SE),IZTECH,12.25,187.57326633389312,79.80919967834978,440.66595733914056
Borås (SE),IZTECH,12.75,218.23608609982617,93.22280445976622,510.7145513773397
Borås (SE),IZTECH,13.25,237.47503324081433,102.51839881879083,549.9173172555753
Borås (SE),IZTECH,13.75,241.41889230683492,106.07570940246013,549.2853129816617
Borås (SE),IZTECH,14.25,233.0797120338014,104.77339322974169,518.3611313667939
Borås (SE),IZTECH,14.75,217.35595179033413,100.3383920459286,470.70692955953155
Borås (SE),IZTECH,15.25,198.73661909917692,94.62328191730124,417.284198420282
Borås (SE),IZTECH,15.75,180.0240774335157,88.87623318473898,364.54437872876906
Borås (SE),IZTECH,16.25,159.8929514488218,82.12639748420254,311.20811146411864
Borås (SE),IZTECH,16.75,136.73944675885545,73.06775275990923,255.81921964192992
Borås (SE),IZTECH,17.25,110.80332942855844,61.4742849827697,199.65138130765345
Borås (SE),IZTECH,17.75,83.99478407928174,48.260402673403256,146.13395005828525
Borås (SE),IZTECH,18.25,60.07457151860968,35.53620097150546,101.50957000841896
Borås (SE),IZTECH,18.75,42.05230298064197,25.26796071589365,69.94176119914198
Borås (SE),IZTECH,19.25,29.938069568248658,17.92539165337258,49.95636719233931
Borås (SE),IZTECH,19.75,22.475671774362876,13.146282509249938,38.37577278439186
Borås (SE),IZTECH,20.25,18.22527282860643,10.221542799307278,32.43540975147621
Borås (SE),IZTECH,20.75,15.55867245798236,8.19825156906062,29.447672917095215
Borås (SE),IZTECH,21.25,13.380908296581698,6.490755862189809,27.47421034868419
Borås (SE),IZTECH,21.75,11.073417636393271,4.862151561043314,25.059501909896312
Borås (SE),IZTECH,22.25,8.43375553524202,3.3037206634104344,21.295699217662946
Borås (SE),IZTECH,22.75,5.899107813780771,2.026452761453063,16.824568094695422
Borås (SE),IZTECH,23.25,3.969897358691941,1.1693707027958566,12.949036403474887
Borås (SE),IZTECH,23.75,2.706715116310265,0.6653944079348231,10.192275018548818
Borås (SE),KNUST,0.25,0.06649332414096068,0,0.6516295285048272
Borås (SE),KNUST,0.75,0.03622261020822096,0,0.42277992543135823
Borås (SE),KNUST,1.25,0.0213195895527218,0,0.3007066462099307
Borås (SE),KNUST,1.75,0.01630655910950775,0,0.23491719523514268
Borås (SE),KNUST,2.25,0.01707307339803589,0,0.19672967588216853
Borås (SE),KNUST,2.75,0.01994792848774201,0,0.17025362954064735
Borås (SE),KNUST,3.25,0.02137581276149355,0,0.14738298482728043
Borås (SE),KNUST,3.75,0.01856753819600568,0,0.12403428936149286
Borås (SE),KNUST,4.25,0.01158561186635474,0,0.10017362876904418
Borås (SE),KNUST,4.75,0.00458584888779191,0,0.08183440496607264
Borås (SE),KNUST,5.25,0.00574464775429475,0,0.08247536496424104
Borås (SE),KNUST,5.75,0.02709277720524955,0,0.12331709015191433
Borås (SE),KNUST,6.25,0.09890206010434982,0.009188217694389572,0.2623287415908355
Borås (SE),KNUST,6.75,0.3305224234094134,0.1263830879634822,0.7187429490678778
Borås (SE),KNUST,7.25,1.1202853085450883,0.512862886178543,2.3297379851733573
Borås (SE),KNUST,7.75,3.815565161240369,1.772102519422422,8.089535761454675
Borås (SE),KNUST,8.25,11.897244736170494,5.3560441754830155,26.2806297438617
Borås (SE),KNUST,8.75,29.434310060249697,12.731160195766302,67.88102879447932
Borås (SE),KNUST,9.25,52.2144138939998,21.764337010675312,125.07177629198047
Borås (SE),KNUST,9.75,68.30455287376851,27.542591120728336,169.17439375795033
Borås (SE),KNUST,10.25,71.30316907049227,27.907141504847306,181.93973270270726
