site,clock_bin,time_hour,deviation_eta,standard_error,lower_eta,upper_eta,ratio,ratio_lower,ratio_upper,direction,display_order,display_name,color_hex,segment_start,segment_id
RISE,0,0.25,-0.3646919568726999,0.33356349006672864,-1.018464383960972,0.2890804702155721,0.4318252599470183,0.09583753084465516,1.9457205698524056,not_distinguishable,1,Borås (SE),#88CCEE,TRUE,1
RISE,30,0.75,-0.29084637390560036,0.2962578012332189,-0.8715009944617351,0.28980824665053445,0.5118628684341477,0.13443086884256977,1.9489838780143764,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,60,1.25,-0.22100453455197508,0.26240004726493105,-0.7352991767328477,0.2932901076288975,0.6011674605457605,0.18395043673378145,1.9646722347393537,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,90,1.75,-0.15987349038171608,0.23173400892824872,-0.6140638018741668,0.29431682111073454,0.6920325300560226,0.24318467220657342,1.9693224014091242,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,120,2.25,-0.11125519409354191,0.20346073384304433,-0.5100309046939984,0.28752051650691457,0.774006852991091,0.30900755327896046,1.9387442220104545,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,150,2.75,-0.07619616655941656,0.1775770601174954,-0.4242408088702115,0.2718484757513783,0.8390808962961224,0.37649498106176355,1.8700295779337477,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,180,3.25,-0.0518184293526768,0.15530907238243355,-0.3562186176945708,0.25258175898921725,0.8875269934236665,0.44033315023284525,1.7888822670723752,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,210,3.75,-0.031200445931336383,0.13803859517638495,-0.3017511209535552,0.23935022909088247,0.9306782275465539,0.49917046272317317,1.735202757198288,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,240,4.25,-0.004567300477930909,0.12620566025716945,-0.251925849227081,0.24279124827121917,0.9895385080756826,0.5598531818077874,1.7490057943456119,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,270,4.75,0.038277278400664944,0.11969775568429883,-0.19632601177083522,0.27288056857216514,1.0921373967917527,0.6363176770877007,1.8744789535474016,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
