time_hour,eta,standard_error_conditional,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx
0.25,-0.48899947551595424,0.07522620506810421,0.22434000904453424,0.13097228554691084,0.355450493629215
0.75,-0.6230582170861243,0.07131828809935593,0.13820001413263974,0.07264758460142179,0.22864199556442857
1.25,-0.721256216519864,0.06570874887782928,0.08999570499095372,0.04123977017554045,0.15558217681991762
1.75,-0.7961963737974266,0.05996290586483592,0.05988349241483826,0.021977152377032558,0.1095698304855568
2.25,-0.8599408548048723,0.05418415591595212,0.03805722675817244,0.008108577041455331,0.0763023654714165
2.75,-0.9144155645607281,0.048466881976594475,0.02178237388584564,0,0.05155762065815875
3.25,-0.952544186774636,0.044025122227716276,0.011546465395488675,0,0.03606407300979317
3.75,-0.966937480333212,0.04151918511746419,0.007910205518461541,0,0.03014833819282378
4.25,-0.950205774830428,0.03986796244447898,0.012148695211258567,0,0.034256090252441196
4.75,-0.8942192993413811,0.03786072194407194,0.027579442685501887,0.007541242336146711,0.05135136848305133
5.25,-0.788589774339196,0.03676426316542379,0.06270849411777299,0.03783312220731544,0.09207323779732435
5.75,-0.6224996276526392,0.03773968735049086,0.13850658403278132,0.10115551518741547,0.18279309455664874
6.25,-0.38513128711047745,0.03993189597990569,0.31197296095091165,0.24403579824842772,0.3933257568507611
6.75,-0.06781580415050674,0.0415591573664591,0.7554294463541512,0.6091363442928931,0.9319024593492454
7.25,0.31017739866332417,0.042854372550998186,1.9425721149909383,1.583388561624367,2.3783944361085196
7.75,0.7100408316050759,0.04506068118104721,5.029096045854759,4.085270375330607,6.185765049414473
8.25,1.0925660955873588,0.04806908519596515,12.275595206711673,9.862134934331088,15.273748471583877
8.75,1.4186010834107543,0.05056927469089051,26.118092019866854,20.768302634897985,32.839351186746214
9.25,1.6642276800579126,0.05193696818732724,46.05594849533263,36.41178731584737,58.24750194710801
9.75,1.8413012653168663,0.05326639066871728,69.29069947680767,54.46335394265499,88.14730933771372
10.25,1.9668068172669757,0.055155986790341914,92.5417642912496,72.12758093940023,118.72575021024541
10.75,2.0577293139876036,0.05693035163884474,114.11662262941104,88.2380636004775,147.5762830558443
11.25,2.129954480110884,0.057502641776398876,134.78215005905165,103.95222543925925,174.74675918991127
11.75,2.1890389224279345,0.05729920643313475,154.43929348505037,119.22585131735869,200.04433559196647
12.25,2.234879810060168,0.05733164190576498,171.64330259771953,132.49033159869373,222.35786424643382
12.75,2.267316343685496,0.057596427564007326,184.96161322152068,142.60178974996848,239.8955932448933
13.25,2.286187911105121,0.057081572082845804,193.18044244691555,149.28606432616598,249.97238527223212
13.75,2.2913521688981917,0.05537188440460454,195.49248701212042,152.24397029082883,251.01870789867127
14.25,2.2827001162427596,0.05355982632379696,191.63443421131865,150.46526249489602,244.06052317233977
14.75,2.260126300728979,0.052309115470415925,181.9230137652405,143.6481679395456,230.3890421568017
15.25,2.223525269947004,0.051003160647659064,167.21129856587058,132.8109958394118,210.51515979927044
15.75,2.1725480870673115,0.048544475769661706,148.68121023064765,119.40956425356995,185.12240170443044
16.25,2.1051477702814445,0.0455726230141173,127.29364688114589,103.6115369903562,156.38347075588308
16.75,2.0185542324742216,0.043397555373383793,104.2648450073729,85.70183716198929,126.84391208488236
17.25,1.9099947145478011,0.04210141211120167,81.18206239115484,67.11674273527389,98.19059543363589
17.75,1.7768082653069892,0.040408541831262565,59.714746335986185,49.74355140061389,71.68067731334062
18.25,1.621782821812138,0.038084601229549465,41.758419084840206,35.14831614419946,49.60811204467843
18.75,1.4554979343392862,0.03695132769660752,28.442889377297995,24.05876130416178,33.62261200595266
19.25,1.2891323736427198,0.03789850243616663,19.359531208173184,16.300333284929312,22.98936948188966
19.75,1.1338649104767249,0.03975051972375607,13.510212639801095,11.275102623550739,16.18450258699991
20.25,0.9974943487524263,0.04121609342802415,9.842471362493765,8.154908999541197,11.875024412686166
20.75,0.8700374868190754,0.04357950870962425,7.3137423143532745,5.990083108477607,8.925094423936686
21.25,0.7356840601883138,0.04798760410273569,5.34106683025008,4.281573330012088,6.656752887932605
21.75,0.5786204244049405,0.053740997013872846,3.6898360657401224,2.873651062905651,4.730041286401019
22.25,0.38368384199011174,0.05955183818369988,2.3192672256298494,1.7491169684968306,3.0652156184390025
22.75,0.15443686736086779,0.06533534057704675,1.3270423684004213,0.9626297069549491,1.8164247977270418
23.25,-0.0844737662875462,0.07104595963266971,0.723239563497778,0.4974185612142723,1.034419689824363
23.75,-0.3072765585047395,0.07512542166776985,0.3928598511010395,0.2511400128585628,0.5917777067040831
