time_hour,eta,standard_error_conditional,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx
0.25,-0.38246214984941607,0.10276492879508481,0.31451270856961666,0.16068875072373903,0.5591031837342473
0.75,-0.5434179731632341,0.09704482774900636,0.18614227573004274,0.08466205299843438,0.34339051055964365
1.25,-0.671057676136729,0.08824414893344534,0.11327616546057112,0.043214493079144156,0.21761256682609445
1.75,-0.77081645461515,0.07867199498169043,0.06950540278508474,0.018847286003424377,0.14175631215092244
2.25,-0.8479293764953411,0.0695060375647831,0.04192883028036018,0.00371493348718141,0.09422268507978115
2.75,-0.903880037159823,0.06113679015662836,0.024772811990656576,0,0.0644166782032323
3.25,-0.9368202722574697,0.05425866332933819,0.015659078486945796,0,0.04774906925252548
3.75,-0.9447861026522008,0.04930384534141625,0.01355699653016959,0,0.041855983307968525
4.25,-0.925811839835669,0.04553730585028885,0.018628259946275344,0,0.0456933198805686
4.75,-0.8749848375092588,0.042139404557125906,0.033356799011000776,0.010261385977907003,0.061289790480448275
5.25,-0.7783994418716922,0.04034448489935954,0.06657144687402647,0.03884390531964782,0.09983626108635735
5.75,-0.6204406268535543,0.04123478733451464,0.1396400343369487,0.09894850274389139,0.18865432644617994
6.25,-0.3854933663854323,0.0439841559915383,0.3116296346759665,0.23751981317413015,0.4020118805767835
6.75,-0.06056596797425977,0.046853241450393955,0.7698292986786122,0.6040497785507855,0.9746441968877774
7.25,0.33322227617766814,0.04980087589958581,2.0538838315498666,1.620340260185905,2.596684875183126
7.75,0.7508973291898406,0.053600235055228596,5.535044229682073,4.324281981419999,7.0771472984372705
8.25,1.1469956691995704,0.0579913975845325,13.927997157222284,10.697783576607286,18.12454606974695
8.75,1.4761230448075644,0.061901760784369195,29.831125285424044,22.535902941315847,39.47749170308435
9.25,1.7116315237695714,0.06483983194853973,51.37916853277514,38.319153207010636,68.87874033158757
9.75,1.870894553325992,0.06756572617757155,74.18387547942308,54.660595646121266,100.66760654507759
10.25,1.97759785169368,0.07043838396449008,94.87249593861331,69.01004185563349,130.41323284757462
10.75,2.0554271370894908,0.07292130237012995,113.51276700704891,81.65305878578691,157.78841443620786
11.25,2.1261366914880817,0.07421187183200563,133.60162678863492,95.5498064311934,186.79138716435125
11.75,2.1933320863929806,0.07461107451583888,155.97454818946827,111.35436131239088,218.4582000175934
12.25,2.250675014529524,0.07482670691955833,178.00455003834557,126.96249060940991,249.55062932594802
12.75,2.2917253155399626,0.07485316160043731,195.66061266417466,139.5419210223084,274.3320415395237
13.25,2.310085560073485,0.07398501452307994,204.11402257596595,146.14384477452063,285.0632291325187
13.75,2.3035301311604104,0.07194025680536147,201.05467535899902,145.28842062861918,278.21104598174065
14.25,2.2774474442155874,0.06951838880750265,189.32942640455767,138.31842582714683,259.1393850279014
14.75,2.2380362211558116,0.06722802729647875,172.89606358830792,127.62376407480862,234.2153463557578
15.25,2.191495183897882,0.06469272014382632,155.3158055863662,115.96460089459617,208.00886730222462
15.75,2.142776688500464,0.06117203157087975,138.82381100023966,105.30997486156161,182.99296903046798
16.25,2.0881410141734706,0.05715887238054685,122.40138931964206,94.54805264419211,158.45149647564742
16.75,2.0201469557881975,0.05366625226205481,104.6482933486504,82.11726661220135,133.3537793771242
17.25,1.9313396306756558,0.05088479591650287,85.27675235791011,67.75896998673412,107.31674747802519
17.75,1.8144300796674873,0.04802996457077885,65.12740180479918,52.4161740411085,80.91530669150235
18.25,1.6702155216963188,0.04512681292034717,46.69673157506729,38.07408125967699,57.26704103530349
18.75,1.5110559696448873,0.04382952541756503,32.33814192689144,26.516544865627424,39.43304446468574
19.25,1.3502006826571158,0.04499111800333215,22.297558657943643,18.181831917897625,27.339844983199857
19.75,1.200898919876927,0.04769520516873117,15.781770643789883,12.706133812945438,19.596080211731955
20.25,1.0726552625599635,0.050814022094476864,11.721028449918002,9.298566298836136,14.76787550044468
20.75,0.9552735415916268,0.055208420688434394,8.921391735741787,6.931808345926971,11.473908850466765
21.25,0.8321017631779242,0.06165934933718974,6.693628011570237,5.043416090530407,8.873293380748487
21.75,0.686484188846975,0.06972286099888136,4.758298432390615,3.4467444056799916,6.554853284710789
22.25,0.5023806451486706,0.07865180393874359,3.079659719207834,2.12959479636456,4.434562040796818
22.75,0.28145953317925526,0.0880739071508362,1.8118751710298167,1.1848068612016331,2.744993111401703
23.25,0.04532863622022976,0.09686145554547271,1.0100144597558325,0.6169414202776614,1.618595224125627
23.75,-0.18334056608928223,0.1026877802614512,0.5556309304259194,0.3124725797703046,0.9421345272709526
