run_id,response,linear_predictor,fitted_value,pearson_residual,ar_standardized_residual,site,participant,participant_day,time_hour,ar_start
main__chest__all_available,-1,-0.9245422175361893,-0.9245422175361893,-0.07545778246381074,-0.07545778246381074,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,0.25,TRUE
main__chest__all_available,-1,-0.9436997250898564,-0.9436997250898564,-0.056300274910143555,-0.013248330277162027,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,0.75,FALSE
main__chest__all_available,-1,-0.9321229473243553,-0.9321229473243553,-0.0678770526756447,-0.042423657400252716,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,1.25,FALSE
main__chest__all_available,-1,-0.9066679138473459,-0.9066679138473459,-0.09333208615265409,-0.06560847732805218,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,1.75,FALSE
main__chest__all_available,-1,-0.879899420617617,-0.879899420617617,-0.12010057938238305,-0.07985812314315587,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,2.25,FALSE
main__chest__all_available,-1,-0.8493204316194538,-0.8493204316194538,-0.1506795683805462,-0.09789846660200885,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,2.75,FALSE
main__chest__all_available,-1,-0.8001863742409203,-0.8001863742409203,-0.19981362575907968,-0.1363697352231507,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,3.25,FALSE
main__chest__all_available,-1,-0.7178970078297606,-0.7178970078297606,-0.2821029921702394,-0.20238744478442602,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,3.75,FALSE
main__chest__all_available,-1,-0.5923311615352003,-0.5923311615352003,-0.40766883846479973,-0.2975436254846485,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,4.25,FALSE
main__chest__all_available,-1,-0.419573941911833,-0.419573941911833,-0.580426058088167,-0.41904121641176184,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,4.75,FALSE
main__chest__all_available,-1,-0.20006925058190617,-0.20006925058190617,-0.7999307494180938,-0.5633353738813879,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,5.25,FALSE
main__chest__all_available,-1,0.06273303862708535,0.06273303862708535,-1.0627330386270852,-0.7264256231701824,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,5.75,FALSE
main__chest__all_available,1.5407561892193264,0.3668121501824107,0.3668121501824107,1.1739440390369158,2.287257185031437,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,6.25,FALSE
main__chest__all_available,1.8423189890001186,0.7140602007320018,0.7140602007320018,1.1282587882681168,0.5235208090942832,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,6.75,FALSE
main__chest__all_available,2.4445938260452187,1.0870387262618406,1.0870387262618406,1.357555099783378,0.8467718660825502,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,7.25,FALSE
main__chest__all_available,2.6356262542336744,1.4568218840994622,1.4568218840994622,1.1788043701342121,0.44702512519795395,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,7.75,FALSE
main__chest__all_available,2.5750388193934532,1.7987107776384308,1.7987107776384308,0.7763280417550225,0.07716894131939474,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,8.25,FALSE
main__chest__all_available,2.568530320217313,2.08777992809388,2.08777992809388,0.4807503921234333,0.012437242206077384,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,8.75,FALSE
main__chest__all_available,2.1789561748013115,2.309584978753515,2.309584978753515,-0.13062880395220366,-0.5310456436381857,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,9.25,FALSE
main__chest__all_available,2.2657292515283616,2.478348582492365,2.478348582492365,-0.21261933096400343,-0.1677721885258666,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,9.75,FALSE
main__chest__all_available,2.626034816395364,2.606829706585955,2.606829706585955,0.019205109809409038,0.18635455178336546,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,10.25,FALSE
main__chest__all_available,2.432879359992203,2.7041384473044214,2.7041384473044214,-0.2712590873122185,-0.35582943506186737,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,10.75,FALSE
main__chest__all_available,2.6269855686621546,2.7786357826257477,2.7786357826257477,-0.15165021396359313,0.01619373525240494,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,11.25,FALSE
main__chest__all_available,2.6891935845773407,2.8320643717623573,2.8320643717623573,-0.14287078718501656,-0.06400889213392062,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,11.75,FALSE
main__chest__all_available,2.8319097124700567,2.8656511744557642,2.8656511744557642,-0.03374146198570749,0.06655202359666201,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,12.25,FALSE
main__chest__all_available,2.876066054843001,2.8848304563457066,2.8848304563457066,-0.008764401502705521,0.014716563962684531,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,12.75,FALSE
main__chest__all_available,3.242841703203051,2.8967154191224913,2.8967154191224913,0.3461262840805599,0.4420295180805087,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,13.25,FALSE
main__chest__all_available,3.1786590194262283,2.9070640514343435,2.9070640514343435,0.27159496799188476,0.07755455450793652,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,13.75,FALSE
main__chest__all_available,3.6069665694664894,2.918061729019343,2.918061729019343,0.6889048404471465,0.6592869422437306,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,14.25,FALSE
main__chest__all_available,2.7464507827827513,2.9276452440825107,2.9276452440825107,-0.18119446129975936,-0.7534381221249008,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,14.75,FALSE
main__chest__all_available,2.8150597318572568,2.930409501244262,2.930409501244262,-0.11534976938700536,-0.006855905411983823,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,15.25,FALSE
main__chest__all_available,3.1171821990528605,2.9191182720543676,2.9191182720543676,0.19806392699849296,0.3371126353021461,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,15.75,FALSE
main__chest__all_available,3.859573624946731,2.8848780329291843,2.8848780329291843,0.9746955920175466,1.074836884209013,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,16.25,FALSE
main__chest__all_available,4.24002132353187,2.8189020789086103,2.8189020789086103,1.42111924462326,1.0438677340453832,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,16.75,FALSE
main__chest__all_available,4.526397552812112,2.713070947900606,2.713070947900606,1.8133266049115058,1.1966106017287914,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,17.25,FALSE
main__chest__all_available,3.540403443179111,2.559444929046588,2.559444929046588,0.980958514132523,-0.14950794206309,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,17.75,FALSE
main__chest__all_available,3.9311282983287246,2.3553630525999583,2.3553630525999583,1.5757652457287663,1.2335974092506927,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,18.25,FALSE
main__chest__all_available,1.9438452942606719,2.1065310169331237,2.1065310169331237,-0.16268572267245185,-1.4067104463565971,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,18.75,FALSE
main__chest__all_available,2.1067433803151507,1.8215885200069464,1.8215885200069464,0.28515486030820436,0.48276283823600336,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,19.25,FALSE
main__chest__all_available,2.1036292346278955,1.5136215902375512,1.5136215902375512,0.5900076443903444,0.524553768780722,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,19.75,FALSE
main__chest__all_available,1.6717599773408878,0.8783500702586162,0.8783500702586162,0.7934099070822715,0.7934099070822715,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,20.75,TRUE
main__chest__all_available,-1,0.5544933501385305,0.5544933501385305,-1.5544933501385305,-2.560440244083732,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,21.25,FALSE
main__chest__all_available,-1,0.2257021234563013,0.2257021234563013,-1.2257021234563013,-0.35577454880834275,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,21.75,FALSE
main__chest__all_available,-1,-0.11367830423288788,-0.11367830423288788,-0.8863216957671121,-0.179737962137471,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,22.25,FALSE
main__chest__all_available,-1,-0.4587631632810944,-0.4587631632810944,-0.5412368367189055,-0.00460467103382666,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,22.75,FALSE
main__chest__all_available,-1,-0.7916165003050388,-0.7916165003050388,-0.20838349969496117,0.15079261930172602,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,23.25,FALSE
main__chest__all_available,-1,-1.0976119537200035,-1.0976119537200035,0.09761195372000353,0.28174012149236577,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,23.75,FALSE
main__chest__all_available,-1,-0.98896172974082,-0.98896172974082,-0.011038270259180027,-0.011038270259180027,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,0.25,TRUE
main__chest__all_available,-1,-1.0081192372944872,-1.0081192372944872,0.008119237294487158,0.018632718678708592,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,0.75,FALSE
main__chest__all_available,-1,-0.996542459528986,-0.996542459528986,-0.0034575404710139868,-0.0105426084443821,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,1.25,FALSE
main__chest__all_available,-1,-0.9710874260519766,-0.9710874260519766,-0.02891257394802338,-0.03372742837218155,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,1.75,FALSE
main__chest__all_available,-1,-0.9443189328222477,-0.9443189328222477,-0.05568106717775234,-0.04797707418728525,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,2.25,FALSE
main__chest__all_available,-1,-0.9137399438240845,-0.9137399438240845,-0.08626005617591548,-0.06601741764613824,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,2.75,FALSE
main__chest__all_available,-1,-0.864605886445551,-0.864605886445551,-0.13539411355444897,-0.1044886862672801,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,3.25,FALSE
main__chest__all_available,-1,-0.7823165200343912,-0.7823165200343912,-0.21768347996560877,-0.17050639582855553,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,3.75,FALSE
main__chest__all_available,-1,-0.6567506737398309,-0.6567506737398309,-0.34324932626016913,-0.26566257652877795,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,4.25,FALSE
